status	elapsed_secs	user_secs	sys_secs	max_rss_KiB	task_id	host_name	sh_path	workload
0	0.002219	0.000000	0.002187	3248	0	broome	bash	hello-world
0	0.041984	0.029442	0.014152	4876	1	broome	bash	abuild-print-help
0	26.935219	19.490487	8.331214	26608	2	broome	bash	configure.cpython
0	6.136335	3.696685	1.530103	20792	3	broome	bash	configure.ocaml
0	0.091132	0.088079	0.004173	20216	4	broome	bash	configure.tcc
0	3.071872	2.176908	0.913094	24136	5	broome	bash	configure.yash
0	0.001143	0.001146	0.000000	1716	6	broome	dash	hello-world
0	0.018605	0.019343	0.000000	3912	7	broome	dash	abuild-print-help
0	26.937575	19.821693	8.052592	26784	8	broome	dash	configure.cpython
0	6.036957	3.612765	1.466396	20904	9	broome	dash	configure.ocaml
0	0.078924	0.060953	0.018752	19984	10	broome	dash	configure.tcc
0	3.036248	2.146759	0.892880	23988	11	broome	dash	configure.yash
0	0.067721	0.054147	0.013538	16716	12	broome	bin/osh	hello-world
0	0.823157	0.758526	0.071171	24160	13	broome	bin/osh	abuild-print-help
0	65.593692	42.544632	27.756096	57204	14	broome	bin/osh	configure.cpython
0	7.968561	5.050527	2.339873	21828	15	broome	bin/osh	configure.ocaml
0	0.365154	0.306792	0.065686	19932	16	broome	bin/osh	configure.tcc
0	4.704015	3.509436	1.317415	24088	17	broome	bin/osh	configure.yash
0	0.006259	0.006194	0.000000	6252	18	broome	/home/andy/git/oilshell/oil/../benchmark-data/src/oils-for-unix-0.15.0/_bin/cxx-opt-sh/osh	hello-world
0	0.056923	0.035624	0.022861	10776	19	broome	/home/andy/git/oilshell/oil/../benchmark-data/src/oils-for-unix-0.15.0/_bin/cxx-opt-sh/osh	abuild-print-help
0	33.758351	22.866388	12.545917	33944	20	broome	/home/andy/git/oilshell/oil/../benchmark-data/src/oils-for-unix-0.15.0/_bin/cxx-opt-sh/osh	configure.cpython
0	6.295030	3.714184	1.668776	20764	21	broome	/home/andy/git/oilshell/oil/../benchmark-data/src/oils-for-unix-0.15.0/_bin/cxx-opt-sh/osh	configure.ocaml
0	0.100238	0.069234	0.032889	20212	22	broome	/home/andy/git/oilshell/oil/../benchmark-data/src/oils-for-unix-0.15.0/_bin/cxx-opt-sh/osh	configure.tcc
0	3.216210	2.262857	0.984818	23988	23	broome	/home/andy/git/oilshell/oil/../benchmark-data/src/oils-for-unix-0.15.0/_bin/cxx-opt-sh/osh	configure.yash
