status	elapsed_secs	user_secs	sys_secs	max_rss_KiB	task_id	host_name	sh_path	workload
0	0.001077	0.001052	0.000000	3388	0	hoover	bash	hello-world
0	0.012549	0.009029	0.003649	4980	1	hoover	bash	abuild-print-help
0	11.579305	8.511060	3.113190	32824	2	hoover	bash	configure.cpython
0	3.345382	1.672069	0.671691	26064	3	hoover	bash	configure.ocaml
0	0.039866	0.028173	0.010748	25636	4	hoover	bash	configure.tcc
0	1.366580	0.930233	0.414290	32520	5	hoover	bash	configure.yash
0	0.000547	0.000462	0.000000	1700	6	hoover	dash	hello-world
0	0.006896	0.005453	0.001460	4212	7	hoover	dash	abuild-print-help
0	11.814080	8.740454	3.160594	32584	8	hoover	dash	configure.cpython
0	3.241908	1.626552	0.607068	25976	9	hoover	dash	configure.ocaml
0	0.032953	0.020344	0.012397	25596	10	hoover	dash	configure.tcc
0	1.274057	0.922940	0.335290	32408	11	hoover	dash	configure.yash
0	0.042102	0.037874	0.004137	16356	12	hoover	bin/osh	hello-world
0	0.396488	0.382826	0.015755	21656	13	hoover	bin/osh	abuild-print-help
0	27.355570	18.719844	10.313728	34636	14	hoover	bin/osh	configure.cpython
0	4.015939	2.259576	0.867382	26072	15	hoover	bin/osh	configure.ocaml
0	0.160786	0.137143	0.025209	25812	16	hoover	bin/osh	configure.tcc
0	1.996418	1.471339	0.562009	32652	17	hoover	bin/osh	configure.yash
0	0.002102	0.000000	0.001874	6800	18	hoover	/home/andy/git/oilshell/oil/../benchmark-data/src/oils-for-unix-0.20.0/_bin/cxx-opt-sh/osh	hello-world
0	0.018299	0.019103	0.000000	10180	19	hoover	/home/andy/git/oilshell/oil/../benchmark-data/src/oils-for-unix-0.20.0/_bin/cxx-opt-sh/osh	abuild-print-help
0	13.283477	9.793966	3.713635	32604	20	hoover	/home/andy/git/oilshell/oil/../benchmark-data/src/oils-for-unix-0.20.0/_bin/cxx-opt-sh/osh	configure.cpython
0	3.294957	1.683230	0.632915	25928	21	hoover	/home/andy/git/oilshell/oil/../benchmark-data/src/oils-for-unix-0.20.0/_bin/cxx-opt-sh/osh	configure.ocaml
0	0.038997	0.031959	0.007415	25632	22	hoover	/home/andy/git/oilshell/oil/../benchmark-data/src/oils-for-unix-0.20.0/_bin/cxx-opt-sh/osh	configure.tcc
0	1.350512	0.973134	0.372386	32480	23	hoover	/home/andy/git/oilshell/oil/../benchmark-data/src/oils-for-unix-0.20.0/_bin/cxx-opt-sh/osh	configure.yash
