job_id	host_name	host_hash	sh_path	shell_hash
2025-10-05__22-33-54	lenny	1ff4d011	bash	f4a82186
2025-10-05__22-33-54	lenny	1ff4d011	dash	f5780e2f
2025-10-05__22-33-54	lenny	1ff4d011	mksh	11284043
2025-10-05__22-33-54	lenny	1ff4d011	zsh	d0c4af83
2025-10-05__22-33-54	lenny	1ff4d011	bin/osh	0aa2c433
2025-10-05__22-33-54	lenny	1ff4d011	/home/andy/git/oils-for-unix/oils/_tmp/oils-ref-tar-test/oils-ref-0.36.0/_bin/osh	7f01d949
2025-10-05__22-33-54	lenny	1ff4d011	/home/andy/git/oils-for-unix/oils/../benchmark-data/src/oils-for-unix-0.36.0/_bin/cxx-opt-sh/osh	64f72b07
2025-10-05__22-33-54	lenny	1ff4d011	/home/andy/git/oils-for-unix/oils/../benchmark-data/src/oils-for-unix-0.36.0/_bin/cxx-opt-sh/mycpp-nosouffle/osh	f35cd62a
2025-10-05__22-33-54	lenny	1ff4d011	/home/andy/git/oils-for-unix/oils/../benchmark-data/src/oils-for-unix-0.36.0/_bin/cxx-opt-sh/osh-static	5f80fabc
2025-10-05__22-33-54	lenny	1ff4d011	python2	31dd8d0b
