status	elapsed_secs	user_secs	sys_secs	max_rss_KiB	task_id	host_name	sh_path	workload
0	0.002186	0.002118	0.000000	3220	0	broome	bash	hello-world
0	0.037852	0.034700	0.004597	4748	1	broome	bash	abuild-print-help
0	26.783215	19.511162	8.121644	26600	2	broome	bash	configure.cpython
0	6.116500	3.774389	1.421624	20776	3	broome	bash	configure.ocaml
0	0.091128	0.065972	0.026004	20108	4	broome	bash	configure.tcc
0	3.078152	2.100703	0.990841	23988	5	broome	bash	configure.yash
0	0.001136	0.001068	0.000000	1656	6	broome	dash	hello-world
0	0.018369	0.016552	0.002429	3856	7	broome	dash	abuild-print-help
0	26.844613	19.573863	8.181866	26736	8	broome	dash	configure.cpython
0	6.035189	3.574320	1.499986	20792	9	broome	dash	configure.ocaml
0	0.080827	0.057693	0.023619	20032	10	broome	dash	configure.tcc
0	3.026393	2.134465	0.894520	24052	11	broome	dash	configure.yash
0	0.067759	0.044406	0.023336	16388	12	broome	bin/osh	hello-world
0	0.837849	0.742001	0.102279	24112	13	broome	bin/osh	abuild-print-help
0	63.394092	41.987962	25.765255	48908	14	broome	bin/osh	configure.cpython
0	7.758504	4.972663	2.179379	20772	15	broome	bin/osh	configure.ocaml
0	0.335053	0.289861	0.051762	20064	16	broome	bin/osh	configure.tcc
0	4.657282	3.462366	1.313879	24184	17	broome	bin/osh	configure.yash
0	0.004205	0.000000	0.004138	4964	18	broome	/home/andy/git/oilshell/oil/../benchmark-data/src/oils-for-unix-0.14.0/_bin/cxx-opt-sh/osh	hello-world
0	0.062030	0.054977	0.008502	13560	19	broome	/home/andy/git/oilshell/oil/../benchmark-data/src/oils-for-unix-0.14.0/_bin/cxx-opt-sh/osh	abuild-print-help
0	37.229270	24.117590	14.849050	41572	20	broome	/home/andy/git/oilshell/oil/../benchmark-data/src/oils-for-unix-0.14.0/_bin/cxx-opt-sh/osh	configure.cpython
0	6.316516	3.793987	1.624104	20748	21	broome	/home/andy/git/oilshell/oil/../benchmark-data/src/oils-for-unix-0.14.0/_bin/cxx-opt-sh/osh	configure.ocaml
0	0.104071	0.059768	0.046164	19980	22	broome	/home/andy/git/oilshell/oil/../benchmark-data/src/oils-for-unix-0.14.0/_bin/cxx-opt-sh/osh	configure.tcc
0	3.261728	2.255635	1.052462	24056	23	broome	/home/andy/git/oilshell/oil/../benchmark-data/src/oils-for-unix-0.14.0/_bin/cxx-opt-sh/osh	configure.yash
