status	elapsed_secs	user_secs	sys_secs	max_rss_KiB	task_id	host_name	sh_path	workload
0	0.002247	0.000000	0.001995	3296	0	broome	bash	hello-world
0	0.037279	0.024519	0.013605	4868	1	broome	bash	abuild-print-help
0	26.931057	19.527459	8.238498	26560	2	broome	bash	configure.cpython
0	6.037066	3.577044	1.536649	20820	3	broome	bash	configure.ocaml
0	0.083417	0.059813	0.023974	19896	4	broome	bash	configure.tcc
0	3.031949	2.103751	0.940248	24148	5	broome	bash	configure.yash
0	0.001139	0.001073	0.000000	1668	6	broome	dash	hello-world
0	0.017354	0.015193	0.002723	3856	7	broome	dash	abuild-print-help
0	26.967552	19.618499	8.292587	26768	8	broome	dash	configure.cpython
0	6.004211	3.598217	1.449365	20736	9	broome	dash	configure.ocaml
0	0.077599	0.060277	0.017995	20048	10	broome	dash	configure.tcc
0	2.986165	2.148646	0.843586	24176	11	broome	dash	configure.yash
0	0.068355	0.046100	0.022183	16380	12	broome	bin/osh	hello-world
0	0.827689	0.776773	0.057818	21904	13	broome	bin/osh	abuild-print-help
0	60.211573	41.396733	23.168859	35576	14	broome	bin/osh	configure.cpython
0	7.851101	5.065261	2.195263	20748	15	broome	bin/osh	configure.ocaml
0	0.358334	0.270849	0.094948	19908	16	broome	bin/osh	configure.tcc
0	4.648490	3.468440	1.305578	23992	17	broome	bin/osh	configure.yash
0	0.005407	0.002686	0.002686	5996	18	broome	/home/andy/git/oilshell/oil/../benchmark-data/src/oils-for-unix-0.16.0/_bin/cxx-opt-sh/osh	hello-world
0	0.052822	0.038941	0.014672	9712	19	broome	/home/andy/git/oilshell/oil/../benchmark-data/src/oils-for-unix-0.16.0/_bin/cxx-opt-sh/osh	abuild-print-help
0	32.147087	22.757367	10.600602	26768	20	broome	/home/andy/git/oilshell/oil/../benchmark-data/src/oils-for-unix-0.16.0/_bin/cxx-opt-sh/osh	configure.cpython
0	6.280090	3.658331	1.709335	20728	21	broome	/home/andy/git/oilshell/oil/../benchmark-data/src/oils-for-unix-0.16.0/_bin/cxx-opt-sh/osh	configure.ocaml
0	0.101587	0.066205	0.037592	20136	22	broome	/home/andy/git/oilshell/oil/../benchmark-data/src/oils-for-unix-0.16.0/_bin/cxx-opt-sh/osh	configure.tcc
0	3.151122	2.231205	0.952373	23992	23	broome	/home/andy/git/oilshell/oil/../benchmark-data/src/oils-for-unix-0.16.0/_bin/cxx-opt-sh/osh	configure.yash
