status	elapsed_secs	user_secs	sys_secs	max_rss_KiB	minor_faults	major_faults	swaps	in_block	out_block	signals	voluntary_ctx	involuntary_ctx	task_id	host_name	sh_path	workload
0	0.001049	0.000809	0.000000	3448	147	0	0	8	8	0	2	0	0	lenny	bash	hello-world
0	0.712701	0.550541	0.210124	3240	98209	0	0	8	8	0	1907	129	1	lenny	bash	bin-true
0	15.267394	11.848821	3.933926	26672	2195370	0	0	16	24504	0	14802	191	2	lenny	bash	configure.cpython
0	15.495947	11.881824	4.408180	29796	2104424	0	0	8040	37736	0	17557	235	3	lenny	bash	configure.util-linux
0	4.018363	2.222188	0.830189	20840	406905	0	0	1960	3704	0	2011	31	4	lenny	bash	configure.ocaml
0	0.043780	0.034957	0.008912	19920	6389	0	0	56	80	0	46	2	5	lenny	bash	configure.tcc
0	1.682180	1.264302	0.430668	23900	231572	2	0	1840	3128	0	903	8	6	lenny	bash	configure.yash
0	0.014367	0.014767	0.000000	4968	2452	0	0	144	8	0	42	0	7	lenny	bash	abuild-print-help
0	0.001023	0.000591	0.000000	1676	74	1	0	232	8	0	3	0	8	lenny	dash	hello-world
0	0.751316	0.563145	0.211464	1680	67182	0	0	0	8	0	1908	42	9	lenny	dash	bin-true
0	13.106508	10.119272	3.244827	26732	1785318	0	0	0	24504	0	14794	153	10	lenny	dash	configure.cpython
0	14.109379	10.864052	3.754970	29716	1709169	0	0	0	37736	0	17362	191	11	lenny	dash	configure.util-linux
0	4.005645	2.288586	0.750860	20760	390089	0	0	0	3704	0	1940	34	12	lenny	dash	configure.ocaml
0	0.039662	0.030051	0.010218	19848	5569	0	0	0	80	0	42	2	13	lenny	dash	configure.tcc
0	1.543253	1.092045	0.462323	23916	222081	0	0	0	3128	0	862	12	14	lenny	dash	configure.yash
0	0.007188	0.006470	0.001134	3824	1166	0	0	0	8	0	37	0	15	lenny	dash	abuild-print-help
0	0.053698	0.037252	0.016275	18432	3776	0	0	0	8	0	5	3	16	lenny	bin/osh	hello-world
0	1.751142	1.330931	0.591263	18684	850052	0	0	0	8	0	1997	48	17	lenny	bin/osh	bin-true
0	30.850660	23.670120	9.149447	26656	6535591	0	0	0	24504	0	13585	122	18	lenny	bin/osh	configure.cpython
0	33.212343	26.713790	7.631069	29688	5813790	0	0	0	37760	0	15699	184	19	lenny	bin/osh	configure.util-linux
0	4.439431	2.736077	0.880442	20824	665584	0	0	0	3736	0	1915	25	20	lenny	bin/osh	configure.ocaml
0	0.190684	0.169176	0.024048	19952	25094	0	0	0	80	0	44	5	21	lenny	bin/osh	configure.tcc
0	2.696918	2.117691	0.627382	23980	376699	0	0	0	3128	0	848	14	22	lenny	bin/osh	configure.yash
0	0.549810	0.524416	0.027887	22988	24324	0	0	0	8	0	41	6	23	lenny	bin/osh	abuild-print-help
0	0.001973	0.001936	0.000000	6768	342	0	0	0	16	0	1	0	24	lenny	/home/andy/git/oils-for-unix/oils/../benchmark-data/src/oils-for-unix-0.31.0/_bin/cxx-opt-sh/osh	hello-world
0	0.812100	0.588778	0.244767	9160	118973	0	0	0	16	0	1930	155	25	lenny	/home/andy/git/oils-for-unix/oils/../benchmark-data/src/oils-for-unix-0.31.0/_bin/cxx-opt-sh/osh	bin-true
0	15.970151	12.057911	4.284449	26628	2294167	0	0	0	24512	0	13723	177	26	lenny	/home/andy/git/oils-for-unix/oils/../benchmark-data/src/oils-for-unix-0.31.0/_bin/cxx-opt-sh/osh	configure.cpython
0	17.813979	12.639941	4.791125	29860	2288015	0	0	0	37760	0	16280	166	27	lenny	/home/andy/git/oils-for-unix/oils/../benchmark-data/src/oils-for-unix-0.31.0/_bin/cxx-opt-sh/osh	configure.util-linux
0	4.061063	2.258705	0.845754	20680	418738	0	0	0	3712	0	1941	30	28	lenny	/home/andy/git/oils-for-unix/oils/../benchmark-data/src/oils-for-unix-0.31.0/_bin/cxx-opt-sh/osh	configure.ocaml
0	0.047763	0.046374	0.002209	19872	6890	0	0	0	88	0	44	1	29	lenny	/home/andy/git/oils-for-unix/oils/../benchmark-data/src/oils-for-unix-0.31.0/_bin/cxx-opt-sh/osh	configure.tcc
0	1.604257	1.170330	0.445028	24004	235160	0	0	0	3136	0	853	17	30	lenny	/home/andy/git/oils-for-unix/oils/../benchmark-data/src/oils-for-unix-0.31.0/_bin/cxx-opt-sh/osh	configure.yash
0	0.025438	0.025889	0.000358	9476	3164	0	0	0	16	0	39	0	31	lenny	/home/andy/git/oils-for-unix/oils/../benchmark-data/src/oils-for-unix-0.31.0/_bin/cxx-opt-sh/osh	abuild-print-help
