status	elapsed_secs	user_secs	sys_secs	max_rss_KiB	minor_faults	major_faults	swaps	in_block	out_block	signals	voluntary_ctx	involuntary_ctx	task_id	host_name	sh_path	workload
0	0.001523	0.001494	0.000000	3584	150	0	0	0	8	0	1	0	0	mercer	bash	hello-world
0	1.042445	0.773772	0.320711	3968	106933	0	0	0	8	0	2001	16	1	mercer	bash	bin-true
0	20.500491	15.897815	5.165091	24304	1885307	0	0	0	25656	0	14217	126	2	mercer	bash	configure.cpython
0	19.528308	15.217138	5.038794	54576	1822005	0	0	8	37360	0	19299	97	3	mercer	bash	configure.util-linux
0	4.741121	2.884523	0.911578	18880	338145	0	0	0	4504	0	2041	21	4	mercer	bash	configure.ocaml
0	0.065855	0.056946	0.009670	17640	5748	0	0	0	88	0	45	0	5	mercer	bash	configure.tcc
0	2.450151	1.866272	0.597975	22732	199658	0	0	0	3768	0	882	20	6	mercer	bash	configure.yash
0	0.023518	0.017119	0.007182	5552	2561	0	0	0	8	0	41	0	7	mercer	bash	abuild-print-help
0	0.000935	0.000908	0.000000	1776	84	0	0	0	8	0	1	0	8	mercer	dash	hello-world
0	0.736452	0.625757	0.110325	1876	53739	0	0	0	8	0	2996	0	9	mercer	dash	bin-true
0	21.054829	16.266709	5.419508	24420	1888987	0	0	0	25712	0	14161	154	10	mercer	dash	configure.cpython
0	20.707916	15.721419	5.757737	54240	1979704	0	0	0	37400	0	17167	147	11	mercer	dash	configure.util-linux
0	4.631372	2.776886	0.880159	18852	318052	0	0	0	4472	0	2134	21	12	mercer	dash	configure.ocaml
0	0.059703	0.041182	0.018725	17768	4740	0	0	0	88	0	53	1	13	mercer	dash	configure.tcc
0	2.423950	1.808382	0.615319	22836	184465	0	0	0	3768	0	1007	12	14	mercer	dash	configure.yash
0	0.014036	0.013052	0.001345	4400	1223	0	0	0	8	0	37	0	15	mercer	dash	abuild-print-help
0	0.073197	0.054218	0.018925	18092	3891	0	0	0	8	0	7	2	16	mercer	bin/osh	hello-world
0	3.161697	2.287173	1.153188	18416	810613	0	0	0	16	0	2007	24	17	mercer	bin/osh	bin-true
0	49.665471	37.652007	15.240836	24556	6064307	0	0	0	25832	0	12923	240	18	mercer	bin/osh	configure.cpython
0	50.828784	39.420172	13.033532	54532	5163877	1	0	24	37552	0	17758	256	19	mercer	bin/osh	configure.util-linux
0	6.308541	4.020242	1.630082	18920	586495	0	0	0	4472	0	2008	31	20	mercer	bin/osh	configure.ocaml
0	0.317609	0.257221	0.065343	18668	23648	0	0	0	88	0	49	8	21	mercer	bin/osh	configure.tcc
0	3.949525	3.016401	1.013653	22812	338830	0	0	0	3768	0	863	25	22	mercer	bin/osh	configure.yash
0	0.615369	0.563998	0.055092	22688	24040	0	0	0	8	0	43	9	23	mercer	bin/osh	abuild-print-help
0	0.004194	0.004167	0.000000	7556	410	0	0	0	16	0	1	0	24	mercer	/home/andy/git/oilshell/oil/../benchmark-data/src/oils-for-unix-0.24.0/_bin/cxx-opt-sh/osh	hello-world
0	1.217009	0.856968	0.371984	9980	131359	0	0	0	16	0	2001	8	25	mercer	/home/andy/git/oilshell/oil/../benchmark-data/src/oils-for-unix-0.24.0/_bin/cxx-opt-sh/osh	bin-true
0	21.948954	16.557447	5.749376	24328	1987160	0	0	0	25776	0	12957	165	26	mercer	/home/andy/git/oilshell/oil/../benchmark-data/src/oils-for-unix-0.24.0/_bin/cxx-opt-sh/osh	configure.cpython
0	20.816702	15.075819	5.994433	54500	1903837	0	0	0	37368	0	17776	157	27	mercer	/home/andy/git/oilshell/oil/../benchmark-data/src/oils-for-unix-0.24.0/_bin/cxx-opt-sh/osh	configure.util-linux
0	4.807036	2.855837	0.999092	18864	353574	0	0	0	4480	0	2030	16	28	mercer	/home/andy/git/oilshell/oil/../benchmark-data/src/oils-for-unix-0.24.0/_bin/cxx-opt-sh/osh	configure.ocaml
0	0.067648	0.051221	0.016990	17780	6298	0	0	0	96	0	47	0	29	mercer	/home/andy/git/oilshell/oil/../benchmark-data/src/oils-for-unix-0.24.0/_bin/cxx-opt-sh/osh	configure.tcc
0	2.536460	1.857142	0.682600	23000	203301	0	0	0	3776	0	860	19	30	mercer	/home/andy/git/oilshell/oil/../benchmark-data/src/oils-for-unix-0.24.0/_bin/cxx-opt-sh/osh	configure.yash
0	0.031832	0.028751	0.003804	10364	3297	0	0	0	16	0	34	0	31	mercer	/home/andy/git/oilshell/oil/../benchmark-data/src/oils-for-unix-0.24.0/_bin/cxx-opt-sh/osh	abuild-print-help
