job_id	host_name	host_hash	sh_path	shell_hash
2025-07-16__21-10-08	lenny	1ff4d011	bash	f4a82186
2025-07-16__21-10-08	lenny	1ff4d011	dash	f5780e2f
2025-07-16__21-10-08	lenny	1ff4d011	mksh	11284043
2025-07-16__21-10-08	lenny	1ff4d011	zsh	d0c4af83
2025-07-16__21-10-08	lenny	1ff4d011	bin/osh	196062d5
2025-07-16__21-10-08	lenny	1ff4d011	/home/andy/git/oils-for-unix/oils/_tmp/oils-ref-tar-test/oils-ref-0.34.0/_bin/osh	cc198fce
2025-07-16__21-10-08	lenny	1ff4d011	/home/andy/git/oils-for-unix/oils/../benchmark-data/src/oils-for-unix-0.34.0/_bin/cxx-opt-sh/osh	3765d121
2025-07-16__21-10-08	lenny	1ff4d011	/home/andy/git/oils-for-unix/oils/../benchmark-data/src/oils-for-unix-0.34.0/_bin/cxx-opt-sh/mycpp-nosouffle/osh	5f837707
2025-07-16__21-10-08	lenny	1ff4d011	/home/andy/git/oils-for-unix/oils/../benchmark-data/src/oils-for-unix-0.34.0/_bin/cxx-opt-sh/osh-static	258a5b00
2025-07-16__21-10-08	lenny	1ff4d011	python2	31dd8d0b
