status	elapsed_secs	user_secs	sys_secs	max_rss_KiB	task_id	host_name	sh_path	workload
0	0.000955	0.000944	0.000000	3348	0	hoover	bash	hello-world
0	0.012244	0.010690	0.001699	4832	1	hoover	bash	abuild-print-help
0	11.552437	8.464880	3.156286	32684	2	hoover	bash	configure.cpython
0	3.377855	1.692994	0.686104	26044	3	hoover	bash	configure.ocaml
0	0.036231	0.021074	0.014413	25692	4	hoover	bash	configure.tcc
0	1.351773	0.974877	0.362301	32508	5	hoover	bash	configure.yash
0	0.000561	0.000470	0.000000	1668	6	hoover	dash	hello-world
0	0.006958	0.004055	0.002758	4224	7	hoover	dash	abuild-print-help
0	11.980903	8.754077	3.259686	32540	8	hoover	dash	configure.cpython
0	3.273269	1.619142	0.652495	25940	9	hoover	dash	configure.ocaml
0	0.033206	0.019584	0.013429	25604	10	hoover	dash	configure.tcc
0	1.307980	0.927269	0.363857	32652	11	hoover	dash	configure.yash
0	0.032493	0.024460	0.007930	16032	12	hoover	bin/osh	hello-world
0	0.404860	0.373894	0.033319	21308	13	hoover	bin/osh	abuild-print-help
0	27.522703	18.736861	10.497686	34312	14	hoover	bin/osh	configure.cpython
0	3.994406	2.261311	0.851476	26200	15	hoover	bin/osh	configure.ocaml
0	0.167934	0.148032	0.023228	25748	16	hoover	bin/osh	configure.tcc
0	1.942871	1.396558	0.586956	32520	17	hoover	bin/osh	configure.yash
0	0.001870	0.000000	0.001821	6788	18	hoover	/home/andy/git/oilshell/oil/../benchmark-data/src/oils-for-unix-0.19.0/_bin/cxx-opt-sh/osh	hello-world
0	0.018666	0.017789	0.001397	10104	19	hoover	/home/andy/git/oilshell/oil/../benchmark-data/src/oils-for-unix-0.19.0/_bin/cxx-opt-sh/osh	abuild-print-help
0	13.323085	9.611325	3.920550	32712	20	hoover	/home/andy/git/oilshell/oil/../benchmark-data/src/oils-for-unix-0.19.0/_bin/cxx-opt-sh/osh	configure.cpython
0	3.411516	1.757249	0.676505	25976	21	hoover	/home/andy/git/oilshell/oil/../benchmark-data/src/oils-for-unix-0.19.0/_bin/cxx-opt-sh/osh	configure.ocaml
0	0.037707	0.031945	0.006014	25688	22	hoover	/home/andy/git/oilshell/oil/../benchmark-data/src/oils-for-unix-0.19.0/_bin/cxx-opt-sh/osh	configure.tcc
0	1.403911	0.987839	0.417064	32576	23	hoover	/home/andy/git/oilshell/oil/../benchmark-data/src/oils-for-unix-0.19.0/_bin/cxx-opt-sh/osh	configure.yash
