status	elapsed_secs	user_secs	sys_secs	max_rss_KiB	minor_faults	major_faults	swaps	in_block	out_block	signals	voluntary_ctx	involuntary_ctx	task_id	host_name	sh_path	workload
0	0.001822	0.001794	0.000000	3632	149	0	0	0	8	0	1	0	0	mercer	bash	hello-world
0	1.093644	0.834730	0.331100	3896	106929	0	0	0	8	0	2000	13	1	mercer	bash	bin-true
0	20.248731	15.758861	4.997525	24416	1883069	0	0	0	25632	0	14092	136	2	mercer	bash	configure.cpython
0	19.323579	15.094725	4.939405	54608	1818766	0	0	0	37312	0	19093	112	3	mercer	bash	configure.util-linux
0	4.775124	2.842647	0.990502	18824	338340	0	0	0	4472	0	2038	26	4	mercer	bash	configure.ocaml
0	0.067717	0.045730	0.022801	17760	5725	0	0	0	88	0	42	1	5	mercer	bash	configure.tcc
0	2.346171	1.843910	0.516778	23036	199854	0	0	0	3784	0	882	9	6	mercer	bash	configure.yash
0	0.026666	0.023936	0.003619	5548	2575	0	0	0	8	0	40	0	7	mercer	bash	abuild-print-help
0	0.000938	0.000895	0.000000	1752	84	0	0	0	8	0	1	0	8	mercer	dash	hello-world
0	0.660689	0.566056	0.095018	1880	53800	0	0	0	8	0	2997	7	9	mercer	dash	bin-true
0	20.556892	15.884408	5.250966	24408	1891608	0	0	0	25664	0	14282	145	10	mercer	dash	configure.cpython
0	20.782570	15.579597	6.010681	54292	1980190	1	0	8	37352	0	17343	150	11	mercer	dash	configure.util-linux
0	4.659945	2.840390	0.842730	18864	317406	0	0	0	4472	0	2132	19	12	mercer	dash	configure.ocaml
0	0.057341	0.043624	0.014042	17920	4746	0	0	0	88	0	51	0	13	mercer	dash	configure.tcc
0	2.315076	1.747189	0.567074	22740	184518	0	0	0	3768	0	1009	12	14	mercer	dash	configure.yash
0	0.013414	0.013353	0.000408	4284	1233	0	0	0	8	0	39	0	15	mercer	dash	abuild-print-help
0	0.072300	0.045957	0.026188	18200	3890	0	0	0	8	0	7	3	16	mercer	bin/osh	hello-world
0	3.256566	2.367535	1.180657	18448	811574	0	0	0	8	0	2006	16	17	mercer	bin/osh	bin-true
0	48.371288	36.744074	14.739729	24552	6044531	0	0	0	25760	0	12922	265	18	mercer	bin/osh	configure.cpython
0	50.146319	39.192441	12.530628	54692	5165504	1	0	8	37336	0	17794	227	19	mercer	bin/osh	configure.util-linux
0	6.228550	4.114528	1.447439	18904	585598	0	0	0	4472	0	2006	27	20	mercer	bin/osh	configure.ocaml
0	0.298605	0.247221	0.055604	18580	23629	0	0	0	88	0	51	4	21	mercer	bin/osh	configure.tcc
0	3.810511	2.990331	0.899510	23048	338846	0	0	0	3768	0	868	17	22	mercer	bin/osh	configure.yash
0	0.740331	0.694710	0.050288	22848	24040	0	0	0	8	0	44	5	23	mercer	bin/osh	abuild-print-help
0	0.004216	0.004205	0.000000	7448	410	0	0	0	16	0	1	0	24	mercer	/home/andy/git/oilshell/oil/../benchmark-data/src/oils-for-unix-0.24.0/_bin/cxx-opt-sh/osh	hello-world
0	1.204538	0.828672	0.392465	10188	132439	0	0	0	16	0	2000	11	25	mercer	/home/andy/git/oilshell/oil/../benchmark-data/src/oils-for-unix-0.24.0/_bin/cxx-opt-sh/osh	bin-true
0	21.738502	16.290697	5.810929	24372	1991036	0	0	0	25648	0	12938	154	26	mercer	/home/andy/git/oilshell/oil/../benchmark-data/src/oils-for-unix-0.24.0/_bin/cxx-opt-sh/osh	configure.cpython
0	20.433133	14.992800	5.668258	54716	1914134	1	0	8	37320	0	17915	145	27	mercer	/home/andy/git/oilshell/oil/../benchmark-data/src/oils-for-unix-0.24.0/_bin/cxx-opt-sh/osh	configure.util-linux
0	4.752430	2.855924	0.939700	18952	352903	0	0	0	4480	0	2023	16	28	mercer	/home/andy/git/oilshell/oil/../benchmark-data/src/oils-for-unix-0.24.0/_bin/cxx-opt-sh/osh	configure.ocaml
0	0.064451	0.047354	0.017754	17916	6298	0	0	0	96	0	45	0	29	mercer	/home/andy/git/oilshell/oil/../benchmark-data/src/oils-for-unix-0.24.0/_bin/cxx-opt-sh/osh	configure.tcc
0	2.458132	1.813525	0.647414	22940	203196	0	0	0	3776	0	864	12	30	mercer	/home/andy/git/oilshell/oil/../benchmark-data/src/oils-for-unix-0.24.0/_bin/cxx-opt-sh/osh	configure.yash
0	0.031114	0.026217	0.005795	10292	3302	0	0	0	16	0	37	0	31	mercer	/home/andy/git/oilshell/oil/../benchmark-data/src/oils-for-unix-0.24.0/_bin/cxx-opt-sh/osh	abuild-print-help
