status	elapsed_secs	user_secs	sys_secs	max_rss_KiB	minor_faults	major_faults	swaps	in_block	out_block	signals	voluntary_ctx	involuntary_ctx	task_id	host_name	sh_path	workload
0	0.001091	0.000858	0.000000	3328	142	0	0	8	8	0	2	0	0	lenny	bash	hello-world
0	0.681247	0.544786	0.187025	3300	98258	0	0	8	8	0	1941	93	1	lenny	bash	bin-true
0	15.473602	11.783013	4.160225	26772	2195193	179	0	45128	24504	0	15197	212	2	lenny	bash	configure.cpython
0	15.853017	12.134264	4.574531	29588	2106983	61	0	41000	37736	0	17887	203	3	lenny	bash	configure.util-linux
0	4.119604	2.316822	0.853370	20792	406877	0	0	1976	3704	0	2015	33	4	lenny	bash	configure.ocaml
0	0.046291	0.036689	0.009801	19940	6349	0	0	56	80	0	48	0	5	lenny	bash	configure.tcc
0	1.708872	1.205376	0.514949	24140	231624	3	0	2096	3128	0	904	7	6	lenny	bash	configure.yash
0	0.018677	0.018192	0.000926	4908	2449	0	0	144	8	0	43	0	7	lenny	bash	abuild-print-help
0	0.001441	0.000699	0.000000	1692	73	1	0	416	8	0	4	0	8	lenny	dash	hello-world
0	0.751728	0.557285	0.217777	1656	66217	0	0	0	8	0	1896	36	9	lenny	dash	bin-true
0	13.392710	10.380425	3.284242	26596	1784968	0	0	0	24504	0	14733	142	10	lenny	dash	configure.cpython
0	14.456033	11.007904	3.974374	29588	1707581	0	0	0	37736	0	17362	199	11	lenny	dash	configure.util-linux
0	4.092887	2.367672	0.770464	20756	390266	0	0	0	3704	0	1944	19	12	lenny	dash	configure.ocaml
0	0.039820	0.036229	0.004145	19864	5553	0	0	0	80	0	42	2	13	lenny	dash	configure.tcc
0	1.663272	1.242909	0.431068	23960	222134	0	0	0	3136	0	862	12	14	lenny	dash	configure.yash
0	0.007850	0.004254	0.003985	3892	1165	0	0	0	8	0	35	0	15	lenny	dash	abuild-print-help
0	0.068426	0.051995	0.015780	18376	3753	2	0	136	8	0	7	4	16	lenny	bin/osh	hello-world
0	1.739152	1.261808	0.642269	18608	850212	0	0	0	8	0	2004	7	17	lenny	bin/osh	bin-true
0	30.936214	23.757403	9.124628	26500	6536683	0	0	0	24504	0	13568	120	18	lenny	bin/osh	configure.cpython
0	32.522493	26.038937	7.497643	29520	5833617	0	0	8	37760	0	15715	200	19	lenny	bin/osh	configure.util-linux
0	4.556973	2.749739	0.984802	20684	667643	0	0	0	3728	0	1894	23	20	lenny	bin/osh	configure.ocaml
0	0.186484	0.149507	0.039458	19968	25067	0	0	0	80	0	44	4	21	lenny	bin/osh	configure.tcc
0	2.668863	2.048429	0.667417	24108	375984	0	0	0	3128	0	848	10	22	lenny	bin/osh	configure.yash
0	0.496531	0.477747	0.021336	23140	24375	0	0	0	8	0	41	5	23	lenny	bin/osh	abuild-print-help
0	0.005908	0.002462	0.000000	6752	329	19	0	4552	16	0	22	0	24	lenny	/home/andy/git/oils-for-unix/oils/../benchmark-data/src/oils-for-unix-0.28.0/_bin/cxx-opt-sh/osh	hello-world
0	0.771421	0.564989	0.226071	9308	119880	0	0	0	16	0	1935	169	25	lenny	/home/andy/git/oils-for-unix/oils/../benchmark-data/src/oils-for-unix-0.28.0/_bin/cxx-opt-sh/osh	bin-true
0	16.134017	12.231497	4.258185	26764	2289985	1	0	200	24512	0	13695	178	26	lenny	/home/andy/git/oils-for-unix/oils/../benchmark-data/src/oils-for-unix-0.28.0/_bin/cxx-opt-sh/osh	configure.cpython
0	16.576990	12.266707	4.705551	29532	2266510	0	0	0	37744	0	15989	270	27	lenny	/home/andy/git/oils-for-unix/oils/../benchmark-data/src/oils-for-unix-0.28.0/_bin/cxx-opt-sh/osh	configure.util-linux
0	4.264734	2.467146	0.874775	20952	424639	0	0	0	3712	0	1943	19	28	lenny	/home/andy/git/oils-for-unix/oils/../benchmark-data/src/oils-for-unix-0.28.0/_bin/cxx-opt-sh/osh	configure.ocaml
0	0.041948	0.024299	0.018420	19972	6881	0	0	0	88	0	39	0	29	lenny	/home/andy/git/oils-for-unix/oils/../benchmark-data/src/oils-for-unix-0.28.0/_bin/cxx-opt-sh/osh	configure.tcc
0	1.643647	1.201399	0.454077	23960	236161	0	0	0	3136	0	857	8	30	lenny	/home/andy/git/oils-for-unix/oils/../benchmark-data/src/oils-for-unix-0.28.0/_bin/cxx-opt-sh/osh	configure.yash
0	0.025850	0.017479	0.009257	9520	3153	0	0	0	16	0	38	0	31	lenny	/home/andy/git/oils-for-unix/oils/../benchmark-data/src/oils-for-unix-0.28.0/_bin/cxx-opt-sh/osh	abuild-print-help
