status	elapsed_secs	user_secs	sys_secs	max_rss_KiB	minor_faults	major_faults	swaps	in_block	out_block	signals	voluntary_ctx	involuntary_ctx	task_id	host_name	sh_path	workload
0	0.001596	0.001574	0.000000	3404	149	0	0	0	8	0	1	0	0	mercer	bash	hello-world
0	1.094137	0.820765	0.339596	4052	109915	0	0	0	8	0	2000	19	1	mercer	bash	bin-true
0	20.965845	16.240093	5.315266	24436	1882069	2	0	832	25680	0	14061	187	2	mercer	bash	configure.cpython
0	19.667677	15.301782	5.049266	54188	1810558	8	0	3960	37384	0	19329	177	3	mercer	bash	configure.util-linux
0	4.850238	2.874080	1.034086	18848	337630	1	0	80	4504	0	2044	24	4	mercer	bash	configure.ocaml
0	0.068767	0.046649	0.022750	17924	5703	0	0	8	88	0	47	2	5	mercer	bash	configure.tcc
0	2.476730	1.845031	0.645075	22888	199341	0	0	256	3768	0	885	13	6	mercer	bash	configure.yash
0	0.024954	0.017943	0.007685	5564	2532	0	0	8	8	0	41	0	7	mercer	bash	abuild-print-help
0	0.000918	0.000887	0.000000	1752	82	0	0	0	8	0	1	0	8	mercer	dash	hello-world
0	0.722093	0.578447	0.144779	1960	53849	0	0	0	8	0	2993	8	9	mercer	dash	bin-true
0	21.307713	16.497938	5.452026	24360	1896488	0	0	40	25712	0	14106	157	10	mercer	dash	configure.cpython
0	20.969175	15.587991	6.191443	54508	1987555	0	0	8	37416	0	17212	170	11	mercer	dash	configure.util-linux
0	4.777435	2.817182	0.983122	18868	318018	0	0	0	4504	0	2139	19	12	mercer	dash	configure.ocaml
0	0.059934	0.033146	0.027038	17852	4731	0	0	0	88	0	52	0	13	mercer	dash	configure.tcc
0	2.424782	1.874175	0.550234	22884	184397	0	0	0	3768	0	1009	18	14	mercer	dash	configure.yash
0	0.012884	0.006250	0.007095	4352	1220	0	0	0	8	0	36	0	15	mercer	dash	abuild-print-help
0	0.072398	0.067526	0.004687	17876	3840	0	0	0	8	0	7	5	16	mercer	bin/osh	hello-world
0	3.662265	2.699334	1.338629	18168	796976	0	0	0	8	0	2005	22	17	mercer	bin/osh	bin-true
0	48.933003	36.906735	15.251051	24404	6011219	0	0	0	25856	0	12919	302	18	mercer	bin/osh	configure.cpython
0	50.177402	38.880210	12.917932	54432	5133939	0	0	0	37536	0	17684	241	19	mercer	bin/osh	configure.util-linux
0	6.306137	4.064238	1.591690	18848	582323	0	0	0	4472	0	2013	36	20	mercer	bin/osh	configure.ocaml
0	0.315083	0.280215	0.039805	18460	23266	0	0	0	88	0	47	6	21	mercer	bin/osh	configure.tcc
0	3.933256	3.061211	0.958541	22828	337184	0	0	0	3784	0	871	32	22	mercer	bin/osh	configure.yash
0	0.750875	0.711528	0.044013	22460	23809	0	0	0	8	0	44	6	23	mercer	bin/osh	abuild-print-help
0	0.003135	0.000000	0.003109	7416	409	0	0	0	16	0	1	0	24	mercer	/home/andy/git/oilshell/oil/../benchmark-data/src/oils-for-unix-0.23.0/_bin/cxx-opt-sh/osh	hello-world
0	1.237447	0.846479	0.402654	9948	130658	0	0	0	16	0	2001	15	25	mercer	/home/andy/git/oilshell/oil/../benchmark-data/src/oils-for-unix-0.23.0/_bin/cxx-opt-sh/osh	bin-true
0	21.626850	16.207584	5.744197	24360	1997279	0	0	0	25744	0	12928	169	26	mercer	/home/andy/git/oilshell/oil/../benchmark-data/src/oils-for-unix-0.23.0/_bin/cxx-opt-sh/osh	configure.cpython
0	21.189067	15.468240	6.003695	54600	1908049	0	0	0	37416	0	17725	140	27	mercer	/home/andy/git/oilshell/oil/../benchmark-data/src/oils-for-unix-0.23.0/_bin/cxx-opt-sh/osh	configure.util-linux
0	4.815753	2.893487	0.971242	18936	353916	0	0	0	4512	0	2028	17	28	mercer	/home/andy/git/oilshell/oil/../benchmark-data/src/oils-for-unix-0.23.0/_bin/cxx-opt-sh/osh	configure.ocaml
0	0.072340	0.047894	0.025091	17776	6323	0	0	0	96	0	46	0	29	mercer	/home/andy/git/oilshell/oil/../benchmark-data/src/oils-for-unix-0.23.0/_bin/cxx-opt-sh/osh	configure.tcc
0	2.539057	1.932997	0.608595	22896	203858	0	0	0	3776	0	864	24	30	mercer	/home/andy/git/oilshell/oil/../benchmark-data/src/oils-for-unix-0.23.0/_bin/cxx-opt-sh/osh	configure.yash
0	0.036264	0.028473	0.008767	10128	3294	0	0	0	16	0	38	0	31	mercer	/home/andy/git/oilshell/oil/../benchmark-data/src/oils-for-unix-0.23.0/_bin/cxx-opt-sh/osh	abuild-print-help
