status,elapsed_secs,host_name,host_hash,compiler_path,compiler_hash,src_dir,action
0	0.5241	lisa	02485150	/usr/bin/gcc	6cc3c060	/home/andy/git/oilshell/oil/_deps/ovm-build/oil-0.5.alpha1	configure
0	28.0319	lisa	02485150	/usr/bin/gcc	6cc3c060	/home/andy/git/oilshell/oil/_deps/ovm-build/oil-0.5.alpha1	_bin/oil.ovm
0	9.2380	lisa	02485150	/usr/bin/gcc	6cc3c060	/home/andy/git/oilshell/oil/_deps/ovm-build/oil-0.5.alpha1	_bin/oil.ovm-dbg
0	0.5496	lisa	02485150	/home/andy/git/oilshell/oil/_deps/clang+llvm-5.0.1-x86_64-linux-gnu-ubuntu-16.04/bin/clang	768eb1ae	/home/andy/git/oilshell/oil/_deps/ovm-build/oil-0.5.alpha1	configure
0	21.0075	lisa	02485150	/home/andy/git/oilshell/oil/_deps/clang+llvm-5.0.1-x86_64-linux-gnu-ubuntu-16.04/bin/clang	768eb1ae	/home/andy/git/oilshell/oil/_deps/ovm-build/oil-0.5.alpha1	_bin/oil.ovm
0	6.6597	lisa	02485150	/home/andy/git/oilshell/oil/_deps/clang+llvm-5.0.1-x86_64-linux-gnu-ubuntu-16.04/bin/clang	768eb1ae	/home/andy/git/oilshell/oil/_deps/ovm-build/oil-0.5.alpha1	_bin/oil.ovm-dbg
0	13.8401	lisa	02485150	/usr/bin/gcc	6cc3c060	/home/andy/git/oilshell/oil/_deps/ovm-build/bash-4.4	configure
0	26.9670	lisa	02485150	/usr/bin/gcc	6cc3c060	/home/andy/git/oilshell/oil/_deps/ovm-build/bash-4.4	make
0	2.7082	lisa	02485150	/usr/bin/gcc	6cc3c060	/home/andy/git/oilshell/oil/_deps/ovm-build/dash-0.5.9.1	configure
0	3.2043	lisa	02485150	/usr/bin/gcc	6cc3c060	/home/andy/git/oilshell/oil/_deps/ovm-build/dash-0.5.9.1	make
