status,elapsed_secs,host_name,host_hash,compiler_path,compiler_hash,src_dir,action
0,1.2962,flanders,2ee9956b,/usr/bin/gcc,d41d8cd9,/home/andy/git/oilshell/oil/_deps/ovm-build/oil-0.5.alpha1,configure
0,55.1093,flanders,2ee9956b,/usr/bin/gcc,d41d8cd9,/home/andy/git/oilshell/oil/_deps/ovm-build/oil-0.5.alpha1,_bin/oil.ovm
0,17.4289,flanders,2ee9956b,/usr/bin/gcc,d41d8cd9,/home/andy/git/oilshell/oil/_deps/ovm-build/oil-0.5.alpha1,_bin/oil.ovm-dbg
0,1.3075,flanders,2ee9956b,/home/andy/git/oilshell/oil/_deps/clang+llvm-5.0.1-x86_64-linux-gnu-ubuntu-16.04/bin/clang,768eb1ae,/home/andy/git/oilshell/oil/_deps/ovm-build/oil-0.5.alpha1,configure
0,44.0989,flanders,2ee9956b,/home/andy/git/oilshell/oil/_deps/clang+llvm-5.0.1-x86_64-linux-gnu-ubuntu-16.04/bin/clang,768eb1ae,/home/andy/git/oilshell/oil/_deps/ovm-build/oil-0.5.alpha1,_bin/oil.ovm
0,16.3280,flanders,2ee9956b,/home/andy/git/oilshell/oil/_deps/clang+llvm-5.0.1-x86_64-linux-gnu-ubuntu-16.04/bin/clang,768eb1ae,/home/andy/git/oilshell/oil/_deps/ovm-build/oil-0.5.alpha1,_bin/oil.ovm-dbg
0,30.7808,flanders,2ee9956b,/usr/bin/gcc,d41d8cd9,/home/andy/git/oilshell/oil/_deps/ovm-build/bash-4.4,configure
0,53.2656,flanders,2ee9956b,/usr/bin/gcc,d41d8cd9,/home/andy/git/oilshell/oil/_deps/ovm-build/bash-4.4,make
0,5.5639,flanders,2ee9956b,/usr/bin/gcc,d41d8cd9,/home/andy/git/oilshell/oil/_deps/ovm-build/dash-0.5.9.1,configure
0,6.6968,flanders,2ee9956b,/usr/bin/gcc,d41d8cd9,/home/andy/git/oilshell/oil/_deps/ovm-build/dash-0.5.9.1,make
