status,elapsed_secs,host_name,host_hash,compiler_path,compiler_hash,src_dir,action
0,0.5385,lisa,02485150,/usr/bin/gcc,d41d8cd9,/home/andy/git/oilshell/oil/_deps/ovm-build/oil-0.5.alpha1,configure
0,27.5911,lisa,02485150,/usr/bin/gcc,d41d8cd9,/home/andy/git/oilshell/oil/_deps/ovm-build/oil-0.5.alpha1,_bin/oil.ovm
0,8.1433,lisa,02485150,/usr/bin/gcc,d41d8cd9,/home/andy/git/oilshell/oil/_deps/ovm-build/oil-0.5.alpha1,_bin/oil.ovm-dbg
0,0.5248,lisa,02485150,/home/andy/git/oilshell/oil/_deps/clang+llvm-5.0.1-x86_64-linux-gnu-ubuntu-16.04/bin/clang,768eb1ae,/home/andy/git/oilshell/oil/_deps/ovm-build/oil-0.5.alpha1,configure
0,20.1409,lisa,02485150,/home/andy/git/oilshell/oil/_deps/clang+llvm-5.0.1-x86_64-linux-gnu-ubuntu-16.04/bin/clang,768eb1ae,/home/andy/git/oilshell/oil/_deps/ovm-build/oil-0.5.alpha1,_bin/oil.ovm
0,6.7146,lisa,02485150,/home/andy/git/oilshell/oil/_deps/clang+llvm-5.0.1-x86_64-linux-gnu-ubuntu-16.04/bin/clang,768eb1ae,/home/andy/git/oilshell/oil/_deps/ovm-build/oil-0.5.alpha1,_bin/oil.ovm-dbg
0,13.7056,lisa,02485150,/usr/bin/gcc,d41d8cd9,/home/andy/git/oilshell/oil/_deps/ovm-build/bash-4.4,configure
0,26.3972,lisa,02485150,/usr/bin/gcc,d41d8cd9,/home/andy/git/oilshell/oil/_deps/ovm-build/bash-4.4,make
0,2.7560,lisa,02485150,/usr/bin/gcc,d41d8cd9,/home/andy/git/oilshell/oil/_deps/ovm-build/dash-0.5.9.1,configure
0,3.2229,lisa,02485150,/usr/bin/gcc,d41d8cd9,/home/andy/git/oilshell/oil/_deps/ovm-build/dash-0.5.9.1,make
