status	elapsed_secs	user_secs	sys_secs	max_rss_KiB	minor_faults	major_faults	swaps	in_block	out_block	signals	voluntary_ctx	involuntary_ctx	task_id	host_name	sh_path	workload
0	0.000990	0.000923	0.000000	3488	168	0	0	0	8	0	1	0	0	hoover	bash	hello-world
0	1.049663	0.728826	0.341041	3448	113226	0	0	0	16	0	1999	108	1	hoover	bash	bin-true
0	11.964108	8.779631	3.204517	32656	1936995	20	0	3448	25288	0	14077	1196	2	hoover	bash	configure.cpython
0	12.915267	9.414803	3.621717	36876	1804303	54	0	29368	35952	0	19381	1348	3	hoover	bash	configure.util-linux
0	3.334030	1.647940	0.663633	26016	345684	1	0	2200	4472	0	2078	233	4	hoover	bash	configure.ocaml
0	0.038017	0.034618	0.002050	25856	5407	0	0	56	88	0	44	2	5	hoover	bash	configure.tcc
0	1.353921	0.977645	0.351607	32788	181710	9	0	1320	3640	0	907	266	6	hoover	bash	configure.yash
0	0.014183	0.012254	0.002098	5000	2646	0	0	0	8	0	39	1	7	hoover	bash	abuild-print-help
0	0.000504	0.000495	0.000000	1556	91	0	0	0	8	0	1	0	8	hoover	dash	hello-world
0	0.315181	0.252604	0.065880	1680	86219	0	0	0	8	0	1977	44	9	hoover	dash	bin-true
0	10.774043	7.794147	2.877343	32704	1562284	0	0	264	25296	0	14052	1151	10	hoover	dash	configure.cpython
0	11.462459	8.393264	3.083512	36776	1427143	0	0	256	35952	0	18852	1255	11	hoover	dash	configure.util-linux
0	3.301803	1.617384	0.672372	26060	330134	0	0	0	4472	0	2006	340	12	hoover	dash	configure.ocaml
0	0.030813	0.022854	0.007557	25760	4660	0	0	0	88	0	41	3	13	hoover	dash	configure.tcc
0	1.368012	0.960322	0.385885	32728	173187	0	0	0	3640	0	883	138	14	hoover	dash	configure.yash
0	0.006372	0.005790	0.000574	4264	1376	0	0	0	8	0	36	0	15	hoover	dash	abuild-print-help
0	0.044285	0.035234	0.008662	18432	3902	0	0	0	8	0	5	2	16	hoover	bin/osh	hello-world
0	1.974641	1.264231	0.855796	18820	877429	0	0	0	8	0	2003	164	17	hoover	bin/osh	bin-true
0	28.388662	19.860131	9.904947	32804	6332555	0	0	0	25296	0	12837	2692	18	hoover	bin/osh	configure.cpython
0	28.984741	21.405936	8.072601	36700	5331335	2	0	0	35952	0	17351	2330	19	hoover	bin/osh	configure.util-linux
0	4.080679	2.235562	0.975756	26084	608079	0	0	0	4472	0	1933	490	20	hoover	bin/osh	configure.ocaml
0	0.165229	0.125911	0.040506	25788	24177	0	0	0	88	0	44	13	21	hoover	bin/osh	configure.tcc
0	2.021555	1.421662	0.601205	32836	326511	0	0	0	3640	0	859	263	22	hoover	bin/osh	configure.yash
0	0.395258	0.356540	0.040548	23228	24723	0	0	0	8	0	39	8	23	hoover	bin/osh	abuild-print-help
0	0.002344	0.002267	0.000000	7296	410	0	0	0	16	0	1	0	24	hoover	/home/andy/git/oils-for-unix/oils/../benchmark-data/src/oils-for-unix-0.30.0/_bin/cxx-opt-sh/osh	hello-world
0	1.368113	0.860502	0.483095	9668	138504	0	0	0	16	0	2001	127	25	hoover	/home/andy/git/oils-for-unix/oils/../benchmark-data/src/oils-for-unix-0.30.0/_bin/cxx-opt-sh/osh	bin-true
0	12.799641	9.184779	3.570376	32584	2096075	0	0	0	25304	0	12871	1507	26	hoover	/home/andy/git/oils-for-unix/oils/../benchmark-data/src/oils-for-unix-0.30.0/_bin/cxx-opt-sh/osh	configure.cpython
0	13.562866	9.339480	4.167066	36608	1979007	2	0	0	35960	0	17558	1677	27	hoover	/home/andy/git/oils-for-unix/oils/../benchmark-data/src/oils-for-unix-0.30.0/_bin/cxx-opt-sh/osh	configure.util-linux
0	3.314434	1.634612	0.664807	25988	356576	0	0	0	4480	0	2001	340	28	hoover	/home/andy/git/oils-for-unix/oils/../benchmark-data/src/oils-for-unix-0.30.0/_bin/cxx-opt-sh/osh	configure.ocaml
0	0.040946	0.024969	0.016133	25736	6120	0	0	0	96	0	42	7	29	hoover	/home/andy/git/oils-for-unix/oils/../benchmark-data/src/oils-for-unix-0.30.0/_bin/cxx-opt-sh/osh	configure.tcc
0	1.419730	1.002015	0.393970	32200	188360	0	0	0	3648	0	867	172	30	hoover	/home/andy/git/oils-for-unix/oils/../benchmark-data/src/oils-for-unix-0.30.0/_bin/cxx-opt-sh/osh	configure.yash
0	0.020999	0.018681	0.002384	10124	3567	0	0	0	16	0	34	1	31	hoover	/home/andy/git/oils-for-unix/oils/../benchmark-data/src/oils-for-unix-0.30.0/_bin/cxx-opt-sh/osh	abuild-print-help
