status	elapsed_secs	user_secs	sys_secs	max_rss_KiB	task_id	host_name	sh_path	workload
0	0.000815	0.000780	0.000000	3412	0	lenny	bash	hello-world
0	0.014694	0.010662	0.004676	4848	1	lenny	bash	abuild-print-help
0	14.564494	11.070629	3.890459	26748	2	lenny	bash	configure.cpython
0	4.150315	2.330163	0.879504	20744	3	lenny	bash	configure.ocaml
0	0.038235	0.032640	0.006166	20092	4	lenny	bash	configure.tcc
0	1.553054	1.143647	0.421281	24172	5	lenny	bash	configure.yash
0	0.000679	0.000648	0.000000	1644	6	lenny	dash	hello-world
0	0.009204	0.009639	0.000137	3856	7	lenny	dash	abuild-print-help
0	15.032831	11.477691	4.036929	26584	8	lenny	dash	configure.cpython
0	4.191674	2.344028	0.887919	20800	9	lenny	dash	configure.ocaml
0	0.035627	0.031600	0.004611	20004	10	lenny	dash	configure.tcc
0	1.614950	1.211201	0.412256	23992	11	lenny	dash	configure.yash
0	0.048031	0.043780	0.003903	16724	12	lenny	bin/osh	hello-world
0	0.602626	0.580548	0.025183	24016	13	lenny	bin/osh	abuild-print-help
0	35.578110	24.561096	13.359732	55720	14	lenny	bin/osh	configure.cpython
0	4.757073	2.825958	1.105043	21688	15	lenny	bin/osh	configure.ocaml
0	0.190562	0.167510	0.026043	20036	16	lenny	bin/osh	configure.tcc
0	2.596654	2.032838	0.634093	24144	17	lenny	bin/osh	configure.yash
0	0.002350	0.002316	0.000000	6056	18	lenny	/home/andy/git/oilshell/oil/../benchmark-data/src/oils-for-unix-0.14.1/_bin/cxx-opt-sh/osh	hello-world
0	0.029848	0.024782	0.005907	11788	19	lenny	/home/andy/git/oilshell/oil/../benchmark-data/src/oils-for-unix-0.14.1/_bin/cxx-opt-sh/osh	abuild-print-help
0	23.882206	16.643096	8.250845	62096	20	lenny	/home/andy/git/oilshell/oil/../benchmark-data/src/oils-for-unix-0.14.1/_bin/cxx-opt-sh/osh	configure.cpython
0	4.284147	2.357433	0.996592	20804	21	lenny	/home/andy/git/oilshell/oil/../benchmark-data/src/oils-for-unix-0.14.1/_bin/cxx-opt-sh/osh	configure.ocaml
0	0.053341	0.042549	0.012051	20016	22	lenny	/home/andy/git/oilshell/oil/../benchmark-data/src/oils-for-unix-0.14.1/_bin/cxx-opt-sh/osh	configure.tcc
0	1.732992	1.264600	0.492362	24056	23	lenny	/home/andy/git/oilshell/oil/../benchmark-data/src/oils-for-unix-0.14.1/_bin/cxx-opt-sh/osh	configure.yash
