status	elapsed_secs	user_secs	sys_secs	max_rss_KiB	minor_faults	major_faults	swaps	in_block	out_block	signals	voluntary_ctx	involuntary_ctx	task_id	host_name	sh_path	workload
0	0.000978	0.000738	0.000000	3260	142	0	0	8	8	0	2	0	0	lenny	bash	hello-world
0	0.736057	0.572512	0.219494	3264	97334	0	0	8	8	0	1939	110	1	lenny	bash	bin-true
0	14.769313	11.288091	3.955482	26604	2195000	30	0	12992	24504	0	14967	201	2	lenny	bash	configure.cpython
0	15.198278	11.729010	4.261718	29808	2105813	20	0	32464	37736	0	17854	237	3	lenny	bash	configure.util-linux
0	3.962635	2.299028	0.718661	20632	406836	0	0	1992	3704	0	2021	25	4	lenny	bash	configure.ocaml
0	0.037626	0.033675	0.003974	19872	6404	0	0	56	80	0	47	1	5	lenny	bash	configure.tcc
0	1.690023	1.244937	0.456273	23944	231724	5	0	2184	3128	0	908	11	6	lenny	bash	configure.yash
0	0.015497	0.010748	0.005109	4796	2441	0	0	144	8	0	43	0	7	lenny	bash	abuild-print-help
0	0.000897	0.000000	0.000479	1592	72	1	0	232	8	0	3	0	8	lenny	dash	hello-world
0	0.317366	0.254702	0.064984	1664	66158	0	0	0	8	0	1659	340	9	lenny	dash	bin-true
0	13.381097	10.323980	3.323442	26448	1784021	0	0	0	24504	0	14594	146	10	lenny	dash	configure.cpython
0	14.113312	10.865827	3.802759	29648	1705427	0	0	0	37736	0	17323	205	11	lenny	dash	configure.util-linux
0	4.183183	2.370853	0.832809	20756	390174	0	0	0	3704	0	1955	18	12	lenny	dash	configure.ocaml
0	0.038424	0.024932	0.014062	19876	5577	0	0	0	80	0	42	4	13	lenny	dash	configure.tcc
0	1.562852	1.136207	0.437913	23928	222074	0	0	0	3128	0	870	12	14	lenny	dash	configure.yash
0	0.011394	0.006829	0.005368	3996	1156	0	0	0	8	0	39	0	15	lenny	dash	abuild-print-help
0	0.067931	0.044508	0.022746	18336	3785	1	0	184	8	0	9	3	16	lenny	bin/osh	hello-world
0	1.739582	1.338737	0.567126	18812	854519	0	0	0	8	0	2000	19	17	lenny	bin/osh	bin-true
0	30.974007	23.719493	9.194808	26584	6540684	0	0	0	24504	0	13586	128	18	lenny	bin/osh	configure.cpython
0	32.961882	26.715940	7.379745	29860	5807667	0	0	40	37760	0	15706	211	19	lenny	bin/osh	configure.util-linux
0	4.695608	2.796962	1.054249	20704	668063	0	0	0	3728	0	1918	14	20	lenny	bin/osh	configure.ocaml
0	0.198964	0.175411	0.026092	20028	25238	0	0	0	80	0	45	3	21	lenny	bin/osh	configure.tcc
0	2.550503	2.032596	0.563622	23924	377296	0	0	0	3128	0	849	23	22	lenny	bin/osh	configure.yash
0	0.579462	0.549754	0.032250	23204	24436	0	0	0	8	0	40	6	23	lenny	bin/osh	abuild-print-help
0	0.001924	0.000000	0.001890	6852	344	0	0	0	16	0	1	0	24	lenny	/home/andy/git/oils-for-unix/oils/../benchmark-data/src/oils-for-unix-0.30.0/_bin/cxx-opt-sh/osh	hello-world
0	0.451342	0.354518	0.104545	9244	117493	0	0	0	16	0	1900	350	25	lenny	/home/andy/git/oils-for-unix/oils/../benchmark-data/src/oils-for-unix-0.30.0/_bin/cxx-opt-sh/osh	bin-true
0	16.340826	12.286328	4.425952	26736	2298425	0	0	0	24512	0	13596	192	26	lenny	/home/andy/git/oils-for-unix/oils/../benchmark-data/src/oils-for-unix-0.30.0/_bin/cxx-opt-sh/osh	configure.cpython
0	18.252128	12.702799	4.950026	29652	2321206	0	0	0	37744	0	16283	158	27	lenny	/home/andy/git/oils-for-unix/oils/../benchmark-data/src/oils-for-unix-0.30.0/_bin/cxx-opt-sh/osh	configure.util-linux
0	4.041664	2.279243	0.812666	20804	421093	0	0	0	3712	0	1940	31	28	lenny	/home/andy/git/oils-for-unix/oils/../benchmark-data/src/oils-for-unix-0.30.0/_bin/cxx-opt-sh/osh	configure.ocaml
0	0.050446	0.042827	0.008449	19900	6897	0	0	0	88	0	44	0	29	lenny	/home/andy/git/oils-for-unix/oils/../benchmark-data/src/oils-for-unix-0.30.0/_bin/cxx-opt-sh/osh	configure.tcc
0	1.525456	1.122178	0.413930	24072	236130	0	0	0	3136	0	851	7	30	lenny	/home/andy/git/oils-for-unix/oils/../benchmark-data/src/oils-for-unix-0.30.0/_bin/cxx-opt-sh/osh	configure.yash
0	0.028069	0.026063	0.002940	9608	3191	0	0	0	16	0	38	0	31	lenny	/home/andy/git/oils-for-unix/oils/../benchmark-data/src/oils-for-unix-0.30.0/_bin/cxx-opt-sh/osh	abuild-print-help
