Name:	python2
Umask:	0002
State:	S (sleeping)
Tgid:	4068836
Ngid:	0
Pid:	4068836
PPid:	4068814
TracerPid:	0
Uid:	3672	3672	3672	3672
Gid:	3672	3672	3672	3672
FDSize:	64
Groups:	27 110 120 1001 3672 
NStgid:	4068836
NSpid:	4068836
NSpgid:	4006817
NSsid:	3689767
VmPeak:	   25856 kB
VmSize:	   25856 kB
VmLck:	       0 kB
VmPin:	       0 kB
VmHWM:	   17812 kB
VmRSS:	   17812 kB
RssAnon:	   12308 kB
RssFile:	    5504 kB
RssShmem:	       0 kB
VmData:	   12556 kB
VmStk:	     132 kB
VmExe:	    1608 kB
VmLib:	    2704 kB
VmPTE:	      96 kB
VmSwap:	       0 kB
HugetlbPages:	       0 kB
CoreDumping:	0
THP_enabled:	1
Threads:	1
SigQ:	1/62662
SigPnd:	0000000000000000
ShdPnd:	0000000000000000
SigBlk:	0000000000000000
SigIgn:	0000000001001000
SigCgt:	0000000008000002
CapInh:	0000000000000000
CapPrm:	0000000000000000
CapEff:	0000000000000000
CapBnd:	000001ffffffffff
CapAmb:	0000000000000000
NoNewPrivs:	0
Seccomp:	0
Seccomp_filters:	0
Speculation_Store_Bypass:	thread vulnerable
SpeculationIndirectBranch:	conditional enabled
Cpus_allowed:	ffffff
Cpus_allowed_list:	0-23
Mems_allowed:	00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000001
Mems_allowed_list:	0
voluntary_ctxt_switches:	4
nonvoluntary_ctxt_switches:	4
ALIVE
