status	elapsed_secs	user_secs	sys_secs	max_rss_KiB	task_id	host_name	sh_path	workload
0	0.000890	0.000856	0.000000	3336	0	lenny	bash	hello-world
0	0.015254	0.014964	0.000909	4848	1	lenny	bash	abuild-print-help
0	15.165935	11.563020	4.074368	26572	2	lenny	bash	configure.cpython
0	4.245435	2.391516	0.918201	20768	3	lenny	bash	configure.ocaml
0	0.044280	0.029814	0.015203	19916	4	lenny	bash	configure.tcc
0	1.646603	1.258770	0.403191	24144	5	lenny	bash	configure.yash
0	0.000664	0.000000	0.000632	1664	6	lenny	dash	hello-world
0	0.008722	0.008509	0.000736	3860	7	lenny	dash	abuild-print-help
0	15.461133	11.724314	4.251231	26616	8	lenny	dash	configure.cpython
0	3.936122	2.139367	0.840356	20768	9	lenny	dash	configure.ocaml
0	0.039370	0.033933	0.006020	20076	10	lenny	dash	configure.tcc
0	1.589978	1.140043	0.459804	24196	11	lenny	dash	configure.yash
0	0.044844	0.036810	0.008001	16388	12	lenny	bin/osh	hello-world
0	0.585865	0.573886	0.015044	24104	13	lenny	bin/osh	abuild-print-help
0	34.324125	24.194215	12.369428	48776	14	lenny	bin/osh	configure.cpython
0	5.762335	3.418538	1.680043	20964	15	lenny	bin/osh	configure.ocaml
0	0.292667	0.219383	0.077005	19920	16	lenny	bin/osh	configure.tcc
0	3.596447	2.586785	1.124261	24156	17	lenny	bin/osh	configure.yash
0	0.003465	0.000000	0.003427	4504	18	lenny	/home/andy/git/oilshell/oil/../benchmark-data/src/oil-native-0.13.1/_bin/cxx-opt-sh/osh_eval.stripped	hello-world
0	0.126488	0.106802	0.021329	14756	19	lenny	/home/andy/git/oilshell/oil/../benchmark-data/src/oil-native-0.13.1/_bin/cxx-opt-sh/osh_eval.stripped	abuild-print-help
0	24.204672	17.662867	7.468921	50332	20	lenny	/home/andy/git/oilshell/oil/../benchmark-data/src/oil-native-0.13.1/_bin/cxx-opt-sh/osh_eval.stripped	configure.cpython
0	4.152748	2.284999	0.928017	20812	21	lenny	/home/andy/git/oilshell/oil/../benchmark-data/src/oil-native-0.13.1/_bin/cxx-opt-sh/osh_eval.stripped	configure.ocaml
0	0.055497	0.042052	0.014759	20016	22	lenny	/home/andy/git/oilshell/oil/../benchmark-data/src/oil-native-0.13.1/_bin/cxx-opt-sh/osh_eval.stripped	configure.tcc
0	1.834827	1.366936	0.497197	24052	23	lenny	/home/andy/git/oilshell/oil/../benchmark-data/src/oil-native-0.13.1/_bin/cxx-opt-sh/osh_eval.stripped	configure.yash
