status,elapsed_secs,host_name,host_hash,shell_name,shell_hash,task_type,task_arg
0,0.0186,lisa,b43270f9,bash,d685a43c,abuild,abuild-help
0,12.6653,lisa,b43270f9,bash,d685a43c,cpython,cpython-configure
0,3.3140,lisa,b43270f9,bash,d685a43c,configure,/home/andy/git/oilshell/oil/_deps/osh-runtime/ocaml-4.06.0
0,0.0375,lisa,b43270f9,bash,d685a43c,configure,/home/andy/git/oilshell/oil/_deps/osh-runtime/tcc-0.9.26
0,1.4310,lisa,b43270f9,bash,d685a43c,configure,/home/andy/git/oilshell/oil/_deps/osh-runtime/yash-2.46
0,0.0075,lisa,b43270f9,dash,2887d9e6,abuild,abuild-help
0,12.7179,lisa,b43270f9,dash,2887d9e6,cpython,cpython-configure
0,3.2790,lisa,b43270f9,dash,2887d9e6,configure,/home/andy/git/oilshell/oil/_deps/osh-runtime/ocaml-4.06.0
0,0.0335,lisa,b43270f9,dash,2887d9e6,configure,/home/andy/git/oilshell/oil/_deps/osh-runtime/tcc-0.9.26
0,1.3899,lisa,b43270f9,dash,2887d9e6,configure,/home/andy/git/oilshell/oil/_deps/osh-runtime/yash-2.46
0,0.4349,lisa,b43270f9,osh,35c56535,abuild,abuild-help
0,70.8838,lisa,b43270f9,osh,35c56535,cpython,cpython-configure
0,4.7053,lisa,b43270f9,osh,35c56535,configure,/home/andy/git/oilshell/oil/_deps/osh-runtime/ocaml-4.06.0
0,0.1937,lisa,b43270f9,osh,35c56535,configure,/home/andy/git/oilshell/oil/_deps/osh-runtime/tcc-0.9.26
0,2.8216,lisa,b43270f9,osh,35c56535,configure,/home/andy/git/oilshell/oil/_deps/osh-runtime/yash-2.46
