status,elapsed_secs,user_secs,sys_secs,max_rss_KiB,host_name,host_hash,shell_name,shell_hash,task_type,task_arg
0,0.000741,0.000731,0.000000,3076,lisa,63f04b74,bash,d685a43c,hello-world,hello-world
0,0.016054,0.014632,0.001786,4812,lisa,63f04b74,bash,d685a43c,abuild,abuild-help
0,12.369334,9.987199,2.871910,23724,lisa,63f04b74,bash,d685a43c,cpython,cpython-configure
0,3.180755,1.742264,0.455510,19172,lisa,63f04b74,bash,d685a43c,configure,/home/andy/git/oilshell/oil/_deps/osh-runtime/ocaml-4.06.0
0,0.035406,0.024722,0.010354,18844,lisa,63f04b74,bash,d685a43c,configure,/home/andy/git/oilshell/oil/_deps/osh-runtime/tcc-0.9.26
0,1.369734,1.051898,0.317856,22524,lisa,63f04b74,bash,d685a43c,configure,/home/andy/git/oilshell/oil/_deps/osh-runtime/yash-2.46
0,0.000406,0.000401,0.000000,1600,lisa,63f04b74,dash,2887d9e6,hello-world,hello-world
0,0.006060,0.006362,0.000000,3448,lisa,63f04b74,dash,2887d9e6,abuild,abuild-help
0,10.821236,8.516932,2.484236,23728,lisa,63f04b74,dash,2887d9e6,cpython,cpython-configure
0,3.189411,1.662550,0.548049,19228,lisa,63f04b74,dash,2887d9e6,configure,/home/andy/git/oilshell/oil/_deps/osh-runtime/ocaml-4.06.0
0,0.041933,0.027962,0.014107,18792,lisa,63f04b74,dash,2887d9e6,configure,/home/andy/git/oilshell/oil/_deps/osh-runtime/tcc-0.9.26
0,1.416861,1.060892,0.351294,22584,lisa,63f04b74,dash,2887d9e6,configure,/home/andy/git/oilshell/oil/_deps/osh-runtime/yash-2.46
0,0.043890,0.037310,0.004663,12404,lisa,63f04b74,osh,9610f0f0,hello-world,hello-world
0,0.588521,0.555109,0.036958,18968,lisa,63f04b74,osh,9610f0f0,abuild,abuild-help
0,52.819365,41.382287,14.741099,42452,lisa,63f04b74,osh,9610f0f0,cpython,cpython-configure
0,4.074000,2.373264,0.851727,19384,lisa,63f04b74,osh,9610f0f0,configure,/home/andy/git/oilshell/oil/_deps/osh-runtime/ocaml-4.06.0
0,0.191362,0.188254,0.008006,18780,lisa,63f04b74,osh,9610f0f0,configure,/home/andy/git/oilshell/oil/_deps/osh-runtime/tcc-0.9.26
0,2.566366,2.015318,0.683791,22668,lisa,63f04b74,osh,9610f0f0,configure,/home/andy/git/oilshell/oil/_deps/osh-runtime/yash-2.46
