status,elapsed_secs,host_name,host_hash,shell_name,shell_hash,task_type,task_arg
0,0.0178,lisa,b43270f9,bash,d685a43c,abuild,abuild-help
0,12.4572,lisa,b43270f9,bash,d685a43c,cpython,cpython-configure
0,3.2731,lisa,b43270f9,bash,d685a43c,configure,/home/andy/git/oilshell/oil/_deps/osh-runtime/ocaml-4.06.0
0,0.0368,lisa,b43270f9,bash,d685a43c,configure,/home/andy/git/oilshell/oil/_deps/osh-runtime/tcc-0.9.26
0,1.3820,lisa,b43270f9,bash,d685a43c,configure,/home/andy/git/oilshell/oil/_deps/osh-runtime/yash-2.46
0,0.0067,lisa,b43270f9,dash,2887d9e6,abuild,abuild-help
0,12.4112,lisa,b43270f9,dash,2887d9e6,cpython,cpython-configure
0,3.2257,lisa,b43270f9,dash,2887d9e6,configure,/home/andy/git/oilshell/oil/_deps/osh-runtime/ocaml-4.06.0
0,0.0303,lisa,b43270f9,dash,2887d9e6,configure,/home/andy/git/oilshell/oil/_deps/osh-runtime/tcc-0.9.26
0,1.3561,lisa,b43270f9,dash,2887d9e6,configure,/home/andy/git/oilshell/oil/_deps/osh-runtime/yash-2.46
0,0.4601,lisa,b43270f9,osh,37d175d3,abuild,abuild-help
0,12.6072,lisa,b43270f9,osh,37d175d3,cpython,cpython-configure
0,4.7226,lisa,b43270f9,osh,37d175d3,configure,/home/andy/git/oilshell/oil/_deps/osh-runtime/ocaml-4.06.0
0,0.1904,lisa,b43270f9,osh,37d175d3,configure,/home/andy/git/oilshell/oil/_deps/osh-runtime/tcc-0.9.26
0,2.7803,lisa,b43270f9,osh,37d175d3,configure,/home/andy/git/oilshell/oil/_deps/osh-runtime/yash-2.46
