status,elapsed_secs,host_name,host_hash,shell_name,shell_hash,task_type,task_arg
0,0.0181,lisa,cc016cb1,bash,d685a43c,abuild,abuild-help
0,13.2815,lisa,cc016cb1,bash,d685a43c,cpython,cpython-configure
0,3.3912,lisa,cc016cb1,bash,d685a43c,configure,/home/andy/git/oilshell/oil/_deps/osh-runtime/ocaml-4.06.0
0,0.0366,lisa,cc016cb1,bash,d685a43c,configure,/home/andy/git/oilshell/oil/_deps/osh-runtime/tcc-0.9.26
0,1.4608,lisa,cc016cb1,bash,d685a43c,configure,/home/andy/git/oilshell/oil/_deps/osh-runtime/yash-2.46
0,0.0093,lisa,cc016cb1,dash,2887d9e6,abuild,abuild-help
0,11.5586,lisa,cc016cb1,dash,2887d9e6,cpython,cpython-configure
0,3.3134,lisa,cc016cb1,dash,2887d9e6,configure,/home/andy/git/oilshell/oil/_deps/osh-runtime/ocaml-4.06.0
0,0.0366,lisa,cc016cb1,dash,2887d9e6,configure,/home/andy/git/oilshell/oil/_deps/osh-runtime/tcc-0.9.26
0,1.4175,lisa,cc016cb1,dash,2887d9e6,configure,/home/andy/git/oilshell/oil/_deps/osh-runtime/yash-2.46
0,0.6120,lisa,cc016cb1,osh,77623494,abuild,abuild-help
0,105.3087,lisa,cc016cb1,osh,77623494,cpython,cpython-configure
0,5.1302,lisa,cc016cb1,osh,77623494,configure,/home/andy/git/oilshell/oil/_deps/osh-runtime/ocaml-4.06.0
0,0.2140,lisa,cc016cb1,osh,77623494,configure,/home/andy/git/oilshell/oil/_deps/osh-runtime/tcc-0.9.26
0,2.7043,lisa,cc016cb1,osh,77623494,configure,/home/andy/git/oilshell/oil/_deps/osh-runtime/yash-2.46
