status,elapsed_secs,user_secs,sys_secs,max_rss_KiB,host_name,host_hash,shell_name,shell_hash,task_type,task_arg
0,0.000727,0.000683,0.000000,3388,lenny,6933449d,bash,9af8f89f,hello-world,hello-world
0,0.014467,0.013926,0.000805,4800,lenny,6933449d,bash,9af8f89f,abuild,abuild-help
0,14.371439,11.031858,3.789334,26692,lenny,6933449d,bash,9af8f89f,cpython,cpython-configure
0,4.166016,2.397409,0.814199,20776,lenny,6933449d,bash,9af8f89f,configure,/home/andy/git/oilshell/oil/_deps/osh-runtime/ocaml-4.06.0
0,0.039719,0.024221,0.015844,20108,lenny,6933449d,bash,9af8f89f,configure,/home/andy/git/oilshell/oil/_deps/osh-runtime/tcc-0.9.26
0,1.647422,1.183615,0.475069,24036,lenny,6933449d,bash,9af8f89f,configure,/home/andy/git/oilshell/oil/_deps/osh-runtime/yash-2.46
0,0.000626,0.000586,0.000000,1724,lenny,6933449d,dash,9ff48631,hello-world,hello-world
0,0.008343,0.006922,0.002006,3956,lenny,6933449d,dash,9ff48631,abuild,abuild-help
0,15.250433,11.749584,4.028459,26520,lenny,6933449d,dash,9ff48631,cpython,cpython-configure
0,3.932590,2.210108,0.764171,20764,lenny,6933449d,dash,9ff48631,configure,/home/andy/git/oilshell/oil/_deps/osh-runtime/ocaml-4.06.0
0,0.042086,0.031935,0.010791,20052,lenny,6933449d,dash,9ff48631,configure,/home/andy/git/oilshell/oil/_deps/osh-runtime/tcc-0.9.26
0,1.542614,1.100169,0.453043,24084,lenny,6933449d,dash,9ff48631,configure,/home/andy/git/oilshell/oil/_deps/osh-runtime/yash-2.46
0,0.042385,0.036931,0.004103,13212,lenny,6933449d,osh,f244cf8a,hello-world,hello-world
0,0.556813,0.528827,0.031398,19936,lenny,6933449d,osh,f244cf8a,abuild,abuild-help
0,50.317695,37.653749,16.255967,43752,lenny,6933449d,osh,f244cf8a,cpython,cpython-configure
0,4.638968,2.791822,1.003411,20776,lenny,6933449d,osh,f244cf8a,configure,/home/andy/git/oilshell/oil/_deps/osh-runtime/ocaml-4.06.0
0,0.187784,0.177922,0.014126,20040,lenny,6933449d,osh,f244cf8a,configure,/home/andy/git/oilshell/oil/_deps/osh-runtime/tcc-0.9.26
0,3.302939,2.545716,0.917497,24052,lenny,6933449d,osh,f244cf8a,configure,/home/andy/git/oilshell/oil/_deps/osh-runtime/yash-2.46
