status,elapsed_secs,host_name,host_hash,shell_name,shell_hash,task_type,task_arg
0,0.0189,lisa,02485150,bash,d685a43c,abuild,abuild-help
0,12.2062,lisa,02485150,bash,d685a43c,cpython,cpython-configure
0,3.1948,lisa,02485150,bash,d685a43c,configure,/home/andy/git/oilshell/oil/_deps/osh-runtime/ocaml-4.06.0
0,0.0375,lisa,02485150,bash,d685a43c,configure,/home/andy/git/oilshell/oil/_deps/osh-runtime/tcc-0.9.26
0,1.3958,lisa,02485150,bash,d685a43c,configure,/home/andy/git/oilshell/oil/_deps/osh-runtime/yash-2.46
0,0.0078,lisa,02485150,dash,2887d9e6,abuild,abuild-help
0,12.1896,lisa,02485150,dash,2887d9e6,cpython,cpython-configure
0,3.0741,lisa,02485150,dash,2887d9e6,configure,/home/andy/git/oilshell/oil/_deps/osh-runtime/ocaml-4.06.0
0,0.0322,lisa,02485150,dash,2887d9e6,configure,/home/andy/git/oilshell/oil/_deps/osh-runtime/tcc-0.9.26
0,1.3150,lisa,02485150,dash,2887d9e6,configure,/home/andy/git/oilshell/oil/_deps/osh-runtime/yash-2.46
1,0.6594,lisa,02485150,osh,fd23bd2b,abuild,abuild-help
0,14.8479,lisa,02485150,osh,fd23bd2b,cpython,cpython-configure
0,5.5568,lisa,02485150,osh,fd23bd2b,configure,/home/andy/git/oilshell/oil/_deps/osh-runtime/ocaml-4.06.0
0,0.2075,lisa,02485150,osh,fd23bd2b,configure,/home/andy/git/oilshell/oil/_deps/osh-runtime/tcc-0.9.26
0,3.1729,lisa,02485150,osh,fd23bd2b,configure,/home/andy/git/oilshell/oil/_deps/osh-runtime/yash-2.46
