status,elapsed_secs,user_secs,sys_secs,max_rss_KiB,host_name,host_hash,shell_name,shell_hash,task_type,task_arg
0,0.000858,0.000842,0.000000,3100,lisa,1f35df1a,bash,d685a43c,hello-world,hello-world
0,0.020048,0.016114,0.000965,4748,lisa,1f35df1a,bash,d685a43c,abuild,abuild-help
0,12.852893,10.087799,3.222673,23704,lisa,1f35df1a,bash,d685a43c,cpython,cpython-configure
0,3.288637,1.766587,0.538911,19184,lisa,1f35df1a,bash,d685a43c,configure,/home/andy/git/oilshell/oil/_deps/osh-runtime/ocaml-4.06.0
0,0.036426,0.027353,0.009116,18812,lisa,1f35df1a,bash,d685a43c,configure,/home/andy/git/oilshell/oil/_deps/osh-runtime/tcc-0.9.26
0,1.471391,1.104591,0.349627,22440,lisa,1f35df1a,bash,d685a43c,configure,/home/andy/git/oilshell/oil/_deps/osh-runtime/yash-2.46
0,0.000368,0.000358,0.000000,1604,lisa,1f35df1a,dash,2887d9e6,hello-world,hello-world
0,0.006849,0.005621,0.001581,3520,lisa,1f35df1a,dash,2887d9e6,abuild,abuild-help
0,11.391885,8.983894,2.570684,23636,lisa,1f35df1a,dash,2887d9e6,cpython,cpython-configure
0,3.231717,1.711791,0.541694,19144,lisa,1f35df1a,dash,2887d9e6,configure,/home/andy/git/oilshell/oil/_deps/osh-runtime/ocaml-4.06.0
0,0.031752,0.025551,0.006518,18600,lisa,1f35df1a,dash,2887d9e6,configure,/home/andy/git/oilshell/oil/_deps/osh-runtime/tcc-0.9.26
0,1.356429,1.040073,0.321493,22476,lisa,1f35df1a,dash,2887d9e6,configure,/home/andy/git/oilshell/oil/_deps/osh-runtime/yash-2.46
0,0.030423,0.029248,0.000000,11736,lisa,1f35df1a,osh,5e6b21a7,hello-world,hello-world
0,0.636314,0.578711,0.060005,18388,lisa,1f35df1a,osh,5e6b21a7,abuild,abuild-help
0,104.081211,80.511093,26.834128,41872,lisa,1f35df1a,osh,5e6b21a7,cpython,cpython-configure
0,5.052942,3.149208,1.157661,19184,lisa,1f35df1a,osh,5e6b21a7,configure,/home/andy/git/oilshell/oil/_deps/osh-runtime/ocaml-4.06.0
0,0.205514,0.181341,0.028720,18788,lisa,1f35df1a,osh,5e6b21a7,configure,/home/andy/git/oilshell/oil/_deps/osh-runtime/tcc-0.9.26
0,2.785202,2.209783,0.699831,22364,lisa,1f35df1a,osh,5e6b21a7,configure,/home/andy/git/oilshell/oil/_deps/osh-runtime/yash-2.46
