status,elapsed_secs,user_secs,sys_secs,max_rss_KiB,host_name,host_hash,shell_name,shell_hash,task_type,task_arg
0,0.001777,0.001774,0.000000,3304,broome,7a69aabc,bash,9af8f89f,hello-world,hello-world
0,0.042141,0.042073,0.001534,4712,broome,7a69aabc,bash,9af8f89f,abuild,abuild-help
0,26.744600,19.571193,7.971490,26808,broome,7a69aabc,bash,9af8f89f,cpython,cpython-configure
0,6.137468,3.664978,1.556642,20672,broome,7a69aabc,bash,9af8f89f,configure,/home/andy/git/oilshell/oil/_deps/osh-runtime/ocaml-4.06.0
0,0.088967,0.065042,0.025124,19924,broome,7a69aabc,bash,9af8f89f,configure,/home/andy/git/oilshell/oil/_deps/osh-runtime/tcc-0.9.26
0,3.070734,2.154204,0.934350,24016,broome,7a69aabc,bash,9af8f89f,configure,/home/andy/git/oilshell/oil/_deps/osh-runtime/yash-2.46
0,0.001121,0.000000,0.001090,1756,broome,7a69aabc,dash,9ff48631,hello-world,hello-world
0,0.018180,0.013645,0.004969,3900,broome,7a69aabc,dash,9ff48631,abuild,abuild-help
0,26.854173,19.857176,7.905793,26756,broome,7a69aabc,dash,9ff48631,cpython,cpython-configure
0,6.028613,3.626559,1.441708,20792,broome,7a69aabc,dash,9ff48631,configure,/home/andy/git/oilshell/oil/_deps/osh-runtime/ocaml-4.06.0
0,0.081293,0.052194,0.029620,20016,broome,7a69aabc,dash,9ff48631,configure,/home/andy/git/oilshell/oil/_deps/osh-runtime/tcc-0.9.26
0,3.014787,2.163832,0.854591,23968,broome,7a69aabc,dash,9ff48631,configure,/home/andy/git/oilshell/oil/_deps/osh-runtime/yash-2.46
0,0.069887,0.057797,0.012022,16424,broome,7a69aabc,osh,caeaec44,hello-world,hello-world
0,0.764120,0.717565,0.052596,24100,broome,7a69aabc,osh,caeaec44,abuild,abuild-help
0,63.672835,42.218767,25.799143,48824,broome,7a69aabc,osh,caeaec44,cpython,cpython-configure
0,7.797368,5.041328,2.159057,20776,broome,7a69aabc,osh,caeaec44,configure,/home/andy/git/oilshell/oil/_deps/osh-runtime/ocaml-4.06.0
0,0.362404,0.319905,0.049400,20008,broome,7a69aabc,osh,caeaec44,configure,/home/andy/git/oilshell/oil/_deps/osh-runtime/tcc-0.9.26
0,4.616456,3.402106,1.330643,23972,broome,7a69aabc,osh,caeaec44,configure,/home/andy/git/oilshell/oil/_deps/osh-runtime/yash-2.46
0,0.058036,0.049715,0.008285,13132,broome,7a69aabc,osh,67716319,hello-world,hello-world
0,0.913787,0.867219,0.052351,20060,broome,7a69aabc,osh,67716319,abuild,abuild-help
0,61.163113,43.271361,21.936343,43784,broome,7a69aabc,osh,67716319,cpython,cpython-configure
0,7.875771,5.109568,2.159662,20792,broome,7a69aabc,osh,67716319,configure,/home/andy/git/oilshell/oil/_deps/osh-runtime/ocaml-4.06.0
0,0.373523,0.316467,0.063392,20016,broome,7a69aabc,osh,67716319,configure,/home/andy/git/oilshell/oil/_deps/osh-runtime/tcc-0.9.26
0,4.767275,3.537193,1.334065,23944,broome,7a69aabc,osh,67716319,configure,/home/andy/git/oilshell/oil/_deps/osh-runtime/yash-2.46
0,0.003081,0.000000,0.003048,4036,broome,7a69aabc,osh_eval.stripped,601113b9,hello-world,hello-world
0,0.096141,0.085485,0.012202,14404,broome,7a69aabc,osh_eval.stripped,601113b9,abuild,abuild-help
0,50.585845,37.762486,14.431452,49908,broome,7a69aabc,osh_eval.stripped,601113b9,cpython,cpython-configure
0,6.367329,3.785440,1.683543,20672,broome,7a69aabc,osh_eval.stripped,601113b9,configure,/home/andy/git/oilshell/oil/_deps/osh-runtime/ocaml-4.06.0
0,0.098453,0.076023,0.024220,20000,broome,7a69aabc,osh_eval.stripped,601113b9,configure,/home/andy/git/oilshell/oil/_deps/osh-runtime/tcc-0.9.26
0,3.259883,2.271628,1.029847,23976,broome,7a69aabc,osh_eval.stripped,601113b9,configure,/home/andy/git/oilshell/oil/_deps/osh-runtime/yash-2.46
