status,elapsed_secs,user_secs,sys_secs,max_rss_KiB,host_name,host_hash,shell_name,shell_hash,task_type,task_arg
0,0.002068,0.000000,0.002069,3288,spring,d80ab850,bash,9af8f89f,hello-world,hello-world
0,0.036980,0.034219,0.003350,4776,spring,d80ab850,bash,9af8f89f,abuild,abuild-help
0,25.464520,18.770712,7.598034,26836,spring,d80ab850,bash,9af8f89f,cpython,cpython-configure
0,5.767178,3.387049,1.467447,20812,spring,d80ab850,bash,9af8f89f,configure,/home/andy/git/oilshell/oil/_deps/osh-runtime/ocaml-4.06.0
0,0.079905,0.059545,0.020373,20076,spring,d80ab850,bash,9af8f89f,configure,/home/andy/git/oilshell/oil/_deps/osh-runtime/tcc-0.9.26
0,2.904620,2.017963,0.905273,23928,spring,d80ab850,bash,9af8f89f,configure,/home/andy/git/oilshell/oil/_deps/osh-runtime/yash-2.46
0,0.001076,0.001070,0.000000,1672,spring,d80ab850,dash,9ff48631,hello-world,hello-world
0,0.016838,0.015099,0.002470,3832,spring,d80ab850,dash,9ff48631,abuild,abuild-help
0,25.587045,18.970667,7.577686,26816,spring,d80ab850,dash,9ff48631,cpython,cpython-configure
0,5.796005,3.524526,1.321932,20700,spring,d80ab850,dash,9ff48631,configure,/home/andy/git/oilshell/oil/_deps/osh-runtime/ocaml-4.06.0
0,0.072542,0.059186,0.014183,20052,spring,d80ab850,dash,9ff48631,configure,/home/andy/git/oilshell/oil/_deps/osh-runtime/tcc-0.9.26
0,2.842052,2.031886,0.815875,24084,spring,d80ab850,dash,9ff48631,configure,/home/andy/git/oilshell/oil/_deps/osh-runtime/yash-2.46
0,0.050465,0.037958,0.011387,12892,spring,d80ab850,osh,3b0da0f8,hello-world,hello-world
0,0.946510,0.898527,0.055629,19704,spring,d80ab850,osh,3b0da0f8,abuild,abuild-help
0,89.156647,62.885855,32.830201,43376,spring,d80ab850,osh,3b0da0f8,cpython,cpython-configure
0,7.572822,4.895768,2.045676,20976,spring,d80ab850,osh,3b0da0f8,configure,/home/andy/git/oilshell/oil/_deps/osh-runtime/ocaml-4.06.0
0,0.376652,0.305315,0.082313,19976,spring,d80ab850,osh,3b0da0f8,configure,/home/andy/git/oilshell/oil/_deps/osh-runtime/tcc-0.9.26
0,5.317457,4.145433,1.419901,24104,spring,d80ab850,osh,3b0da0f8,configure,/home/andy/git/oilshell/oil/_deps/osh-runtime/yash-2.46
