status,elapsed_secs,host_name,host_hash,shell_name,shell_hash,task_type,task_arg
0,0.0197,lisa,0616a365,bash,d685a43c,abuild,abuild-help
0,13.3593,lisa,0616a365,bash,d685a43c,cpython,cpython-configure
0,3.4640,lisa,0616a365,bash,d685a43c,configure,/home/andy/git/oilshell/oil/_deps/osh-runtime/ocaml-4.06.0
0,0.0415,lisa,0616a365,bash,d685a43c,configure,/home/andy/git/oilshell/oil/_deps/osh-runtime/tcc-0.9.26
0,1.5077,lisa,0616a365,bash,d685a43c,configure,/home/andy/git/oilshell/oil/_deps/osh-runtime/yash-2.46
0,0.0101,lisa,0616a365,dash,2887d9e6,abuild,abuild-help
0,12.1235,lisa,0616a365,dash,2887d9e6,cpython,cpython-configure
0,3.3967,lisa,0616a365,dash,2887d9e6,configure,/home/andy/git/oilshell/oil/_deps/osh-runtime/ocaml-4.06.0
0,0.0395,lisa,0616a365,dash,2887d9e6,configure,/home/andy/git/oilshell/oil/_deps/osh-runtime/tcc-0.9.26
0,1.4434,lisa,0616a365,dash,2887d9e6,configure,/home/andy/git/oilshell/oil/_deps/osh-runtime/yash-2.46
0,0.6605,lisa,0616a365,osh,1714418d,abuild,abuild-help
0,100.5924,lisa,0616a365,osh,1714418d,cpython,cpython-configure
0,5.1813,lisa,0616a365,osh,1714418d,configure,/home/andy/git/oilshell/oil/_deps/osh-runtime/ocaml-4.06.0
0,0.2629,lisa,0616a365,osh,1714418d,configure,/home/andy/git/oilshell/oil/_deps/osh-runtime/tcc-0.9.26
0,2.7272,lisa,0616a365,osh,1714418d,configure,/home/andy/git/oilshell/oil/_deps/osh-runtime/yash-2.46
