status,elapsed_secs,user_secs,sys_secs,max_rss_KiB,host_name,host_hash,shell_name,shell_hash,task_type,task_arg
0,0.001790,0.001759,0.000000,3296,broome,d80ab850,bash,9af8f89f,hello-world,hello-world
0,0.039027,0.033727,0.006971,4636,broome,d80ab850,bash,9af8f89f,abuild,abuild-help
0,26.779346,19.795769,7.861602,26552,broome,d80ab850,bash,9af8f89f,cpython,cpython-configure
0,6.058173,3.679147,1.464610,20776,broome,d80ab850,bash,9af8f89f,configure,/home/andy/git/oilshell/oil/_deps/osh-runtime/ocaml-4.06.0
0,0.090083,0.072867,0.018495,19948,broome,d80ab850,bash,9af8f89f,configure,/home/andy/git/oilshell/oil/_deps/osh-runtime/tcc-0.9.26
0,3.091958,2.238507,0.870872,24052,broome,d80ab850,bash,9af8f89f,configure,/home/andy/git/oilshell/oil/_deps/osh-runtime/yash-2.46
0,0.001101,0.000000,0.001076,1628,broome,d80ab850,dash,9ff48631,hello-world,hello-world
0,0.018117,0.011095,0.007852,3748,broome,d80ab850,dash,9ff48631,abuild,abuild-help
0,26.781944,19.383525,8.300444,26728,broome,d80ab850,dash,9ff48631,cpython,cpython-configure
0,6.023928,3.706064,1.359118,20800,broome,d80ab850,dash,9ff48631,configure,/home/andy/git/oilshell/oil/_deps/osh-runtime/ocaml-4.06.0
0,0.079405,0.066645,0.013424,19872,broome,d80ab850,dash,9ff48631,configure,/home/andy/git/oilshell/oil/_deps/osh-runtime/tcc-0.9.26
0,2.952005,2.063387,0.892895,24032,broome,d80ab850,dash,9ff48631,configure,/home/andy/git/oilshell/oil/_deps/osh-runtime/yash-2.46
0,0.058354,0.049533,0.007620,13012,broome,d80ab850,osh,6d02d6c2,hello-world,hello-world
0,0.910429,0.867774,0.049691,19860,broome,d80ab850,osh,6d02d6c2,abuild,abuild-help
0,92.132289,64.730461,34.212976,43348,broome,d80ab850,osh,6d02d6c2,cpython,cpython-configure
0,7.799567,5.141431,2.027612,20840,broome,d80ab850,osh,6d02d6c2,configure,/home/andy/git/oilshell/oil/_deps/osh-runtime/ocaml-4.06.0
0,0.384434,0.324765,0.070796,20064,broome,d80ab850,osh,6d02d6c2,configure,/home/andy/git/oilshell/oil/_deps/osh-runtime/tcc-0.9.26
0,5.484304,4.188348,1.555033,23876,broome,d80ab850,osh,6d02d6c2,configure,/home/andy/git/oilshell/oil/_deps/osh-runtime/yash-2.46
