status,elapsed_secs,host_name,host_hash,shell_name,shell_hash,task_type,task_arg
0,0.0181,lisa,02485150,bash,d685a43c,abuild,abuild-help
0,12.3885,lisa,02485150,bash,d685a43c,cpython,cpython-configure
0,3.2289,lisa,02485150,bash,d685a43c,configure,/home/andy/git/oilshell/oil/_deps/osh-runtime/ocaml-4.06.0
0,0.0352,lisa,02485150,bash,d685a43c,configure,/home/andy/git/oilshell/oil/_deps/osh-runtime/tcc-0.9.26
0,1.4268,lisa,02485150,bash,d685a43c,configure,/home/andy/git/oilshell/oil/_deps/osh-runtime/yash-2.46
0,0.0074,lisa,02485150,dash,2887d9e6,abuild,abuild-help
0,12.1760,lisa,02485150,dash,2887d9e6,cpython,cpython-configure
0,3.1720,lisa,02485150,dash,2887d9e6,configure,/home/andy/git/oilshell/oil/_deps/osh-runtime/ocaml-4.06.0
0,0.0342,lisa,02485150,dash,2887d9e6,configure,/home/andy/git/oilshell/oil/_deps/osh-runtime/tcc-0.9.26
0,1.3407,lisa,02485150,dash,2887d9e6,configure,/home/andy/git/oilshell/oil/_deps/osh-runtime/yash-2.46
0,0.6538,lisa,02485150,osh,769baa4c,abuild,abuild-help
0,14.5429,lisa,02485150,osh,769baa4c,cpython,cpython-configure
0,5.4912,lisa,02485150,osh,769baa4c,configure,/home/andy/git/oilshell/oil/_deps/osh-runtime/ocaml-4.06.0
0,0.2232,lisa,02485150,osh,769baa4c,configure,/home/andy/git/oilshell/oil/_deps/osh-runtime/tcc-0.9.26
0,3.1833,lisa,02485150,osh,769baa4c,configure,/home/andy/git/oilshell/oil/_deps/osh-runtime/yash-2.46
