status,elapsed_secs,host_name,host_hash,shell_name,shell_hash,task_type,task_arg
0,0.0602,flanders,2cc9f781,bash,d685a43c,abuild,abuild-help
0,30.5935,flanders,2cc9f781,bash,d685a43c,cpython,cpython-configure
0,6.3029,flanders,2cc9f781,bash,d685a43c,configure,/home/andy/git/oilshell/oil/_deps/osh-runtime/ocaml-4.06.0
0,0.1026,flanders,2cc9f781,bash,d685a43c,configure,/home/andy/git/oilshell/oil/_deps/osh-runtime/tcc-0.9.26
0,3.3570,flanders,2cc9f781,bash,d685a43c,configure,/home/andy/git/oilshell/oil/_deps/osh-runtime/yash-2.46
0,0.0272,flanders,2cc9f781,dash,2887d9e6,abuild,abuild-help
0,30.4326,flanders,2cc9f781,dash,2887d9e6,cpython,cpython-configure
0,6.3162,flanders,2cc9f781,dash,2887d9e6,configure,/home/andy/git/oilshell/oil/_deps/osh-runtime/ocaml-4.06.0
0,0.0980,flanders,2cc9f781,dash,2887d9e6,configure,/home/andy/git/oilshell/oil/_deps/osh-runtime/tcc-0.9.26
0,3.1584,flanders,2cc9f781,dash,2887d9e6,configure,/home/andy/git/oilshell/oil/_deps/osh-runtime/yash-2.46
0,1.4030,flanders,2cc9f781,osh,412ae050,abuild,abuild-help
0,206.7106,flanders,2cc9f781,osh,412ae050,cpython,cpython-configure
0,12.8768,flanders,2cc9f781,osh,412ae050,configure,/home/andy/git/oilshell/oil/_deps/osh-runtime/ocaml-4.06.0
0,0.5695,flanders,2cc9f781,osh,412ae050,configure,/home/andy/git/oilshell/oil/_deps/osh-runtime/tcc-0.9.26
0,6.4957,flanders,2cc9f781,osh,412ae050,configure,/home/andy/git/oilshell/oil/_deps/osh-runtime/yash-2.46
