status,elapsed_secs,host_name,host_hash,shell_name,shell_hash,task_type,task_arg
0,0.0216,lisa,b43270f9,bash,d685a43c,abuild,abuild-help
0,12.1118,lisa,b43270f9,bash,d685a43c,cpython,cpython-configure
0,3.2247,lisa,b43270f9,bash,d685a43c,configure,/home/andy/git/oilshell/oil/_deps/osh-runtime/ocaml-4.06.0
0,0.0394,lisa,b43270f9,bash,d685a43c,configure,/home/andy/git/oilshell/oil/_deps/osh-runtime/tcc-0.9.26
0,1.3657,lisa,b43270f9,bash,d685a43c,configure,/home/andy/git/oilshell/oil/_deps/osh-runtime/yash-2.46
0,0.0073,lisa,b43270f9,dash,2887d9e6,abuild,abuild-help
0,12.3184,lisa,b43270f9,dash,2887d9e6,cpython,cpython-configure
0,3.1975,lisa,b43270f9,dash,2887d9e6,configure,/home/andy/git/oilshell/oil/_deps/osh-runtime/ocaml-4.06.0
0,0.0316,lisa,b43270f9,dash,2887d9e6,configure,/home/andy/git/oilshell/oil/_deps/osh-runtime/tcc-0.9.26
0,1.3094,lisa,b43270f9,dash,2887d9e6,configure,/home/andy/git/oilshell/oil/_deps/osh-runtime/yash-2.46
0,0.4568,lisa,b43270f9,osh,81212085,abuild,abuild-help
0,12.4341,lisa,b43270f9,osh,81212085,cpython,cpython-configure
0,4.6536,lisa,b43270f9,osh,81212085,configure,/home/andy/git/oilshell/oil/_deps/osh-runtime/ocaml-4.06.0
0,0.1821,lisa,b43270f9,osh,81212085,configure,/home/andy/git/oilshell/oil/_deps/osh-runtime/tcc-0.9.26
0,2.7548,lisa,b43270f9,osh,81212085,configure,/home/andy/git/oilshell/oil/_deps/osh-runtime/yash-2.46
