status,elapsed_secs,host_name,host_hash,shell_name,shell_hash,task_type,task_arg
0,0.0579,flanders,88603626,bash,d685a43c,abuild,abuild-help
0,30.8607,flanders,88603626,bash,d685a43c,cpython,cpython-configure
0,6.4223,flanders,88603626,bash,d685a43c,configure,/home/andy/git/oilshell/oil/_deps/osh-runtime/ocaml-4.06.0
0,0.0912,flanders,88603626,bash,d685a43c,configure,/home/andy/git/oilshell/oil/_deps/osh-runtime/tcc-0.9.26
0,3.4129,flanders,88603626,bash,d685a43c,configure,/home/andy/git/oilshell/oil/_deps/osh-runtime/yash-2.46
0,0.0269,flanders,88603626,dash,2887d9e6,abuild,abuild-help
0,31.0774,flanders,88603626,dash,2887d9e6,cpython,cpython-configure
0,6.2838,flanders,88603626,dash,2887d9e6,configure,/home/andy/git/oilshell/oil/_deps/osh-runtime/ocaml-4.06.0
0,0.0908,flanders,88603626,dash,2887d9e6,configure,/home/andy/git/oilshell/oil/_deps/osh-runtime/tcc-0.9.26
0,3.2939,flanders,88603626,dash,2887d9e6,configure,/home/andy/git/oilshell/oil/_deps/osh-runtime/yash-2.46
0,1.4352,flanders,88603626,osh,7351fded,abuild,abuild-help
0,183.9123,flanders,88603626,osh,7351fded,cpython,cpython-configure
0,11.3812,flanders,88603626,osh,7351fded,configure,/home/andy/git/oilshell/oil/_deps/osh-runtime/ocaml-4.06.0
0,0.5423,flanders,88603626,osh,7351fded,configure,/home/andy/git/oilshell/oil/_deps/osh-runtime/tcc-0.9.26
0,6.7117,flanders,88603626,osh,7351fded,configure,/home/andy/git/oilshell/oil/_deps/osh-runtime/yash-2.46
