status,elapsed_secs,host_name,host_hash,shell_name,shell_hash,task_type,task_arg
0,0.0196,lisa,b43270f9,bash,d685a43c,abuild,abuild-help
0,12.3554,lisa,b43270f9,bash,d685a43c,cpython,cpython-configure
0,3.3973,lisa,b43270f9,bash,d685a43c,configure,/home/andy/git/oilshell/oil/_deps/osh-runtime/ocaml-4.06.0
0,0.0426,lisa,b43270f9,bash,d685a43c,configure,/home/andy/git/oilshell/oil/_deps/osh-runtime/tcc-0.9.26
0,1.4667,lisa,b43270f9,bash,d685a43c,configure,/home/andy/git/oilshell/oil/_deps/osh-runtime/yash-2.46
0,0.0072,lisa,b43270f9,dash,2887d9e6,abuild,abuild-help
0,10.8879,lisa,b43270f9,dash,2887d9e6,cpython,cpython-configure
0,3.2064,lisa,b43270f9,dash,2887d9e6,configure,/home/andy/git/oilshell/oil/_deps/osh-runtime/ocaml-4.06.0
0,0.0343,lisa,b43270f9,dash,2887d9e6,configure,/home/andy/git/oilshell/oil/_deps/osh-runtime/tcc-0.9.26
0,1.3263,lisa,b43270f9,dash,2887d9e6,configure,/home/andy/git/oilshell/oil/_deps/osh-runtime/yash-2.46
0,0.5396,lisa,b43270f9,osh,006a73a1,abuild,abuild-help
0,93.7648,lisa,b43270f9,osh,006a73a1,cpython,cpython-configure
0,4.8192,lisa,b43270f9,osh,006a73a1,configure,/home/andy/git/oilshell/oil/_deps/osh-runtime/ocaml-4.06.0
0,0.2196,lisa,b43270f9,osh,006a73a1,configure,/home/andy/git/oilshell/oil/_deps/osh-runtime/tcc-0.9.26
0,2.4702,lisa,b43270f9,osh,006a73a1,configure,/home/andy/git/oilshell/oil/_deps/osh-runtime/yash-2.46
