status,elapsed_secs,user_secs,sys_secs,max_rss_KiB,host_name,host_hash,shell_name,shell_hash,task_type,task_arg
0,0.0038,0.0,0.00342,6248,flanders,1f35df1a,bash,d685a43c,hello-world,hello-world
0,0.0648,0.050185,0.015363,6424,flanders,1f35df1a,bash,d685a43c,abuild,abuild-help
0,33.7713,24.975986,10.263132,23580,flanders,1f35df1a,bash,d685a43c,cpython,cpython-configure
0,6.9337,4.202737,1.8122889999999998,19364,flanders,1f35df1a,bash,d685a43c,configure,/home/andy/git/oilshell/oil/_deps/osh-runtime/ocaml-4.06.0
0,0.1080,0.062774,0.04369,18748,flanders,1f35df1a,bash,d685a43c,configure,/home/andy/git/oilshell/oil/_deps/osh-runtime/tcc-0.9.26
0,3.4631,2.5068479999999997,0.9745809999999999,22552,flanders,1f35df1a,bash,d685a43c,configure,/home/andy/git/oilshell/oil/_deps/osh-runtime/yash-2.46
0,0.0027,0.0,0.002268,6448,flanders,1f35df1a,dash,2887d9e6,hello-world,hello-world
0,0.0262,0.025219,0.001815,6312,flanders,1f35df1a,dash,2887d9e6,abuild,abuild-help
0,35.3198,26.011404,10.870047,23600,flanders,1f35df1a,dash,2887d9e6,cpython,cpython-configure
0,6.1169,3.602615,1.582255,19216,flanders,1f35df1a,dash,2887d9e6,configure,/home/andy/git/oilshell/oil/_deps/osh-runtime/ocaml-4.06.0
0,0.0815,0.065289,0.016866,18880,flanders,1f35df1a,dash,2887d9e6,configure,/home/andy/git/oilshell/oil/_deps/osh-runtime/tcc-0.9.26
0,3.2511,2.3163,0.9517329999999999,22544,flanders,1f35df1a,dash,2887d9e6,configure,/home/andy/git/oilshell/oil/_deps/osh-runtime/yash-2.46
0,0.0764,0.062388,0.012477,11780,flanders,1f35df1a,osh,9b23ea09,hello-world,hello-world
0,1.6873,1.5670060000000001,0.127334,18584,flanders,1f35df1a,osh,9b23ea09,abuild,abuild-help
0,263.3903,197.955453,76.085362,41964,flanders,1f35df1a,osh,9b23ea09,cpython,cpython-configure
0,13.4828,9.337515,3.874148,19360,flanders,1f35df1a,osh,9b23ea09,configure,/home/andy/git/oilshell/oil/_deps/osh-runtime/ocaml-4.06.0
0,0.8891,0.796553,0.110887,18756,flanders,1f35df1a,osh,9b23ea09,configure,/home/andy/git/oilshell/oil/_deps/osh-runtime/tcc-0.9.26
0,9.1688,7.071741,2.481725,22512,flanders,1f35df1a,osh,9b23ea09,configure,/home/andy/git/oilshell/oil/_deps/osh-runtime/yash-2.46
