status,elapsed_secs,host_name,host_hash,shell_name,shell_hash,task_type,task_arg
0,0.0554,flanders,b43270f9,bash,d685a43c,abuild,abuild-help
0,29.4962,flanders,b43270f9,bash,d685a43c,cpython,cpython-configure
0,6.4556,flanders,b43270f9,bash,d685a43c,configure,/home/andy/git/oilshell/oil/_deps/osh-runtime/ocaml-4.06.0
0,0.1059,flanders,b43270f9,bash,d685a43c,configure,/home/andy/git/oilshell/oil/_deps/osh-runtime/tcc-0.9.26
0,3.3164,flanders,b43270f9,bash,d685a43c,configure,/home/andy/git/oilshell/oil/_deps/osh-runtime/yash-2.46
0,0.0249,flanders,b43270f9,dash,2887d9e6,abuild,abuild-help
0,29.7670,flanders,b43270f9,dash,2887d9e6,cpython,cpython-configure
0,6.1933,flanders,b43270f9,dash,2887d9e6,configure,/home/andy/git/oilshell/oil/_deps/osh-runtime/ocaml-4.06.0
0,0.0825,flanders,b43270f9,dash,2887d9e6,configure,/home/andy/git/oilshell/oil/_deps/osh-runtime/tcc-0.9.26
0,3.1702,flanders,b43270f9,dash,2887d9e6,configure,/home/andy/git/oilshell/oil/_deps/osh-runtime/yash-2.46
0,0.9325,flanders,b43270f9,osh,4c4f4426,abuild,abuild-help
0,139.6640,flanders,b43270f9,osh,4c4f4426,cpython,cpython-configure
0,9.6434,flanders,b43270f9,osh,4c4f4426,configure,/home/andy/git/oilshell/oil/_deps/osh-runtime/ocaml-4.06.0
0,0.4333,flanders,b43270f9,osh,4c4f4426,configure,/home/andy/git/oilshell/oil/_deps/osh-runtime/tcc-0.9.26
0,6.7630,flanders,b43270f9,osh,4c4f4426,configure,/home/andy/git/oilshell/oil/_deps/osh-runtime/yash-2.46
