status,elapsed_secs,user_secs,sys_secs,max_rss_KiB,host_name,host_hash,shell_name,shell_hash,task_type,task_arg
0,0.001311,0.001282,0.000000,3260,broome,d80ab850,bash,9af8f89f,hello-world,hello-world
0,0.039391,0.030572,0.010477,4832,broome,d80ab850,bash,9af8f89f,abuild,abuild-help
0,25.561062,18.752669,7.697834,26716,broome,d80ab850,bash,9af8f89f,cpython,cpython-configure
0,5.828813,3.358671,1.555678,20760,broome,d80ab850,bash,9af8f89f,configure,/home/andy/git/oilshell/oil/_deps/osh-runtime/ocaml-4.06.0
0,0.075458,0.061330,0.015615,20020,broome,d80ab850,bash,9af8f89f,configure,/home/andy/git/oilshell/oil/_deps/osh-runtime/tcc-0.9.26
0,2.935905,2.025757,0.931311,24140,broome,d80ab850,bash,9af8f89f,configure,/home/andy/git/oilshell/oil/_deps/osh-runtime/yash-2.46
0,0.001036,0.000000,0.001038,1704,broome,d80ab850,dash,9ff48631,hello-world,hello-world
0,0.017195,0.014118,0.003763,3872,broome,d80ab850,dash,9ff48631,abuild,abuild-help
0,25.503017,18.756815,7.663398,26628,broome,d80ab850,dash,9ff48631,cpython,cpython-configure
0,5.768731,3.399617,1.416313,20736,broome,d80ab850,dash,9ff48631,configure,/home/andy/git/oilshell/oil/_deps/osh-runtime/ocaml-4.06.0
0,0.069178,0.054307,0.015651,19896,broome,d80ab850,dash,9ff48631,configure,/home/andy/git/oilshell/oil/_deps/osh-runtime/tcc-0.9.26
0,2.859197,1.974467,0.893379,24012,broome,d80ab850,dash,9ff48631,configure,/home/andy/git/oilshell/oil/_deps/osh-runtime/yash-2.46
0,0.048836,0.039045,0.008676,12708,broome,d80ab850,osh,68b65d59,hello-world,hello-world
0,0.979702,0.903500,0.083091,19628,broome,d80ab850,osh,68b65d59,abuild,abuild-help
0,89.147903,63.316002,32.244384,43328,broome,d80ab850,osh,68b65d59,cpython,cpython-configure
0,7.524701,4.798930,2.086270,20904,broome,d80ab850,osh,68b65d59,configure,/home/andy/git/oilshell/oil/_deps/osh-runtime/ocaml-4.06.0
0,0.372293,0.329603,0.053384,20076,broome,d80ab850,osh,68b65d59,configure,/home/andy/git/oilshell/oil/_deps/osh-runtime/tcc-0.9.26
0,5.172696,3.887685,1.520737,24040,broome,d80ab850,osh,68b65d59,configure,/home/andy/git/oilshell/oil/_deps/osh-runtime/yash-2.46
