status,elapsed_secs,host_name,host_hash,shell_name,shell_hash,task_type,task_arg
0,0.0193,lisa,b43270f9,bash,d685a43c,abuild,abuild-help
0,12.3215,lisa,b43270f9,bash,d685a43c,cpython,cpython-configure
0,3.2641,lisa,b43270f9,bash,d685a43c,configure,/home/andy/git/oilshell/oil/_deps/osh-runtime/ocaml-4.06.0
0,0.0362,lisa,b43270f9,bash,d685a43c,configure,/home/andy/git/oilshell/oil/_deps/osh-runtime/tcc-0.9.26
0,1.3971,lisa,b43270f9,bash,d685a43c,configure,/home/andy/git/oilshell/oil/_deps/osh-runtime/yash-2.46
0,0.0079,lisa,b43270f9,dash,2887d9e6,abuild,abuild-help
0,10.8507,lisa,b43270f9,dash,2887d9e6,cpython,cpython-configure
0,3.1660,lisa,b43270f9,dash,2887d9e6,configure,/home/andy/git/oilshell/oil/_deps/osh-runtime/ocaml-4.06.0
0,0.0335,lisa,b43270f9,dash,2887d9e6,configure,/home/andy/git/oilshell/oil/_deps/osh-runtime/tcc-0.9.26
0,1.3239,lisa,b43270f9,dash,2887d9e6,configure,/home/andy/git/oilshell/oil/_deps/osh-runtime/yash-2.46
0,0.5436,lisa,b43270f9,osh,b8c26a03,abuild,abuild-help
0,92.9556,lisa,b43270f9,osh,b8c26a03,cpython,cpython-configure
0,4.6841,lisa,b43270f9,osh,b8c26a03,configure,/home/andy/git/oilshell/oil/_deps/osh-runtime/ocaml-4.06.0
0,0.2140,lisa,b43270f9,osh,b8c26a03,configure,/home/andy/git/oilshell/oil/_deps/osh-runtime/tcc-0.9.26
0,2.3429,lisa,b43270f9,osh,b8c26a03,configure,/home/andy/git/oilshell/oil/_deps/osh-runtime/yash-2.46
