status,elapsed_secs,user_secs,sys_secs,max_rss_KiB,host_name,host_hash,shell_name,shell_hash,task_type,task_arg
0,0.002018,0.001989,0.000000,3252,spring,d80ab850,bash,9af8f89f,hello-world,hello-world
0,0.038789,0.025767,0.014033,4844,spring,d80ab850,bash,9af8f89f,abuild,abuild-help
0,25.598608,18.892578,7.640307,26784,spring,d80ab850,bash,9af8f89f,cpython,cpython-configure
0,5.868079,3.544813,1.416993,20804,spring,d80ab850,bash,9af8f89f,configure,/home/andy/git/oilshell/oil/_deps/osh-runtime/ocaml-4.06.0
0,0.087249,0.061742,0.026983,20052,spring,d80ab850,bash,9af8f89f,configure,/home/andy/git/oilshell/oil/_deps/osh-runtime/tcc-0.9.26
0,2.966673,2.106664,0.884734,24164,spring,d80ab850,bash,9af8f89f,configure,/home/andy/git/oilshell/oil/_deps/osh-runtime/yash-2.46
0,0.001044,0.001015,0.000000,1764,spring,d80ab850,dash,9ff48631,hello-world,hello-world
0,0.017226,0.010535,0.007443,3976,spring,d80ab850,dash,9ff48631,abuild,abuild-help
0,25.489873,18.889668,7.562274,26756,spring,d80ab850,dash,9ff48631,cpython,cpython-configure
0,5.733042,3.408815,1.372999,20792,spring,d80ab850,dash,9ff48631,configure,/home/andy/git/oilshell/oil/_deps/osh-runtime/ocaml-4.06.0
0,0.075287,0.048070,0.028176,20200,spring,d80ab850,dash,9ff48631,configure,/home/andy/git/oilshell/oil/_deps/osh-runtime/tcc-0.9.26
0,2.842147,2.032424,0.820805,24140,spring,d80ab850,dash,9ff48631,configure,/home/andy/git/oilshell/oil/_deps/osh-runtime/yash-2.46
0,0.052018,0.038194,0.012731,12740,spring,d80ab850,osh,01e3b489,hello-world,hello-world
0,0.960799,0.902464,0.064943,19448,spring,d80ab850,osh,01e3b489,abuild,abuild-help
0,88.101915,62.474329,32.036471,43184,spring,d80ab850,osh,01e3b489,cpython,cpython-configure
0,7.539770,4.944014,1.952131,20848,spring,d80ab850,osh,01e3b489,configure,/home/andy/git/oilshell/oil/_deps/osh-runtime/ocaml-4.06.0
0,0.368706,0.296217,0.083341,19996,spring,d80ab850,osh,01e3b489,configure,/home/andy/git/oilshell/oil/_deps/osh-runtime/tcc-0.9.26
0,5.189711,3.945882,1.480039,24116,spring,d80ab850,osh,01e3b489,configure,/home/andy/git/oilshell/oil/_deps/osh-runtime/yash-2.46
