status,elapsed_secs,host_name,host_hash,shell_name,shell_hash,task_type,task_arg
0,0.0559,flanders,b43270f9,bash,d685a43c,abuild,abuild-help
0,30.0041,flanders,b43270f9,bash,d685a43c,cpython,cpython-configure
0,6.4301,flanders,b43270f9,bash,d685a43c,configure,/home/andy/git/oilshell/oil/_deps/osh-runtime/ocaml-4.06.0
0,0.1002,flanders,b43270f9,bash,d685a43c,configure,/home/andy/git/oilshell/oil/_deps/osh-runtime/tcc-0.9.26
0,3.3485,flanders,b43270f9,bash,d685a43c,configure,/home/andy/git/oilshell/oil/_deps/osh-runtime/yash-2.46
0,0.0255,flanders,b43270f9,dash,2887d9e6,abuild,abuild-help
0,30.1358,flanders,b43270f9,dash,2887d9e6,cpython,cpython-configure
0,6.2525,flanders,b43270f9,dash,2887d9e6,configure,/home/andy/git/oilshell/oil/_deps/osh-runtime/ocaml-4.06.0
0,0.0896,flanders,b43270f9,dash,2887d9e6,configure,/home/andy/git/oilshell/oil/_deps/osh-runtime/tcc-0.9.26
0,3.2080,flanders,b43270f9,dash,2887d9e6,configure,/home/andy/git/oilshell/oil/_deps/osh-runtime/yash-2.46
0,0.9785,flanders,b43270f9,osh,6f738c4a,abuild,abuild-help
0,30.6331,flanders,b43270f9,osh,6f738c4a,cpython,cpython-configure
0,9.7432,flanders,b43270f9,osh,6f738c4a,configure,/home/andy/git/oilshell/oil/_deps/osh-runtime/ocaml-4.06.0
0,0.4381,flanders,b43270f9,osh,6f738c4a,configure,/home/andy/git/oilshell/oil/_deps/osh-runtime/tcc-0.9.26
0,6.7402,flanders,b43270f9,osh,6f738c4a,configure,/home/andy/git/oilshell/oil/_deps/osh-runtime/yash-2.46
