status,elapsed_secs,host_name,host_hash,shell_name,shell_hash,task_type,task_arg
0,0.0190,lisa,b43270f9,bash,d685a43c,abuild,abuild-help
0,12.0149,lisa,b43270f9,bash,d685a43c,cpython,cpython-configure
0,3.2210,lisa,b43270f9,bash,d685a43c,configure,/home/andy/git/oilshell/oil/_deps/osh-runtime/ocaml-4.06.0
0,0.0358,lisa,b43270f9,bash,d685a43c,configure,/home/andy/git/oilshell/oil/_deps/osh-runtime/tcc-0.9.26
0,1.3494,lisa,b43270f9,bash,d685a43c,configure,/home/andy/git/oilshell/oil/_deps/osh-runtime/yash-2.46
0,0.0077,lisa,b43270f9,dash,2887d9e6,abuild,abuild-help
0,12.1690,lisa,b43270f9,dash,2887d9e6,cpython,cpython-configure
0,3.1871,lisa,b43270f9,dash,2887d9e6,configure,/home/andy/git/oilshell/oil/_deps/osh-runtime/ocaml-4.06.0
0,0.0319,lisa,b43270f9,dash,2887d9e6,configure,/home/andy/git/oilshell/oil/_deps/osh-runtime/tcc-0.9.26
0,1.3145,lisa,b43270f9,dash,2887d9e6,configure,/home/andy/git/oilshell/oil/_deps/osh-runtime/yash-2.46
0,0.4146,lisa,b43270f9,osh,ab6862cc,abuild,abuild-help
0,12.3143,lisa,b43270f9,osh,ab6862cc,cpython,cpython-configure
0,4.5349,lisa,b43270f9,osh,ab6862cc,configure,/home/andy/git/oilshell/oil/_deps/osh-runtime/ocaml-4.06.0
0,0.1704,lisa,b43270f9,osh,ab6862cc,configure,/home/andy/git/oilshell/oil/_deps/osh-runtime/tcc-0.9.26
0,2.6415,lisa,b43270f9,osh,ab6862cc,configure,/home/andy/git/oilshell/oil/_deps/osh-runtime/yash-2.46
