status,elapsed_secs,user_secs,sys_secs,max_rss_KiB,host_name,host_hash,shell_name,shell_hash,task_type,task_arg
0,0.002052,0.000000,0.002045,3352,spring,d80ab850,bash,9af8f89f,hello-world,hello-world
0,0.036662,0.030320,0.007977,4644,spring,d80ab850,bash,9af8f89f,abuild,abuild-help
0,25.418081,19.017337,7.320045,26752,spring,d80ab850,bash,9af8f89f,cpython,cpython-configure
0,5.846925,3.553701,1.386686,20736,spring,d80ab850,bash,9af8f89f,configure,/home/andy/git/oilshell/oil/_deps/osh-runtime/ocaml-4.06.0
0,0.083343,0.062995,0.021893,19956,spring,d80ab850,bash,9af8f89f,configure,/home/andy/git/oilshell/oil/_deps/osh-runtime/tcc-0.9.26
0,2.913357,2.092214,0.845897,24096,spring,d80ab850,bash,9af8f89f,configure,/home/andy/git/oilshell/oil/_deps/osh-runtime/yash-2.46
0,0.001090,0.000000,0.001058,1664,spring,d80ab850,dash,9ff48631,hello-world,hello-world
0,0.017313,0.005741,0.012262,3900,spring,d80ab850,dash,9ff48631,abuild,abuild-help
0,25.520563,18.953115,7.524914,26576,spring,d80ab850,dash,9ff48631,cpython,cpython-configure
0,5.759197,3.403058,1.407579,20724,spring,d80ab850,dash,9ff48631,configure,/home/andy/git/oilshell/oil/_deps/osh-runtime/ocaml-4.06.0
0,0.072060,0.055215,0.017722,19972,spring,d80ab850,dash,9ff48631,configure,/home/andy/git/oilshell/oil/_deps/osh-runtime/tcc-0.9.26
0,2.849257,1.996771,0.863604,24076,spring,d80ab850,dash,9ff48631,configure,/home/andy/git/oilshell/oil/_deps/osh-runtime/yash-2.46
0,0.052830,0.047734,0.003977,12832,spring,d80ab850,osh,68b65d59,hello-world,hello-world
0,0.957105,0.913629,0.050725,19552,spring,d80ab850,osh,68b65d59,abuild,abuild-help
0,89.362170,63.334800,32.552017,43224,spring,d80ab850,osh,68b65d59,cpython,cpython-configure
0,7.708395,5.076170,1.989850,20820,spring,d80ab850,osh,68b65d59,configure,/home/andy/git/oilshell/oil/_deps/osh-runtime/ocaml-4.06.0
0,0.367788,0.317949,0.060153,19948,spring,d80ab850,osh,68b65d59,configure,/home/andy/git/oilshell/oil/_deps/osh-runtime/tcc-0.9.26
0,5.189996,3.882308,1.551748,24112,spring,d80ab850,osh,68b65d59,configure,/home/andy/git/oilshell/oil/_deps/osh-runtime/yash-2.46
