status,elapsed_secs,host_name,host_hash,shell_name,shell_hash,task_type,task_arg
0,0.0568,flanders,f94966d0,bash,d685a43c,abuild,abuild-help
0,30.8450,flanders,f94966d0,bash,d685a43c,cpython,cpython-configure
0,6.4312,flanders,f94966d0,bash,d685a43c,configure,/home/andy/git/oilshell/oil/_deps/osh-runtime/ocaml-4.06.0
0,0.0924,flanders,f94966d0,bash,d685a43c,configure,/home/andy/git/oilshell/oil/_deps/osh-runtime/tcc-0.9.26
0,3.3574,flanders,f94966d0,bash,d685a43c,configure,/home/andy/git/oilshell/oil/_deps/osh-runtime/yash-2.46
0,0.0220,flanders,f94966d0,dash,2887d9e6,abuild,abuild-help
0,30.9686,flanders,f94966d0,dash,2887d9e6,cpython,cpython-configure
0,6.2677,flanders,f94966d0,dash,2887d9e6,configure,/home/andy/git/oilshell/oil/_deps/osh-runtime/ocaml-4.06.0
0,0.0773,flanders,f94966d0,dash,2887d9e6,configure,/home/andy/git/oilshell/oil/_deps/osh-runtime/tcc-0.9.26
0,3.1189,flanders,f94966d0,dash,2887d9e6,configure,/home/andy/git/oilshell/oil/_deps/osh-runtime/yash-2.46
0,1.3310,flanders,f94966d0,osh,738da22f,abuild,abuild-help
0,221.3343,flanders,f94966d0,osh,738da22f,cpython,cpython-configure
0,11.5014,flanders,f94966d0,osh,738da22f,configure,/home/andy/git/oilshell/oil/_deps/osh-runtime/ocaml-4.06.0
0,0.6739,flanders,f94966d0,osh,738da22f,configure,/home/andy/git/oilshell/oil/_deps/osh-runtime/tcc-0.9.26
0,7.8797,flanders,f94966d0,osh,738da22f,configure,/home/andy/git/oilshell/oil/_deps/osh-runtime/yash-2.46
