status,elapsed_secs,host_name,host_hash,shell_name,shell_hash,task_type,task_arg
0,0.0179,lisa,b43270f9,bash,d685a43c,abuild,abuild-help
0,12.2853,lisa,b43270f9,bash,d685a43c,cpython,cpython-configure
0,3.1955,lisa,b43270f9,bash,d685a43c,configure,/home/andy/git/oilshell/oil/_deps/osh-runtime/ocaml-4.06.0
0,0.0396,lisa,b43270f9,bash,d685a43c,configure,/home/andy/git/oilshell/oil/_deps/osh-runtime/tcc-0.9.26
0,1.4116,lisa,b43270f9,bash,d685a43c,configure,/home/andy/git/oilshell/oil/_deps/osh-runtime/yash-2.46
0,0.0067,lisa,b43270f9,dash,2887d9e6,abuild,abuild-help
0,12.1948,lisa,b43270f9,dash,2887d9e6,cpython,cpython-configure
0,3.1617,lisa,b43270f9,dash,2887d9e6,configure,/home/andy/git/oilshell/oil/_deps/osh-runtime/ocaml-4.06.0
0,0.0313,lisa,b43270f9,dash,2887d9e6,configure,/home/andy/git/oilshell/oil/_deps/osh-runtime/tcc-0.9.26
0,1.3632,lisa,b43270f9,dash,2887d9e6,configure,/home/andy/git/oilshell/oil/_deps/osh-runtime/yash-2.46
0,0.4372,lisa,b43270f9,osh,6f738c4a,abuild,abuild-help
0,12.4689,lisa,b43270f9,osh,6f738c4a,cpython,cpython-configure
0,4.7011,lisa,b43270f9,osh,6f738c4a,configure,/home/andy/git/oilshell/oil/_deps/osh-runtime/ocaml-4.06.0
0,0.1842,lisa,b43270f9,osh,6f738c4a,configure,/home/andy/git/oilshell/oil/_deps/osh-runtime/tcc-0.9.26
0,2.7849,lisa,b43270f9,osh,6f738c4a,configure,/home/andy/git/oilshell/oil/_deps/osh-runtime/yash-2.46
