status,elapsed_secs,host_name,host_hash,shell_name,shell_hash,task_type,task_arg
0,0.0171,lisa,b43270f9,bash,d685a43c,abuild,abuild-help
0,11.9950,lisa,b43270f9,bash,d685a43c,cpython,cpython-configure
0,3.2460,lisa,b43270f9,bash,d685a43c,configure,/home/andy/git/oilshell/oil/_deps/osh-runtime/ocaml-4.06.0
0,0.0398,lisa,b43270f9,bash,d685a43c,configure,/home/andy/git/oilshell/oil/_deps/osh-runtime/tcc-0.9.26
0,1.3704,lisa,b43270f9,bash,d685a43c,configure,/home/andy/git/oilshell/oil/_deps/osh-runtime/yash-2.46
0,0.0078,lisa,b43270f9,dash,2887d9e6,abuild,abuild-help
0,10.6089,lisa,b43270f9,dash,2887d9e6,cpython,cpython-configure
0,3.1787,lisa,b43270f9,dash,2887d9e6,configure,/home/andy/git/oilshell/oil/_deps/osh-runtime/ocaml-4.06.0
0,0.0320,lisa,b43270f9,dash,2887d9e6,configure,/home/andy/git/oilshell/oil/_deps/osh-runtime/tcc-0.9.26
0,1.2609,lisa,b43270f9,dash,2887d9e6,configure,/home/andy/git/oilshell/oil/_deps/osh-runtime/yash-2.46
0,0.4072,lisa,b43270f9,osh,0e2510c8,abuild,abuild-help
0,90.1617,lisa,b43270f9,osh,0e2510c8,cpython,cpython-configure
0,4.6253,lisa,b43270f9,osh,0e2510c8,configure,/home/andy/git/oilshell/oil/_deps/osh-runtime/ocaml-4.06.0
0,0.1894,lisa,b43270f9,osh,0e2510c8,configure,/home/andy/git/oilshell/oil/_deps/osh-runtime/tcc-0.9.26
0,2.3160,lisa,b43270f9,osh,0e2510c8,configure,/home/andy/git/oilshell/oil/_deps/osh-runtime/yash-2.46
