status,elapsed_secs,host_name,host_hash,shell_name,shell_hash,task_type,task_arg
0,0.0518,flanders,cc016cb1,bash,d685a43c,abuild,abuild-help
0,30.4772,flanders,cc016cb1,bash,d685a43c,cpython,cpython-configure
0,6.3367,flanders,cc016cb1,bash,d685a43c,configure,/home/andy/git/oilshell/oil/_deps/osh-runtime/ocaml-4.06.0
0,0.0962,flanders,cc016cb1,bash,d685a43c,configure,/home/andy/git/oilshell/oil/_deps/osh-runtime/tcc-0.9.26
0,3.4050,flanders,cc016cb1,bash,d685a43c,configure,/home/andy/git/oilshell/oil/_deps/osh-runtime/yash-2.46
0,0.0248,flanders,cc016cb1,dash,2887d9e6,abuild,abuild-help
0,30.8272,flanders,cc016cb1,dash,2887d9e6,cpython,cpython-configure
0,6.1617,flanders,cc016cb1,dash,2887d9e6,configure,/home/andy/git/oilshell/oil/_deps/osh-runtime/ocaml-4.06.0
0,0.0879,flanders,cc016cb1,dash,2887d9e6,configure,/home/andy/git/oilshell/oil/_deps/osh-runtime/tcc-0.9.26
0,3.3264,flanders,cc016cb1,dash,2887d9e6,configure,/home/andy/git/oilshell/oil/_deps/osh-runtime/yash-2.46
0,1.4341,flanders,cc016cb1,osh,77623494,abuild,abuild-help
0,211.5355,flanders,cc016cb1,osh,77623494,cpython,cpython-configure
0,10.9257,flanders,cc016cb1,osh,77623494,configure,/home/andy/git/oilshell/oil/_deps/osh-runtime/ocaml-4.06.0
0,0.5077,flanders,cc016cb1,osh,77623494,configure,/home/andy/git/oilshell/oil/_deps/osh-runtime/tcc-0.9.26
0,6.3066,flanders,cc016cb1,osh,77623494,configure,/home/andy/git/oilshell/oil/_deps/osh-runtime/yash-2.46
