status,elapsed_secs,user_secs,sys_secs,max_rss_KiB,host_name,host_hash,shell_name,shell_hash,task_type,task_arg
0,0.001149,0.001084,0.000000,3244,lenny,3063f657,bash,9af8f89f,hello-world,hello-world
0,0.017941,0.017054,0.001277,4804,lenny,3063f657,bash,9af8f89f,abuild,abuild-help
0,14.906094,11.173629,4.200077,26540,lenny,3063f657,bash,9af8f89f,cpython,cpython-configure
0,4.098140,2.279994,0.858815,20784,lenny,3063f657,bash,9af8f89f,configure,/home/andy/git/oilshell/oil/_deps/osh-runtime/ocaml-4.06.0
0,0.054149,0.040178,0.014105,20016,lenny,3063f657,bash,9af8f89f,configure,/home/andy/git/oilshell/oil/_deps/osh-runtime/tcc-0.9.26
0,1.774559,1.308094,0.478970,24036,lenny,3063f657,bash,9af8f89f,configure,/home/andy/git/oilshell/oil/_deps/osh-runtime/yash-2.46
0,0.000752,0.000701,0.000000,1688,lenny,3063f657,dash,9ff48631,hello-world,hello-world
0,0.009353,0.007713,0.002083,3844,lenny,3063f657,dash,9ff48631,abuild,abuild-help
0,14.738186,11.205671,4.014407,26600,lenny,3063f657,dash,9ff48631,cpython,cpython-configure
0,4.222323,2.345891,0.921238,20808,lenny,3063f657,dash,9ff48631,configure,/home/andy/git/oilshell/oil/_deps/osh-runtime/ocaml-4.06.0
0,0.038126,0.028299,0.010269,19996,lenny,3063f657,dash,9ff48631,configure,/home/andy/git/oilshell/oil/_deps/osh-runtime/tcc-0.9.26
0,1.477605,1.096747,0.389200,24048,lenny,3063f657,dash,9ff48631,configure,/home/andy/git/oilshell/oil/_deps/osh-runtime/yash-2.46
0,0.050748,0.042394,0.008288,16440,lenny,3063f657,osh,caeaec44,hello-world,hello-world
0,0.571076,0.537741,0.036305,24000,lenny,3063f657,osh,caeaec44,abuild,abuild-help
0,34.017865,23.619322,12.620539,48848,lenny,3063f657,osh,caeaec44,cpython,cpython-configure
0,4.923247,2.922564,1.166271,20808,lenny,3063f657,osh,caeaec44,configure,/home/andy/git/oilshell/oil/_deps/osh-runtime/ocaml-4.06.0
0,0.191254,0.156056,0.038087,19908,lenny,3063f657,osh,caeaec44,configure,/home/andy/git/oilshell/oil/_deps/osh-runtime/tcc-0.9.26
0,2.623704,2.025238,0.668989,24052,lenny,3063f657,osh,caeaec44,configure,/home/andy/git/oilshell/oil/_deps/osh-runtime/yash-2.46
0,0.035791,0.019863,0.015891,13104,lenny,3063f657,osh,67716319,hello-world,hello-world
0,0.627394,0.592500,0.038079,19896,lenny,3063f657,osh,67716319,abuild,abuild-help
0,31.883162,23.797799,10.038896,43752,lenny,3063f657,osh,67716319,cpython,cpython-configure
0,4.846902,3.060797,0.946295,20808,lenny,3063f657,osh,67716319,configure,/home/andy/git/oilshell/oil/_deps/osh-runtime/ocaml-4.06.0
0,0.202242,0.188667,0.016673,19904,lenny,3063f657,osh,67716319,configure,/home/andy/git/oilshell/oil/_deps/osh-runtime/tcc-0.9.26
0,2.683187,2.042007,0.704101,24012,lenny,3063f657,osh,67716319,configure,/home/andy/git/oilshell/oil/_deps/osh-runtime/yash-2.46
0,0.001676,0.000000,0.001622,4176,lenny,3063f657,osh_eval.stripped,601113b9,hello-world,hello-world
0,0.057793,0.046524,0.012461,14460,lenny,3063f657,osh_eval.stripped,601113b9,abuild,abuild-help
0,33.446063,27.273247,6.966775,52692,lenny,3063f657,osh_eval.stripped,601113b9,cpython,cpython-configure
0,4.001735,2.262475,0.794648,20776,lenny,3063f657,osh_eval.stripped,601113b9,configure,/home/andy/git/oilshell/oil/_deps/osh-runtime/ocaml-4.06.0
0,0.059973,0.029440,0.031798,20076,lenny,3063f657,osh_eval.stripped,601113b9,configure,/home/andy/git/oilshell/oil/_deps/osh-runtime/tcc-0.9.26
0,2.012336,1.433573,0.608330,23956,lenny,3063f657,osh_eval.stripped,601113b9,configure,/home/andy/git/oilshell/oil/_deps/osh-runtime/yash-2.46
