status,elapsed_secs,user_secs,sys_secs,max_rss_KiB,host_name,host_hash,shell_name,shell_hash,task_type,task_arg
0,0.001300,0.000000,0.000958,3304,lenny,b7f988ad,bash,9af8f89f,hello-world,hello-world
0,0.016139,0.010511,0.005618,4756,lenny,b7f988ad,bash,9af8f89f,abuild,abuild-help
0,14.481965,10.956724,3.946552,26616,lenny,b7f988ad,bash,9af8f89f,cpython,cpython-configure
0,4.063522,2.282675,0.829539,20792,lenny,b7f988ad,bash,9af8f89f,configure,/home/andy/git/oilshell/oil/_deps/osh-runtime/ocaml-4.06.0
0,0.039198,0.034404,0.004574,20004,lenny,b7f988ad,bash,9af8f89f,configure,/home/andy/git/oilshell/oil/_deps/osh-runtime/tcc-0.9.26
0,1.599479,1.108393,0.486177,24164,lenny,b7f988ad,bash,9af8f89f,configure,/home/andy/git/oilshell/oil/_deps/osh-runtime/yash-2.46
0,0.000441,0.000414,0.000000,1660,lenny,b7f988ad,dash,9ff48631,hello-world,hello-world
0,0.006810,0.006384,0.000902,3888,lenny,b7f988ad,dash,9ff48631,abuild,abuild-help
0,14.286325,10.906363,3.842535,26664,lenny,b7f988ad,dash,9ff48631,cpython,cpython-configure
0,3.983637,2.243559,0.769564,20976,lenny,b7f988ad,dash,9ff48631,configure,/home/andy/git/oilshell/oil/_deps/osh-runtime/ocaml-4.06.0
0,0.044128,0.034905,0.009872,20188,lenny,b7f988ad,dash,9ff48631,configure,/home/andy/git/oilshell/oil/_deps/osh-runtime/tcc-0.9.26
0,1.523042,1.132032,0.400485,24164,lenny,b7f988ad,dash,9ff48631,configure,/home/andy/git/oilshell/oil/_deps/osh-runtime/yash-2.46
0,0.035971,0.030983,0.003872,13196,lenny,b7f988ad,osh,f6956f5f,hello-world,hello-world
0,0.590909,0.551846,0.032464,19980,lenny,b7f988ad,osh,f6956f5f,abuild,abuild-help
0,31.573447,23.706090,9.843107,43860,lenny,b7f988ad,osh,f6956f5f,cpython,cpython-configure
0,4.655411,2.870507,0.934398,20708,lenny,b7f988ad,osh,f6956f5f,configure,/home/andy/git/oilshell/oil/_deps/osh-runtime/ocaml-4.06.0
0,0.182421,0.146754,0.037223,20064,lenny,b7f988ad,osh,f6956f5f,configure,/home/andy/git/oilshell/oil/_deps/osh-runtime/tcc-0.9.26
0,2.464508,1.934826,0.584120,24028,lenny,b7f988ad,osh,f6956f5f,configure,/home/andy/git/oilshell/oil/_deps/osh-runtime/yash-2.46
