status	elapsed_secs	user_secs	sys_secs	max_rss_KiB	task_id	host_name	sh_path	workload
0	0.001038	0.000954	0.000000	3464	0	hoover	bash	hello-world
0	0.013439	0.013116	0.000539	5020	1	hoover	bash	abuild-print-help
0	11.556064	8.484178	3.100103	32648	2	hoover	bash	configure.cpython
0	3.276463	1.720575	0.552199	25972	3	hoover	bash	configure.ocaml
0	0.037730	0.035950	0.001928	25908	4	hoover	bash	configure.tcc
0	1.312095	0.943981	0.339124	32628	5	hoover	bash	configure.yash
0	0.000474	0.000465	0.000000	1712	6	hoover	dash	hello-world
0	0.007273	0.006347	0.000969	4056	7	hoover	dash	abuild-print-help
0	11.573292	8.695049	2.941798	32640	8	hoover	dash	configure.cpython
0	3.199920	1.640957	0.551204	26072	9	hoover	dash	configure.ocaml
0	0.034073	0.031917	0.001906	25836	10	hoover	dash	configure.tcc
0	1.315577	0.949914	0.352163	32656	11	hoover	dash	configure.yash
0	0.033278	0.021004	0.012168	15812	12	hoover	bin/osh	hello-world
0	0.407848	0.371619	0.038670	21344	13	hoover	bin/osh	abuild-print-help
0	26.706519	18.168893	10.060826	34584	14	hoover	bin/osh	configure.cpython
0	3.919111	2.217992	0.813788	26044	15	hoover	bin/osh	configure.ocaml
0	0.165985	0.150259	0.018073	25728	16	hoover	bin/osh	configure.tcc
0	1.949614	1.474296	0.507836	32660	17	hoover	bin/osh	configure.yash
0	0.002017	0.001943	0.000000	6292	18	hoover	/home/andy/git/oilshell/oil/../benchmark-data/src/oils-for-unix-0.17.0/_bin/cxx-opt-sh/osh	hello-world
0	0.020301	0.013082	0.007739	9768	19	hoover	/home/andy/git/oilshell/oil/../benchmark-data/src/oils-for-unix-0.17.0/_bin/cxx-opt-sh/osh	abuild-print-help
0	14.325085	10.301413	4.216906	32744	20	hoover	/home/andy/git/oilshell/oil/../benchmark-data/src/oils-for-unix-0.17.0/_bin/cxx-opt-sh/osh	configure.cpython
0	3.359402	1.640229	0.723567	26156	21	hoover	/home/andy/git/oilshell/oil/../benchmark-data/src/oils-for-unix-0.17.0/_bin/cxx-opt-sh/osh	configure.ocaml
0	0.037137	0.030915	0.006374	25736	22	hoover	/home/andy/git/oilshell/oil/../benchmark-data/src/oils-for-unix-0.17.0/_bin/cxx-opt-sh/osh	configure.tcc
0	1.355454	1.008750	0.346648	32656	23	hoover	/home/andy/git/oilshell/oil/../benchmark-data/src/oils-for-unix-0.17.0/_bin/cxx-opt-sh/osh	configure.yash
