status	elapsed_secs	user_secs	sys_secs	max_rss_KiB	task_id	host_name	sh_path	workload
0	0.000912	0.000683	0.000000	3176	0	lenny	bash	hello-world
0	0.014760	0.014415	0.001091	4844	1	lenny	bash	abuild-print-help
0	15.322791	11.929084	3.886472	26688	2	lenny	bash	configure.cpython
0	3.954491	2.259078	0.765386	20708	3	lenny	bash	configure.ocaml
0	0.043912	0.029661	0.015063	19960	4	lenny	bash	configure.tcc
0	1.561525	1.190894	0.387159	24036	5	lenny	bash	configure.yash
0	0.000578	0.000545	0.000000	1608	6	lenny	dash	hello-world
0	0.006159	0.006353	0.000130	3932	7	lenny	dash	abuild-print-help
0	15.043876	11.591665	3.957504	26832	8	lenny	dash	configure.cpython
0	3.975296	2.222772	0.786375	20712	9	lenny	dash	configure.ocaml
0	0.048840	0.036176	0.013256	19948	10	lenny	dash	configure.tcc
0	1.724652	1.299884	0.436178	24108	11	lenny	dash	configure.yash
0	0.045264	0.041226	0.004053	17204	12	lenny	bin/osh	hello-world
0	0.489559	0.463444	0.028885	22676	13	lenny	bin/osh	abuild-print-help
0	31.621190	23.275764	10.619758	35752	14	lenny	bin/osh	configure.cpython
0	4.341579	2.660299	0.833856	20768	15	lenny	bin/osh	configure.ocaml
0	0.171881	0.161319	0.013641	20048	16	lenny	bin/osh	configure.tcc
0	2.395532	1.883380	0.579944	23968	17	lenny	bin/osh	configure.yash
0	0.001904	0.000000	0.001866	6460	18	lenny	/home/andy/git/oilshell/oil/../benchmark-data/src/oils-for-unix-0.21.0/_bin/cxx-opt-sh/osh	hello-world
0	0.019407	0.015781	0.004507	9776	19	lenny	/home/andy/git/oilshell/oil/../benchmark-data/src/oils-for-unix-0.21.0/_bin/cxx-opt-sh/osh	abuild-print-help
0	16.815662	12.771633	4.654626	26652	20	lenny	/home/andy/git/oilshell/oil/../benchmark-data/src/oils-for-unix-0.21.0/_bin/cxx-opt-sh/osh	configure.cpython
0	4.044054	2.265218	0.852482	20768	21	lenny	/home/andy/git/oilshell/oil/../benchmark-data/src/oils-for-unix-0.21.0/_bin/cxx-opt-sh/osh	configure.ocaml
0	0.062233	0.052004	0.011798	20052	22	lenny	/home/andy/git/oilshell/oil/../benchmark-data/src/oils-for-unix-0.21.0/_bin/cxx-opt-sh/osh	configure.tcc
0	1.761397	1.315766	0.471095	24240	23	lenny	/home/andy/git/oilshell/oil/../benchmark-data/src/oils-for-unix-0.21.0/_bin/cxx-opt-sh/osh	configure.yash
