status	elapsed_secs	user_secs	sys_secs	max_rss_KiB	task_id	host_name	sh_path	workload
0	0.010949	0.001116	0.000000	3144	0	lenny	bash	hello-world
0	0.019871	0.019387	0.001296	4660	1	lenny	bash	abuild-print-help
0	14.648384	11.112961	3.984665	26816	2	lenny	bash	configure.cpython
0	4.000489	2.249812	0.799917	20792	3	lenny	bash	configure.ocaml
0	0.058223	0.030990	0.027451	19936	4	lenny	bash	configure.tcc
0	1.640959	1.278057	0.379033	24012	5	lenny	bash	configure.yash
0	0.000609	0.000576	0.000000	1648	6	lenny	dash	hello-world
0	0.006747	0.003060	0.004085	3768	7	lenny	dash	abuild-print-help
0	15.227935	11.670278	4.066797	26584	8	lenny	dash	configure.cpython
0	4.073968	2.231169	0.886393	20936	9	lenny	dash	configure.ocaml
0	0.053286	0.044637	0.009343	19888	10	lenny	dash	configure.tcc
0	1.495695	1.081091	0.422791	24104	11	lenny	dash	configure.yash
0	0.048322	0.036408	0.011831	16720	12	lenny	bin/osh	hello-world
0	0.612706	0.596977	0.018903	24236	13	lenny	bin/osh	abuild-print-help
0	37.192236	25.281238	14.508248	57072	14	lenny	bin/osh	configure.cpython
0	4.970009	3.006761	1.144061	21876	15	lenny	bin/osh	configure.ocaml
0	0.192963	0.143758	0.051978	19968	16	lenny	bin/osh	configure.tcc
0	2.607349	1.969773	0.709812	24024	17	lenny	bin/osh	configure.yash
0	0.002318	0.002283	0.000000	6352	18	lenny	/home/andy/git/oilshell/oil/../benchmark-data/src/oils-for-unix-0.15.0/_bin/cxx-opt-sh/osh	hello-world
0	0.025361	0.019203	0.007022	10636	19	lenny	/home/andy/git/oilshell/oil/../benchmark-data/src/oils-for-unix-0.15.0/_bin/cxx-opt-sh/osh	abuild-print-help
0	20.096616	14.570453	6.381123	36968	20	lenny	/home/andy/git/oilshell/oil/../benchmark-data/src/oils-for-unix-0.15.0/_bin/cxx-opt-sh/osh	configure.cpython
0	3.929561	2.204974	0.775208	20776	21	lenny	/home/andy/git/oilshell/oil/../benchmark-data/src/oils-for-unix-0.15.0/_bin/cxx-opt-sh/osh	configure.ocaml
0	0.052273	0.035796	0.017712	20044	22	lenny	/home/andy/git/oilshell/oil/../benchmark-data/src/oils-for-unix-0.15.0/_bin/cxx-opt-sh/osh	configure.tcc
0	1.607874	1.188310	0.443643	24084	23	lenny	/home/andy/git/oilshell/oil/../benchmark-data/src/oils-for-unix-0.15.0/_bin/cxx-opt-sh/osh	configure.yash
