status	elapsed_secs	user_secs	sys_secs	max_rss_KiB	minor_faults	major_faults	swaps	in_block	out_block	signals	voluntary_ctx	involuntary_ctx	task_id	host_name	sh_path	workload
0	0.000774	0.000734	0.000000	3172	143	0	0	0	8	0	1	0	0	lenny	bash	hello-world
0	0.713231	0.547483	0.221018	3316	99232	0	0	0	8	0	1929	159	1	lenny	bash	bin-true
0	14.632004	11.354417	3.773971	26668	2192766	0	0	0	24504	0	14874	223	2	lenny	bash	configure.cpython
0	15.904929	12.084411	4.602245	29876	2103335	0	0	40	37736	0	17502	221	3	lenny	bash	configure.util-linux
0	3.945421	2.224343	0.792451	20732	407006	0	0	0	3704	0	1954	29	4	lenny	bash	configure.ocaml
0	0.042633	0.032645	0.010904	19844	6376	0	0	0	80	0	41	0	5	lenny	bash	configure.tcc
0	1.596622	1.180172	0.432042	24020	231730	0	0	0	3128	0	866	11	6	lenny	bash	configure.yash
0	0.012846	0.012886	0.000572	4852	2455	0	0	0	8	0	40	0	7	lenny	bash	abuild-print-help
0	0.000468	0.000436	0.000000	1620	70	0	0	0	8	0	1	0	8	lenny	dash	hello-world
0	0.682412	0.502407	0.200279	1684	67134	0	0	0	8	0	1818	103	9	lenny	dash	bin-true
0	14.033464	10.695583	3.607978	26728	1782644	0	0	0	24504	0	14744	151	10	lenny	dash	configure.cpython
0	13.391031	10.371084	3.464759	29708	1703057	0	0	0	37736	0	17082	300	11	lenny	dash	configure.util-linux
0	3.835587	2.190198	0.682896	20736	390371	0	0	0	3704	0	1954	29	12	lenny	dash	configure.ocaml
0	0.043752	0.029876	0.014481	19920	5586	0	0	0	80	0	43	1	13	lenny	dash	configure.tcc
0	1.548109	1.183627	0.375147	24004	222260	0	0	0	3128	0	868	13	14	lenny	dash	configure.yash
0	0.008103	0.004915	0.003589	3996	1136	0	0	0	8	0	37	0	15	lenny	dash	abuild-print-help
0	0.001885	0.001848	0.000000	6588	339	0	0	0	16	0	1	0	16	lenny	/home/andy/git/oils-for-unix/oils/../benchmark-data/src/oils-for-unix-0.32.0/_bin/cxx-opt-sh/osh	hello-world
