job_id	host_name	host_hash	sh_path	shell_hash
2025-06-24__15-40-36	lenny	1ff4d011	bash	f4a82186
2025-06-24__15-40-36	lenny	1ff4d011	dash	f5780e2f
2025-06-24__15-40-36	lenny	1ff4d011	mksh	11284043
2025-06-24__15-40-36	lenny	1ff4d011	zsh	d0c4af83
2025-06-24__15-40-36	lenny	1ff4d011	bin/osh	475126b2
2025-06-24__15-40-36	lenny	1ff4d011	/home/andy/git/oils-for-unix/oils/_tmp/oils-ref-tar-test/oils-ref-0.32.0/_bin/osh	b332fc44
2025-06-24__15-40-36	lenny	1ff4d011	/home/andy/git/oils-for-unix/oils/../benchmark-data/src/oils-for-unix-0.32.0/_bin/cxx-opt-sh/osh	edd4459d
2025-06-24__15-40-36	lenny	1ff4d011	/home/andy/git/oils-for-unix/oils/../benchmark-data/src/oils-for-unix-0.32.0/_bin/cxx-opt-sh/mycpp-souffle/osh	d2b75992
2025-06-24__15-40-36	lenny	1ff4d011	/home/andy/git/oils-for-unix/oils/../benchmark-data/src/oils-for-unix-0.32.0/_bin/cxx-opt-sh/osh-static	e68324ab
2025-06-24__15-40-36	lenny	1ff4d011	python2	31dd8d0b
