status	elapsed_secs	user_secs	sys_secs	max_rss_KiB	task_id	host_name	sh_path	workload
0	0.000912	0.000903	0.000000	3392	0	hoover	bash	hello-world
0	0.010905	0.007581	0.003539	4972	1	hoover	bash	abuild-print-help
0	11.449024	8.418355	3.074874	32684	2	hoover	bash	configure.cpython
0	3.184510	1.575861	0.619290	26080	3	hoover	bash	configure.ocaml
0	0.034286	0.030034	0.004320	25724	4	hoover	bash	configure.tcc
0	1.349084	0.992005	0.343609	32408	5	hoover	bash	configure.yash
0	0.000575	0.000559	0.000000	1720	6	hoover	dash	hello-world
0	0.006665	0.003912	0.002764	4344	7	hoover	dash	abuild-print-help
0	11.330280	8.400362	2.984042	32660	8	hoover	dash	configure.cpython
0	3.206419	1.560405	0.627675	25980	9	hoover	dash	configure.ocaml
0	0.033434	0.020374	0.012795	25640	10	hoover	dash	configure.tcc
0	1.359095	0.936106	0.358064	32644	11	hoover	dash	configure.yash
0	0.032965	0.024909	0.008080	15964	12	hoover	bin/osh	hello-world
0	0.403379	0.389575	0.016069	21448	13	hoover	bin/osh	abuild-print-help
0	27.064126	18.402305	10.216142	34560	14	hoover	bin/osh	configure.cpython
0	3.941696	2.184487	0.866724	25948	15	hoover	bin/osh	configure.ocaml
0	0.163684	0.128635	0.034322	25568	16	hoover	bin/osh	configure.tcc
0	1.965996	1.480874	0.520430	32520	17	hoover	bin/osh	configure.yash
0	0.002222	0.002139	0.000000	6596	18	hoover	/home/andy/git/oilshell/oil/../benchmark-data/src/oils-for-unix-0.18.0/_bin/cxx-opt-sh/osh	hello-world
0	0.021301	0.021276	0.000225	9816	19	hoover	/home/andy/git/oilshell/oil/../benchmark-data/src/oils-for-unix-0.18.0/_bin/cxx-opt-sh/osh	abuild-print-help
0	13.532542	9.918084	3.819851	32580	20	hoover	/home/andy/git/oilshell/oil/../benchmark-data/src/oils-for-unix-0.18.0/_bin/cxx-opt-sh/osh	configure.cpython
0	3.306049	1.674868	0.622536	25952	21	hoover	/home/andy/git/oilshell/oil/../benchmark-data/src/oils-for-unix-0.18.0/_bin/cxx-opt-sh/osh	configure.ocaml
0	0.041734	0.037438	0.004858	25628	22	hoover	/home/andy/git/oilshell/oil/../benchmark-data/src/oils-for-unix-0.18.0/_bin/cxx-opt-sh/osh	configure.tcc
0	1.350917	0.981228	0.367122	32520	23	hoover	/home/andy/git/oilshell/oil/../benchmark-data/src/oils-for-unix-0.18.0/_bin/cxx-opt-sh/osh	configure.yash
