status	elapsed_secs	user_secs	sys_secs	max_rss_KiB	task_id	host_name	sh_path	workload
0	0.001173	0.001154	0.000000	3432	0	hoover	bash	hello-world
0	0.012579	0.008274	0.004188	4952	1	hoover	bash	abuild-print-help
0	11.600607	8.633841	3.098755	32648	2	hoover	bash	configure.cpython
0	3.265483	1.703133	0.569590	25952	3	hoover	bash	configure.ocaml
0	0.035920	0.019931	0.016082	25692	4	hoover	bash	configure.tcc
0	1.343427	0.972087	0.363067	32520	5	hoover	bash	configure.yash
0	0.000507	0.000437	0.000000	1704	6	hoover	dash	hello-world
0	0.007072	0.004009	0.003255	4356	7	hoover	dash	abuild-print-help
0	11.485564	8.475383	3.131946	32752	8	hoover	dash	configure.cpython
0	3.155775	1.582416	0.574966	26128	9	hoover	dash	configure.ocaml
0	0.030836	0.025827	0.004880	25804	10	hoover	dash	configure.tcc
0	1.276838	0.871365	0.392508	32448	11	hoover	dash	configure.yash
0	0.046791	0.039037	0.007666	15828	12	hoover	bin/osh	hello-world
0	0.481473	0.433980	0.050825	21348	13	hoover	bin/osh	abuild-print-help
0	27.297063	18.693938	10.331477	34308	14	hoover	bin/osh	configure.cpython
0	4.013361	2.263608	0.864322	26016	15	hoover	bin/osh	configure.ocaml
0	0.172998	0.129750	0.045656	25688	16	hoover	bin/osh	configure.tcc
0	1.979627	1.411866	0.612912	32516	17	hoover	bin/osh	configure.yash
0	0.002147	0.000000	0.002047	6800	18	hoover	/home/andy/git/oilshell/oil/../benchmark-data/src/oils-for-unix-0.19.0/_bin/cxx-opt-sh/osh	hello-world
0	0.021622	0.014824	0.007524	10100	19	hoover	/home/andy/git/oilshell/oil/../benchmark-data/src/oils-for-unix-0.19.0/_bin/cxx-opt-sh/osh	abuild-print-help
0	13.354940	9.665618	3.900622	32572	20	hoover	/home/andy/git/oilshell/oil/../benchmark-data/src/oils-for-unix-0.19.0/_bin/cxx-opt-sh/osh	configure.cpython
0	3.384385	1.685637	0.705123	26216	21	hoover	/home/andy/git/oilshell/oil/../benchmark-data/src/oils-for-unix-0.19.0/_bin/cxx-opt-sh/osh	configure.ocaml
0	0.040631	0.033052	0.008171	25796	22	hoover	/home/andy/git/oilshell/oil/../benchmark-data/src/oils-for-unix-0.19.0/_bin/cxx-opt-sh/osh	configure.tcc
0	1.364681	0.948868	0.419074	32584	23	hoover	/home/andy/git/oilshell/oil/../benchmark-data/src/oils-for-unix-0.19.0/_bin/cxx-opt-sh/osh	configure.yash
