status	elapsed_secs	user_secs	sys_secs	max_rss_KiB	minor_faults	major_faults	swaps	in_block	out_block	signals	voluntary_ctx	involuntary_ctx	task_id	host_name	sh_path	workload
0	0.001167	0.000934	0.000000	3384	162	0	0	8	8	0	2	0	0	hoover	bash	hello-world
0	1.051841	0.738641	0.338262	3508	104490	1	0	32	8	0	2002	117	1	hoover	bash	bin-true
0	13.505121	9.139187	3.358206	32236	1875963	437	0	67320	25288	0	14481	1168	2	hoover	bash	configure.cpython
0	13.484309	9.452920	3.694534	36340	1754382	91	0	39504	35952	0	19523	1304	3	hoover	bash	configure.util-linux
0	3.272228	1.648142	0.620165	25816	340152	3	0	3096	4472	0	2109	148	4	hoover	bash	configure.ocaml
0	0.040545	0.025192	0.014623	25724	5201	0	0	64	88	0	47	4	5	hoover	bash	configure.tcc
0	1.382767	0.973239	0.394431	32456	179288	12	0	1544	3640	0	906	174	6	hoover	bash	configure.yash
0	0.012291	0.005678	0.006831	5064	2451	0	0	0	8	0	38	1	7	hoover	bash	abuild-print-help
0	0.000559	0.000466	0.000000	1688	91	0	0	0	8	0	1	0	8	hoover	dash	hello-world
0	0.224710	0.199365	0.025644	1764	51457	0	0	0	8	0	2900	19	9	hoover	dash	bin-true
0	11.867429	8.855544	3.126059	32576	1890388	0	0	272	25288	0	14039	1051	10	hoover	dash	configure.cpython
0	13.859604	9.473655	4.675424	36388	1919341	0	0	776	35952	0	17091	1278	11	hoover	dash	configure.util-linux
0	3.294685	1.653648	0.631815	25880	321739	0	0	0	4472	0	2102	242	12	hoover	dash	configure.ocaml
0	0.030166	0.022470	0.007259	25716	4343	0	0	0	88	0	48	2	13	hoover	dash	configure.tcc
0	1.297803	0.935177	0.343492	32480	163099	0	0	0	3640	0	999	192	14	hoover	dash	configure.yash
0	0.006662	0.006197	0.000492	4088	1229	0	0	0	8	0	36	1	15	hoover	dash	abuild-print-help
0	0.063894	0.037013	0.011279	18276	3848	15	0	7416	8	0	193	2	16	hoover	bin/osh	hello-world
0	1.950424	1.324720	0.787614	18520	844964	0	0	0	8	0	2002	109	17	hoover	bin/osh	bin-true
0	28.406629	19.853806	9.998617	32456	6226787	0	0	0	25288	0	12856	1952	18	hoover	bin/osh	configure.cpython
0	28.564998	21.004745	8.147928	36524	5245701	0	0	544	35968	0	17404	1884	19	hoover	bin/osh	configure.util-linux
0	4.086072	2.286004	0.931858	25808	596518	0	0	0	4472	0	1929	256	20	hoover	bin/osh	configure.ocaml
0	0.166054	0.124433	0.042560	25644	23672	0	0	0	88	0	44	12	21	hoover	bin/osh	configure.tcc
0	2.018183	1.374804	0.653398	32508	324496	0	0	0	3640	0	863	201	22	hoover	bin/osh	configure.yash
0	0.397865	0.342163	0.057458	22844	26237	0	0	0	8	0	41	14	23	hoover	bin/osh	abuild-print-help
0	0.004927	0.000000	0.002241	7180	405	2	0	120	16	0	2	0	24	hoover	/home/andy/git/oils-for-unix/oils/../benchmark-data/src/oils-for-unix-0.28.0/_bin/cxx-opt-sh/osh	hello-world
0	1.446045	0.885160	0.536489	9688	144649	3	0	0	16	0	1999	177	25	hoover	/home/andy/git/oils-for-unix/oils/../benchmark-data/src/oils-for-unix-0.28.0/_bin/cxx-opt-sh/osh	bin-true
0	13.008563	9.362738	3.627052	32444	2050236	0	0	0	25296	0	12904	1033	26	hoover	/home/andy/git/oils-for-unix/oils/../benchmark-data/src/oils-for-unix-0.28.0/_bin/cxx-opt-sh/osh	configure.cpython
0	13.896116	9.657032	4.176977	36404	1905216	0	0	8	35960	0	17349	1530	27	hoover	/home/andy/git/oils-for-unix/oils/../benchmark-data/src/oils-for-unix-0.28.0/_bin/cxx-opt-sh/osh	configure.util-linux
0	3.448006	1.673904	0.790142	25828	359990	0	0	0	4480	0	2012	227	28	hoover	/home/andy/git/oils-for-unix/oils/../benchmark-data/src/oils-for-unix-0.28.0/_bin/cxx-opt-sh/osh	configure.ocaml
0	0.037006	0.024916	0.011865	25612	6058	0	0	0	96	0	40	5	29	hoover	/home/andy/git/oils-for-unix/oils/../benchmark-data/src/oils-for-unix-0.28.0/_bin/cxx-opt-sh/osh	configure.tcc
0	1.392015	0.994565	0.379878	32700	184474	0	0	8	3648	0	863	109	30	hoover	/home/andy/git/oils-for-unix/oils/../benchmark-data/src/oils-for-unix-0.28.0/_bin/cxx-opt-sh/osh	configure.yash
0	0.018804	0.009479	0.008913	9948	3485	0	0	0	16	0	33	4	31	hoover	/home/andy/git/oils-for-unix/oils/../benchmark-data/src/oils-for-unix-0.28.0/_bin/cxx-opt-sh/osh	abuild-print-help
