status,elapsed_secs,host_name,host_hash,shell_name,shell_hash,path
0,0.0089,spring,d6f91c68,bash,6f84604a,benchmarks/testdata/t4014-format-patch.sh
0,0.0112,spring,d6f91c68,bash,6f84604a,benchmarks/testdata/functions
0,0.0133,spring,d6f91c68,bash,6f84604a,benchmarks/testdata/configure-helper.sh
0,0.0158,spring,d6f91c68,bash,6f84604a,benchmarks/testdata/abuild
0,0.0120,spring,d6f91c68,bash,6f84604a,benchmarks/testdata/Build.sh
0,0.0130,spring,d6f91c68,bash,6f84604a,benchmarks/testdata/t9300-fast-import.sh
0,0.0320,spring,d6f91c68,bash,6f84604a,benchmarks/testdata/test-cmd-util.sh
0,0.0358,spring,d6f91c68,bash,6f84604a,benchmarks/testdata/ltmain.sh
0,0.0617,spring,d6f91c68,bash,6f84604a,benchmarks/testdata/configure
0,0.1413,spring,d6f91c68,bash,6f84604a,benchmarks/testdata/configure-coreutils
0,0.0025,spring,d6f91c68,dash,3ca0b057,benchmarks/testdata/t4014-format-patch.sh
0,0.0034,spring,d6f91c68,dash,3ca0b057,benchmarks/testdata/functions
2,0.0020,spring,d6f91c68,dash,3ca0b057,benchmarks/testdata/configure-helper.sh
0,0.0043,spring,d6f91c68,dash,3ca0b057,benchmarks/testdata/abuild
0,0.0040,spring,d6f91c68,dash,3ca0b057,benchmarks/testdata/Build.sh
0,0.0030,spring,d6f91c68,dash,3ca0b057,benchmarks/testdata/t9300-fast-import.sh
2,0.0021,spring,d6f91c68,dash,3ca0b057,benchmarks/testdata/test-cmd-util.sh
0,0.0098,spring,d6f91c68,dash,3ca0b057,benchmarks/testdata/ltmain.sh
0,0.0164,spring,d6f91c68,dash,3ca0b057,benchmarks/testdata/configure
0,0.0346,spring,d6f91c68,dash,3ca0b057,benchmarks/testdata/configure-coreutils
0,0.0049,spring,d6f91c68,mksh,fc451c2d,benchmarks/testdata/t4014-format-patch.sh
0,0.0083,spring,d6f91c68,mksh,fc451c2d,benchmarks/testdata/functions
1,0.0091,spring,d6f91c68,mksh,fc451c2d,benchmarks/testdata/configure-helper.sh
0,0.0117,spring,d6f91c68,mksh,fc451c2d,benchmarks/testdata/abuild
0,0.0087,spring,d6f91c68,mksh,fc451c2d,benchmarks/testdata/Build.sh
0,0.0060,spring,d6f91c68,mksh,fc451c2d,benchmarks/testdata/t9300-fast-import.sh
1,0.0094,spring,d6f91c68,mksh,fc451c2d,benchmarks/testdata/test-cmd-util.sh
0,0.0255,spring,d6f91c68,mksh,fc451c2d,benchmarks/testdata/ltmain.sh
0,0.0402,spring,d6f91c68,mksh,fc451c2d,benchmarks/testdata/configure
0,0.0945,spring,d6f91c68,mksh,fc451c2d,benchmarks/testdata/configure-coreutils
0,0.1083,spring,d6f91c68,zsh,c6846721,benchmarks/testdata/t4014-format-patch.sh
0,0.0289,spring,d6f91c68,zsh,c6846721,benchmarks/testdata/functions
0,0.0506,spring,d6f91c68,zsh,c6846721,benchmarks/testdata/configure-helper.sh
0,0.0408,spring,d6f91c68,zsh,c6846721,benchmarks/testdata/abuild
0,0.0967,spring,d6f91c68,zsh,c6846721,benchmarks/testdata/Build.sh
0,0.1212,spring,d6f91c68,zsh,c6846721,benchmarks/testdata/t9300-fast-import.sh
0,0.1287,spring,d6f91c68,zsh,c6846721,benchmarks/testdata/test-cmd-util.sh
0,0.1479,spring,d6f91c68,zsh,c6846721,benchmarks/testdata/ltmain.sh
0,0.3184,spring,d6f91c68,zsh,c6846721,benchmarks/testdata/configure
0,1.1033,spring,d6f91c68,zsh,c6846721,benchmarks/testdata/configure-coreutils
0,0.1166,spring,d6f91c68,osh,be4dbedb,benchmarks/testdata/t4014-format-patch.sh
0,0.2782,spring,d6f91c68,osh,be4dbedb,benchmarks/testdata/functions
0,0.2700,spring,d6f91c68,osh,be4dbedb,benchmarks/testdata/configure-helper.sh
0,0.3524,spring,d6f91c68,osh,be4dbedb,benchmarks/testdata/abuild
0,0.2501,spring,d6f91c68,osh,be4dbedb,benchmarks/testdata/Build.sh
0,0.1318,spring,d6f91c68,osh,be4dbedb,benchmarks/testdata/t9300-fast-import.sh
0,0.7079,spring,d6f91c68,osh,be4dbedb,benchmarks/testdata/test-cmd-util.sh
0,0.7917,spring,d6f91c68,osh,be4dbedb,benchmarks/testdata/ltmain.sh
0,1.8200,spring,d6f91c68,osh,be4dbedb,benchmarks/testdata/configure
0,5.3117,spring,d6f91c68,osh,be4dbedb,benchmarks/testdata/configure-coreutils
0,0.1077,spring,d6f91c68,osh,df536089,benchmarks/testdata/t4014-format-patch.sh
0,0.2367,spring,d6f91c68,osh,df536089,benchmarks/testdata/functions
0,0.2821,spring,d6f91c68,osh,df536089,benchmarks/testdata/configure-helper.sh
0,0.3734,spring,d6f91c68,osh,df536089,benchmarks/testdata/abuild
0,0.2812,spring,d6f91c68,osh,df536089,benchmarks/testdata/Build.sh
0,0.0995,spring,d6f91c68,osh,df536089,benchmarks/testdata/t9300-fast-import.sh
0,0.7568,spring,d6f91c68,osh,df536089,benchmarks/testdata/test-cmd-util.sh
0,0.8544,spring,d6f91c68,osh,df536089,benchmarks/testdata/ltmain.sh
0,2.0387,spring,d6f91c68,osh,df536089,benchmarks/testdata/configure
0,6.1718,spring,d6f91c68,osh,df536089,benchmarks/testdata/configure-coreutils
