status	elapsed_secs	user_secs	sys_secs	max_rss_KiB	shell_name	shell_hash	path	cachegrind_out_path
0	0.389978	0.384151	0.005883	48316	bash	36833674	benchmarks/testdata/t4014-format-patch.sh	hoover.2025-10-05__23-04-18.cachegrind/bash-36833674__t4014-format-patch.sh.txt
0	0.437124	0.424633	0.012460	48308	bash	36833674	benchmarks/testdata/functions	hoover.2025-10-05__23-04-18.cachegrind/bash-36833674__functions.txt
0	0.474316	0.463209	0.010126	48312	bash	36833674	benchmarks/testdata/configure-helper.sh	hoover.2025-10-05__23-04-18.cachegrind/bash-36833674__configure-helper.sh.txt
0	0.477963	0.448139	0.029913	48312	bash	36833674	benchmarks/testdata/abuild	hoover.2025-10-05__23-04-18.cachegrind/bash-36833674__abuild.txt
0	0.449704	0.432033	0.016861	48316	bash	36833674	benchmarks/testdata/Build.sh	hoover.2025-10-05__23-04-18.cachegrind/bash-36833674__Build.sh.txt
0	0.391359	0.371550	0.016382	48316	bash	36833674	benchmarks/testdata/t9300-fast-import.sh	hoover.2025-10-05__23-04-18.cachegrind/bash-36833674__t9300-fast-import.sh.txt
0	0.631172	0.607263	0.024027	48316	bash	36833674	benchmarks/testdata/test-cmd-util.sh	hoover.2025-10-05__23-04-18.cachegrind/bash-36833674__test-cmd-util.sh.txt
0	0.669733	0.649654	0.019946	48304	bash	36833674	benchmarks/testdata/ltmain.sh	hoover.2025-10-05__23-04-18.cachegrind/bash-36833674__ltmain.sh.txt
0	0.990714	0.978467	0.012025	48308	bash	36833674	benchmarks/testdata/configure	hoover.2025-10-05__23-04-18.cachegrind/bash-36833674__configure.txt
0	2.088678	2.043910	0.033806	48316	bash	36833674	benchmarks/testdata/configure-coreutils	hoover.2025-10-05__23-04-18.cachegrind/bash-36833674__configure-coreutils.txt
0	0.269050	0.264247	0.004655	47384	dash	cea41b3e	benchmarks/testdata/t4014-format-patch.sh	hoover.2025-10-05__23-04-18.cachegrind/dash-cea41b3e__t4014-format-patch.sh.txt
0	0.280195	0.268275	0.011836	47372	dash	cea41b3e	benchmarks/testdata/functions	hoover.2025-10-05__23-04-18.cachegrind/dash-cea41b3e__functions.txt
