status,elapsed_secs,user_secs,sys_secs,max_rss_KiB,host_name,host_hash,shell_name,shell_hash,path
0,0.008614,0.008582,0.000000,3376,broome,7a69aabc,bash,9af8f89f,benchmarks/testdata/t4014-format-patch.sh
0,0.010364,0.006910,0.003455,3256,broome,7a69aabc,bash,9af8f89f,benchmarks/testdata/functions
0,0.014986,0.014917,0.000000,3440,broome,7a69aabc,bash,9af8f89f,benchmarks/testdata/configure-helper.sh
0,0.014917,0.014849,0.000000,3260,broome,7a69aabc,bash,9af8f89f,benchmarks/testdata/abuild
0,0.012388,0.012321,0.000000,3416,broome,7a69aabc,bash,9af8f89f,benchmarks/testdata/Build.sh
0,0.011271,0.011277,0.000000,3248,broome,7a69aabc,bash,9af8f89f,benchmarks/testdata/t9300-fast-import.sh
0,0.030061,0.030026,0.000000,3448,broome,7a69aabc,bash,9af8f89f,benchmarks/testdata/test-cmd-util.sh
0,0.034265,0.030428,0.003803,4344,broome,7a69aabc,bash,9af8f89f,benchmarks/testdata/ltmain.sh
0,0.060982,0.056848,0.004060,3884,broome,7a69aabc,bash,9af8f89f,benchmarks/testdata/configure
0,0.142924,0.138887,0.003968,3644,broome,7a69aabc,bash,9af8f89f,benchmarks/testdata/configure-coreutils
0,0.001924,0.001895,0.000000,1692,broome,7a69aabc,dash,9ff48631,benchmarks/testdata/t4014-format-patch.sh
0,0.002785,0.002756,0.000000,1688,broome,7a69aabc,dash,9ff48631,benchmarks/testdata/functions
2,0.001109,0.001079,0.000000,1692,broome,7a69aabc,dash,9ff48631,benchmarks/testdata/configure-helper.sh
0,0.003674,0.003607,0.000000,1676,broome,7a69aabc,dash,9ff48631,benchmarks/testdata/abuild
0,0.003280,0.003211,0.000000,1744,broome,7a69aabc,dash,9ff48631,benchmarks/testdata/Build.sh
0,0.002249,0.002218,0.000000,1676,broome,7a69aabc,dash,9ff48631,benchmarks/testdata/t9300-fast-import.sh
2,0.001237,0.001160,0.000000,1744,broome,7a69aabc,dash,9ff48631,benchmarks/testdata/test-cmd-util.sh
0,0.008489,0.008458,0.000000,2144,broome,7a69aabc,dash,9ff48631,benchmarks/testdata/ltmain.sh
0,0.017569,0.014030,0.003507,2352,broome,7a69aabc,dash,9ff48631,benchmarks/testdata/configure
0,0.032891,0.029209,0.003651,1736,broome,7a69aabc,dash,9ff48631,benchmarks/testdata/configure-coreutils
0,0.003916,0.000000,0.003843,1884,broome,7a69aabc,mksh,e3755400,benchmarks/testdata/t4014-format-patch.sh
0,0.007672,0.007607,0.000000,1796,broome,7a69aabc,mksh,e3755400,benchmarks/testdata/functions
1,0.008103,0.008063,0.000000,1832,broome,7a69aabc,mksh,e3755400,benchmarks/testdata/configure-helper.sh
0,0.010645,0.010577,0.000000,1932,broome,7a69aabc,mksh,e3755400,benchmarks/testdata/abuild
0,0.007792,0.007725,0.000000,1964,broome,7a69aabc,mksh,e3755400,benchmarks/testdata/Build.sh
0,0.005336,0.000000,0.005254,1852,broome,7a69aabc,mksh,e3755400,benchmarks/testdata/t9300-fast-import.sh
1,0.008295,0.008225,0.000000,2016,broome,7a69aabc,mksh,e3755400,benchmarks/testdata/test-cmd-util.sh
0,0.022281,0.022248,0.000000,2980,broome,7a69aabc,mksh,e3755400,benchmarks/testdata/ltmain.sh
0,0.040555,0.036436,0.004048,2448,broome,7a69aabc,mksh,e3755400,benchmarks/testdata/configure
0,0.091934,0.091867,0.000000,2256,broome,7a69aabc,mksh,e3755400,benchmarks/testdata/configure-coreutils
0,0.099365,0.064279,0.043441,3880,broome,7a69aabc,zsh,a785003a,benchmarks/testdata/t4014-format-patch.sh
0,0.012711,0.009503,0.003167,3904,broome,7a69aabc,zsh,a785003a,benchmarks/testdata/functions
0,0.020770,0.017513,0.003410,3908,broome,7a69aabc,zsh,a785003a,benchmarks/testdata/configure-helper.sh
0,0.016805,0.012736,0.004019,3892,broome,7a69aabc,zsh,a785003a,benchmarks/testdata/abuild
0,0.078556,0.055406,0.029948,3976,broome,7a69aabc,zsh,a785003a,benchmarks/testdata/Build.sh
0,0.111701,0.080520,0.039733,3968,broome,7a69aabc,zsh,a785003a,benchmarks/testdata/t9300-fast-import.sh
0,0.026749,0.022890,0.003815,3952,broome,7a69aabc,zsh,a785003a,benchmarks/testdata/test-cmd-util.sh
0,0.041311,0.037746,0.003866,4460,broome,7a69aabc,zsh,a785003a,benchmarks/testdata/ltmain.sh
0,0.123248,0.091969,0.035672,4248,broome,7a69aabc,zsh,a785003a,benchmarks/testdata/configure
0,0.621055,0.462603,0.191392,4116,broome,7a69aabc,zsh,a785003a,benchmarks/testdata/configure-coreutils
0,0.160236,0.136319,0.023759,17568,broome,7a69aabc,osh,caeaec44,benchmarks/testdata/t4014-format-patch.sh
0,0.418682,0.390347,0.028056,20576,broome,7a69aabc,osh,caeaec44,benchmarks/testdata/functions
0,0.422732,0.410554,0.012030,21236,broome,7a69aabc,osh,caeaec44,benchmarks/testdata/configure-helper.sh
0,0.573129,0.565038,0.007936,23064,broome,7a69aabc,osh,caeaec44,benchmarks/testdata/abuild
0,0.424668,0.419383,0.005114,21604,broome,7a69aabc,osh,caeaec44,benchmarks/testdata/Build.sh
0,0.135928,0.123958,0.011845,18248,broome,7a69aabc,osh,caeaec44,benchmarks/testdata/t9300-fast-import.sh
0,1.174261,1.153111,0.021098,32940,broome,7a69aabc,osh,caeaec44,benchmarks/testdata/test-cmd-util.sh
0,1.429121,1.416944,0.011996,34648,broome,7a69aabc,osh,caeaec44,benchmarks/testdata/ltmain.sh
0,2.898411,2.850339,0.047946,57348,broome,7a69aabc,osh,caeaec44,benchmarks/testdata/configure
0,8.688159,8.607834,0.079984,127756,broome,7a69aabc,osh,caeaec44,benchmarks/testdata/configure-coreutils
0,0.152929,0.141092,0.011757,14220,broome,7a69aabc,osh,67716319,benchmarks/testdata/t4014-format-patch.sh
0,0.436596,0.416537,0.020025,16940,broome,7a69aabc,osh,67716319,benchmarks/testdata/functions
0,0.453518,0.445507,0.007955,17532,broome,7a69aabc,osh,67716319,benchmarks/testdata/configure-helper.sh
0,0.616204,0.604166,0.012003,19044,broome,7a69aabc,osh,67716319,benchmarks/testdata/abuild
0,0.447257,0.439214,0.007985,17624,broome,7a69aabc,osh,67716319,benchmarks/testdata/Build.sh
0,0.136679,0.124588,0.012056,14464,broome,7a69aabc,osh,67716319,benchmarks/testdata/t9300-fast-import.sh
0,1.303715,1.283562,0.019993,27668,broome,7a69aabc,osh,67716319,benchmarks/testdata/test-cmd-util.sh
0,1.500107,1.483999,0.015999,29252,broome,7a69aabc,osh,67716319,benchmarks/testdata/ltmain.sh
0,3.332373,3.316240,0.016001,49024,broome,7a69aabc,osh,67716319,benchmarks/testdata/configure
0,9.759825,9.691610,0.067997,110212,broome,7a69aabc,osh,67716319,benchmarks/testdata/configure-coreutils
0,0.007516,0.003744,0.003744,5424,broome,7a69aabc,osh_eval.stripped,601113b9,benchmarks/testdata/t4014-format-patch.sh
0,0.019849,0.015828,0.003957,8716,broome,7a69aabc,osh_eval.stripped,601113b9,benchmarks/testdata/functions
0,0.040888,0.036769,0.004085,11940,broome,7a69aabc,osh_eval.stripped,601113b9,benchmarks/testdata/configure-helper.sh
0,0.069187,0.069112,0.000000,12424,broome,7a69aabc,osh_eval.stripped,601113b9,benchmarks/testdata/abuild
0,0.042519,0.038592,0.003859,11804,broome,7a69aabc,osh_eval.stripped,601113b9,benchmarks/testdata/Build.sh
0,0.009405,0.004686,0.004686,5404,broome,7a69aabc,osh_eval.stripped,601113b9,benchmarks/testdata/t9300-fast-import.sh
0,0.198921,0.175020,0.023866,22488,broome,7a69aabc,osh_eval.stripped,601113b9,benchmarks/testdata/test-cmd-util.sh
0,0.128101,0.112026,0.016003,27948,broome,7a69aabc,osh_eval.stripped,601113b9,benchmarks/testdata/ltmain.sh
0,0.721959,0.693845,0.028074,45208,broome,7a69aabc,osh_eval.stripped,601113b9,benchmarks/testdata/configure
0,2.997565,2.921430,0.076037,142784,broome,7a69aabc,osh_eval.stripped,601113b9,benchmarks/testdata/configure-coreutils
