status	elapsed_secs	user_secs	sys_secs	max_rss_KiB	shell_name	shell_hash	path	cachegrind_out_path
0	0.525418	0.497224	0.028077	35544	bash	9af8f89f	benchmarks/testdata/t4014-format-patch.sh	no-host.2022-11-10__11-53-07.cachegrind/bash-9af8f89f__t4014-format-patch.sh.txt
0	0.599293	0.579438	0.020037	35540	bash	9af8f89f	benchmarks/testdata/functions	no-host.2022-11-10__11-53-07.cachegrind/bash-9af8f89f__functions.txt
0	0.697766	0.681936	0.015982	35544	bash	9af8f89f	benchmarks/testdata/configure-helper.sh	no-host.2022-11-10__11-53-07.cachegrind/bash-9af8f89f__configure-helper.sh.txt
0	0.684278	0.668147	0.016433	35540	bash	9af8f89f	benchmarks/testdata/abuild	no-host.2022-11-10__11-53-07.cachegrind/bash-9af8f89f__abuild.txt
0	0.630806	0.603373	0.027641	35540	bash	9af8f89f	benchmarks/testdata/Build.sh	no-host.2022-11-10__11-53-07.cachegrind/bash-9af8f89f__Build.sh.txt
0	0.615524	0.597791	0.017879	35544	bash	9af8f89f	benchmarks/testdata/t9300-fast-import.sh	no-host.2022-11-10__11-53-07.cachegrind/bash-9af8f89f__t9300-fast-import.sh.txt
0	1.216408	1.205044	0.011576	35544	bash	9af8f89f	benchmarks/testdata/test-cmd-util.sh	no-host.2022-11-10__11-53-07.cachegrind/bash-9af8f89f__test-cmd-util.sh.txt
0	1.334324	1.296717	0.037851	35540	bash	9af8f89f	benchmarks/testdata/ltmain.sh	no-host.2022-11-10__11-53-07.cachegrind/bash-9af8f89f__ltmain.sh.txt
0	2.335111	2.318830	0.016006	35540	bash	9af8f89f	benchmarks/testdata/configure	no-host.2022-11-10__11-53-07.cachegrind/bash-9af8f89f__configure.txt
0	4.842974	4.811008	0.031980	35544	bash	9af8f89f	benchmarks/testdata/configure-coreutils	no-host.2022-11-10__11-53-07.cachegrind/bash-9af8f89f__configure-coreutils.txt
0	0.308207	0.284714	0.023834	35064	dash	9ff48631	benchmarks/testdata/t4014-format-patch.sh	no-host.2022-11-10__11-53-07.cachegrind/dash-9ff48631__t4014-format-patch.sh.txt
0	0.344027	0.323762	0.020566	35064	dash	9ff48631	benchmarks/testdata/functions	no-host.2022-11-10__11-53-07.cachegrind/dash-9ff48631__functions.txt
2	0.295176	0.277369	0.018078	35064	dash	9ff48631	benchmarks/testdata/configure-helper.sh	no-host.2022-11-10__11-53-07.cachegrind/dash-9ff48631__configure-helper.sh.txt
0	0.321597	0.309833	0.012001	35060	dash	9ff48631	benchmarks/testdata/abuild	no-host.2022-11-10__11-53-07.cachegrind/dash-9ff48631__abuild.txt
0	0.344411	0.328367	0.016309	35064	dash	9ff48631	benchmarks/testdata/Build.sh	no-host.2022-11-10__11-53-07.cachegrind/dash-9ff48631__Build.sh.txt
0	0.285969	0.277911	0.008306	35060	dash	9ff48631	benchmarks/testdata/t9300-fast-import.sh	no-host.2022-11-10__11-53-07.cachegrind/dash-9ff48631__t9300-fast-import.sh.txt
2	0.330790	0.307767	0.011907	35064	dash	9ff48631	benchmarks/testdata/test-cmd-util.sh	no-host.2022-11-10__11-53-07.cachegrind/dash-9ff48631__test-cmd-util.sh.txt
0	0.428180	0.396524	0.031879	35064	dash	9ff48631	benchmarks/testdata/ltmain.sh	no-host.2022-11-10__11-53-07.cachegrind/dash-9ff48631__ltmain.sh.txt
0	0.558955	0.542775	0.016430	35064	dash	9ff48631	benchmarks/testdata/configure	no-host.2022-11-10__11-53-07.cachegrind/dash-9ff48631__configure.txt
0	0.881677	0.861451	0.020357	35064	dash	9ff48631	benchmarks/testdata/configure-coreutils	no-host.2022-11-10__11-53-07.cachegrind/dash-9ff48631__configure-coreutils.txt
0	0.430289	0.396370	0.024362	35020	mksh	e3755400	benchmarks/testdata/t4014-format-patch.sh	no-host.2022-11-10__11-53-07.cachegrind/mksh-e3755400__t4014-format-patch.sh.txt
0	0.486398	0.470541	0.016025	35032	mksh	e3755400	benchmarks/testdata/functions	no-host.2022-11-10__11-53-07.cachegrind/mksh-e3755400__functions.txt
1	0.515089	0.490956	0.024340	35040	mksh	e3755400	benchmarks/testdata/configure-helper.sh	no-host.2022-11-10__11-53-07.cachegrind/mksh-e3755400__configure-helper.sh.txt
0	0.567558	0.528664	0.036396	35036	mksh	e3755400	benchmarks/testdata/abuild	no-host.2022-11-10__11-53-07.cachegrind/mksh-e3755400__abuild.txt
