status,elapsed_secs,user_secs,sys_secs,max_rss_KiB,host_name,host_hash,shell_name,shell_hash,path
0,0.009854,0.009803,0.000000,3024,flanders,9d0956ac,bash,d685a43c,benchmarks/testdata/t4014-format-patch.sh
0,0.015761,0.015705,0.000000,3012,flanders,9d0956ac,bash,d685a43c,benchmarks/testdata/functions
0,0.016487,0.012350,0.004116,3064,flanders,9d0956ac,bash,d685a43c,benchmarks/testdata/configure-helper.sh
0,0.020215,0.020158,0.000000,3032,flanders,9d0956ac,bash,d685a43c,benchmarks/testdata/abuild
0,0.018385,0.014716,0.003679,3100,flanders,9d0956ac,bash,d685a43c,benchmarks/testdata/Build.sh
0,0.017565,0.017566,0.000000,3020,flanders,9d0956ac,bash,d685a43c,benchmarks/testdata/t9300-fast-import.sh
0,0.043358,0.035455,0.007878,3268,flanders,9d0956ac,bash,d685a43c,benchmarks/testdata/test-cmd-util.sh
0,0.045064,0.044983,0.000000,4112,flanders,9d0956ac,bash,d685a43c,benchmarks/testdata/ltmain.sh
0,0.086430,0.082497,0.003928,3868,flanders,9d0956ac,bash,d685a43c,benchmarks/testdata/configure
0,0.203868,0.199814,0.003996,3400,flanders,9d0956ac,bash,d685a43c,benchmarks/testdata/configure-coreutils
0,0.003092,0.003016,0.000000,1600,flanders,9d0956ac,dash,2887d9e6,benchmarks/testdata/t4014-format-patch.sh
0,0.002569,0.000000,0.002548,1640,flanders,9d0956ac,dash,2887d9e6,benchmarks/testdata/functions
2,0.001368,0.000000,0.001360,1712,flanders,9d0956ac,dash,2887d9e6,benchmarks/testdata/configure-helper.sh
0,0.004341,0.004318,0.000000,1728,flanders,9d0956ac,dash,2887d9e6,benchmarks/testdata/abuild
0,0.004604,0.004569,0.000000,1708,flanders,9d0956ac,dash,2887d9e6,benchmarks/testdata/Build.sh
0,0.003323,0.003235,0.000000,1576,flanders,9d0956ac,dash,2887d9e6,benchmarks/testdata/t9300-fast-import.sh
2,0.001880,0.000000,0.001842,1708,flanders,9d0956ac,dash,2887d9e6,benchmarks/testdata/test-cmd-util.sh
0,0.015068,0.011206,0.003735,2156,flanders,9d0956ac,dash,2887d9e6,benchmarks/testdata/ltmain.sh
0,0.019983,0.015980,0.003995,2272,flanders,9d0956ac,dash,2887d9e6,benchmarks/testdata/configure
0,0.034534,0.030677,0.003834,1816,flanders,9d0956ac,dash,2887d9e6,benchmarks/testdata/configure-coreutils
0,0.005008,0.004925,0.000000,1640,flanders,9d0956ac,mksh,ae7d165b,benchmarks/testdata/t4014-format-patch.sh
0,0.012434,0.008211,0.004105,1636,flanders,9d0956ac,mksh,ae7d165b,benchmarks/testdata/functions
1,0.009741,0.004847,0.004847,1776,flanders,9d0956ac,mksh,ae7d165b,benchmarks/testdata/configure-helper.sh
0,0.016665,0.013322,0.003330,1712,flanders,9d0956ac,mksh,ae7d165b,benchmarks/testdata/abuild
0,0.012859,0.006406,0.006406,1720,flanders,9d0956ac,mksh,ae7d165b,benchmarks/testdata/Build.sh
0,0.007816,0.007740,0.000000,1672,flanders,9d0956ac,mksh,ae7d165b,benchmarks/testdata/t9300-fast-import.sh
1,0.010548,0.007048,0.003524,1900,flanders,9d0956ac,mksh,ae7d165b,benchmarks/testdata/test-cmd-util.sh
0,0.029267,0.025561,0.003651,2748,flanders,9d0956ac,mksh,ae7d165b,benchmarks/testdata/ltmain.sh
0,0.047372,0.043371,0.003942,2228,flanders,9d0956ac,mksh,ae7d165b,benchmarks/testdata/configure
0,0.129282,0.117068,0.012110,1748,flanders,9d0956ac,mksh,ae7d165b,benchmarks/testdata/configure-coreutils
0,0.166865,0.109208,0.073463,3624,flanders,9d0956ac,zsh,ca7b4198,benchmarks/testdata/t4014-format-patch.sh
0,0.045558,0.016557,0.028975,3608,flanders,9d0956ac,zsh,ca7b4198,benchmarks/testdata/functions
0,0.080785,0.049601,0.032704,3656,flanders,9d0956ac,zsh,ca7b4198,benchmarks/testdata/configure-helper.sh
0,0.060847,0.038491,0.022617,3576,flanders,9d0956ac,zsh,ca7b4198,benchmarks/testdata/abuild
