status	elapsed_secs	user_secs	sys_secs	max_rss_KiB	shell_name	shell_hash	path	cachegrind_out_path
0	0.739852	0.723685	0.016879	37780	bash	9af8f89f	benchmarks/testdata/t4014-format-patch.sh	no-host.2021-11-17__20-53-40.cachegrind/bash-9af8f89f__t4014-format-patch.sh.txt
0	0.783601	0.739363	0.044840	37780	bash	9af8f89f	benchmarks/testdata/functions	no-host.2021-11-17__20-53-40.cachegrind/bash-9af8f89f__functions.txt
0	0.913169	0.885846	0.027972	37784	bash	9af8f89f	benchmarks/testdata/configure-helper.sh	no-host.2021-11-17__20-53-40.cachegrind/bash-9af8f89f__configure-helper.sh.txt
0	0.928983	0.900858	0.028870	37776	bash	9af8f89f	benchmarks/testdata/abuild	no-host.2021-11-17__20-53-40.cachegrind/bash-9af8f89f__abuild.txt
0	0.848361	0.808049	0.040986	37776	bash	9af8f89f	benchmarks/testdata/Build.sh	no-host.2021-11-17__20-53-40.cachegrind/bash-9af8f89f__Build.sh.txt
0	0.795910	0.774562	0.021944	37780	bash	9af8f89f	benchmarks/testdata/t9300-fast-import.sh	no-host.2021-11-17__20-53-40.cachegrind/bash-9af8f89f__t9300-fast-import.sh.txt
0	1.641200	1.607019	0.034907	37780	bash	9af8f89f	benchmarks/testdata/test-cmd-util.sh	no-host.2021-11-17__20-53-40.cachegrind/bash-9af8f89f__test-cmd-util.sh.txt
0	1.725948	1.690665	0.035996	37780	bash	9af8f89f	benchmarks/testdata/ltmain.sh	no-host.2021-11-17__20-53-40.cachegrind/bash-9af8f89f__ltmain.sh.txt
0	3.205526	3.166011	0.040038	37784	bash	9af8f89f	benchmarks/testdata/configure	no-host.2021-11-17__20-53-40.cachegrind/bash-9af8f89f__configure.txt
0	6.929482	6.918845	0.011319	37776	bash	9af8f89f	benchmarks/testdata/configure-coreutils	no-host.2021-11-17__20-53-40.cachegrind/bash-9af8f89f__configure-coreutils.txt
0	0.471093	0.438069	0.033636	37324	dash	9ff48631	benchmarks/testdata/t4014-format-patch.sh	no-host.2021-11-17__20-53-40.cachegrind/dash-9ff48631__t4014-format-patch.sh.txt
0	0.479711	0.440272	0.040145	37320	dash	9ff48631	benchmarks/testdata/functions	no-host.2021-11-17__20-53-40.cachegrind/dash-9ff48631__functions.txt
2	0.399997	0.368131	0.032499	37324	dash	9ff48631	benchmarks/testdata/configure-helper.sh	no-host.2021-11-17__20-53-40.cachegrind/dash-9ff48631__configure-helper.sh.txt
0	0.471724	0.443605	0.028780	37324	dash	9ff48631	benchmarks/testdata/abuild	no-host.2021-11-17__20-53-40.cachegrind/dash-9ff48631__abuild.txt
0	0.485335	0.452323	0.033650	37328	dash	9ff48631	benchmarks/testdata/Build.sh	no-host.2021-11-17__20-53-40.cachegrind/dash-9ff48631__Build.sh.txt
0	0.424317	0.387279	0.037756	37324	dash	9ff48631	benchmarks/testdata/t9300-fast-import.sh	no-host.2021-11-17__20-53-40.cachegrind/dash-9ff48631__t9300-fast-import.sh.txt
2	0.438752	0.399510	0.039940	37320	dash	9ff48631	benchmarks/testdata/test-cmd-util.sh	no-host.2021-11-17__20-53-40.cachegrind/dash-9ff48631__test-cmd-util.sh.txt
0	0.592806	0.563735	0.029820	37320	dash	9ff48631	benchmarks/testdata/ltmain.sh	no-host.2021-11-17__20-53-40.cachegrind/dash-9ff48631__ltmain.sh.txt
0	0.758566	0.724064	0.035238	37324	dash	9ff48631	benchmarks/testdata/configure	no-host.2021-11-17__20-53-40.cachegrind/dash-9ff48631__configure.txt
0	1.279654	1.235517	0.044829	37324	dash	9ff48631	benchmarks/testdata/configure-coreutils	no-host.2021-11-17__20-53-40.cachegrind/dash-9ff48631__configure-coreutils.txt
0	0.582042	0.537313	0.045435	37292	mksh	e3755400	benchmarks/testdata/t4014-format-patch.sh	no-host.2021-11-17__20-53-40.cachegrind/mksh-e3755400__t4014-format-patch.sh.txt
0	0.677689	0.650362	0.027979	37296	mksh	e3755400	benchmarks/testdata/functions	no-host.2021-11-17__20-53-40.cachegrind/mksh-e3755400__functions.txt
1	0.704720	0.691865	0.013484	37296	mksh	e3755400	benchmarks/testdata/configure-helper.sh	no-host.2021-11-17__20-53-40.cachegrind/mksh-e3755400__configure-helper.sh.txt
0	0.750378	0.722741	0.028147	37292	mksh	e3755400	benchmarks/testdata/abuild	no-host.2021-11-17__20-53-40.cachegrind/mksh-e3755400__abuild.txt
0	0.692885	0.657308	0.036313	37296	mksh	e3755400	benchmarks/testdata/Build.sh	no-host.2021-11-17__20-53-40.cachegrind/mksh-e3755400__Build.sh.txt
